Instancia,Algoritmo,Run,Tiempo_s
rc102,CLASSIC,3,11.0
rc102,CLASSIC,4,11.6562
rc102,CLASSIC,5,10.0469
rc102,CLASSIC,6,9.70312
rc102,CLASSIC,7,9.09375
rc102,CLASSIC,8,9.9375
rc102,CLASSIC,9,9.28125
rc102,CLASSIC,10,9.09375
rc102,QLEARNING,1,8.95312
rc102,QLEARNING,2,9.82812
rc102,QLEARNING,3,10.4531
rc102,QLEARNING,4,10.0469
rc102,QLEARNING,5,9.90625
rc102,QLEARNING,6,10.1719
rc102,QLEARNING,7,12.6719
rc102,QLEARNING,8,14.3125
rc102,QLEARNING,9,13.9062
rc102,QLEARNING,10,14.3438
rc103,CLASSIC,1,15.5312
rc103,CLASSIC,2,15.1406
rc103,CLASSIC,3,15.5156
rc103,CLASSIC,4,15.3281
rc103,CLASSIC,5,16.1719
rc103,CLASSIC,6,15.9375
rc103,CLASSIC,7,15.7656
rc103,CLASSIC,8,16.2344
rc103,CLASSIC,9,16.9531
rc103,CLASSIC,10,16.3125
rc103,QLEARNING,1,14.75
rc103,QLEARNING,2,14.4688
rc103,QLEARNING,3,10.625
rc103,QLEARNING,4,11.25
rc103,QLEARNING,5,11.3594
rc103,QLEARNING,6,10.0625
rc103,QLEARNING,7,11.7031
rc103,QLEARNING,8,11.4844
rc103,QLEARNING,9,11.9688
rc103,QLEARNING,10,12.3906
rc104,CLASSIC,1,9.875
rc104,CLASSIC,2,10.3125
rc104,CLASSIC,3,10.375
rc104,CLASSIC,4,10.2188
rc104,CLASSIC,5,8.96875
rc104,CLASSIC,6,10.0
rc104,CLASSIC,7,10.25
rc104,CLASSIC,8,10.6562
rc104,CLASSIC,9,10.9062
rc104,CLASSIC,10,9.89062
rc104,QLEARNING,1,10.0156
rc104,QLEARNING,2,9.51562
rc104,QLEARNING,3,9.0
rc104,QLEARNING,4,9.73438
rc104,QLEARNING,5,9.95312
rc104,QLEARNING,6,10.7188
rc104,QLEARNING,7,10.5
rc104,QLEARNING,8,10.4375
rc104,QLEARNING,9,11.2656
rc104,QLEARNING,10,10.1406
rc105,CLASSIC,1,10.1094
rc105,CLASSIC,2,10.0469
rc105,CLASSIC,3,10.3906
rc105,CLASSIC,4,10.3438
rc105,CLASSIC,5,10.7969
rc105,CLASSIC,6,11.4688
rc105,CLASSIC,7,9.625
rc105,CLASSIC,8,10.0469
rc105,CLASSIC,9,9.59375
rc105,CLASSIC,10,9.96875
rc105,QLEARNING,1,9.92188
rc105,QLEARNING,2,9.89062
rc105,QLEARNING,3,10.2188
rc105,QLEARNING,4,11.2656
rc105,QLEARNING,5,10.75
rc105,QLEARNING,6,10.8438
rc105,QLEARNING,7,10.4219
rc105,QLEARNING,8,9.95312
rc105,QLEARNING,9,9.45312
rc105,QLEARNING,10,10.3906
rc106,CLASSIC,1,9.70312
rc106,CLASSIC,2,9.64062
rc106,CLASSIC,3,9.51562
rc106,CLASSIC,4,8.79688
rc106,CLASSIC,5,8.0625
rc106,CLASSIC,6,8.9375
rc106,CLASSIC,7,9.09375
rc106,CLASSIC,8,8.03125
rc106,CLASSIC,9,8.125
rc106,CLASSIC,10,8.10938
rc106,QLEARNING,1,8.6875
rc106,QLEARNING,2,9.21875
rc106,QLEARNING,3,9.25
rc106,QLEARNING,4,10.2656
rc106,QLEARNING,5,9.89062
rc106,QLEARNING,6,10.5781
rc106,QLEARNING,7,10.0312
rc106,QLEARNING,8,10.2656
rc106,QLEARNING,9,9.90625
rc106,QLEARNING,10,9.57812
rc107,CLASSIC,1,10.8594
rc107,CLASSIC,2,11.1719
rc107,CLASSIC,3,13.5156
rc107,CLASSIC,4,11.8281
rc107,CLASSIC,5,10.7969
rc107,CLASSIC,6,9.82812
rc107,CLASSIC,7,9.90625
rc107,CLASSIC,8,11.2031
rc107,CLASSIC,9,10.5781
rc107,CLASSIC,10,11.7812
rc107,QLEARNING,1,12.5
rc107,QLEARNING,2,12.1875
rc107,QLEARNING,3,11.9688
rc107,QLEARNING,4,12.8906
rc107,QLEARNING,5,12.4062
rc107,QLEARNING,6,11.8594
rc107,QLEARNING,7,10.3438
rc107,QLEARNING,8,9.95312
rc107,QLEARNING,9,9.76562
rc107,QLEARNING,10,11.75
rc108,CLASSIC,1,10.8125
rc108,CLASSIC,2,10.5
rc108,CLASSIC,3,10.1094
rc108,CLASSIC,4,10.4844
rc108,CLASSIC,5,11.1719
rc108,CLASSIC,6,9.67188
rc108,CLASSIC,7,12.2031
rc108,CLASSIC,8,14.75
rc108,CLASSIC,9,12.1094
rc108,CLASSIC,10,11.8906
rc108,QLEARNING,1,11.5156
rc108,QLEARNING,2,10.0625
rc108,QLEARNING,3,9.67188
rc108,QLEARNING,4,9.89062
rc108,QLEARNING,5,9.51562
rc108,QLEARNING,6,9.01562
rc108,QLEARNING,7,9.64062
rc108,QLEARNING,8,10.0
rc108,QLEARNING,9,9.59375
rc108,QLEARNING,10,9.71875
rc201,CLASSIC,1,5.59375
rc201,CLASSIC,2,5.39062
rc201,CLASSIC,3,5.67188
rc201,CLASSIC,4,6.01562
rc201,CLASSIC,5,6.375
rc201,CLASSIC,6,6.39062
rc201,CLASSIC,7,6.53125
rc201,CLASSIC,8,6.59375
rc201,CLASSIC,9,6.84375
rc201,CLASSIC,10,6.71875
rc201,QLEARNING,1,6.78125
rc201,QLEARNING,2,6.3125
rc201,QLEARNING,3,6.23438
rc201,QLEARNING,4,5.92188
rc201,QLEARNING,5,6.84375
rc201,QLEARNING,6,5.9375
rc201,QLEARNING,7,6.6875
rc201,QLEARNING,8,6.26562
rc201,QLEARNING,9,6.3125
rc201,QLEARNING,10,6.28125
rc202,CLASSIC,1,9.375
rc202,CLASSIC,2,9.10938
rc202,CLASSIC,3,9.07812
rc202,CLASSIC,4,10.0156
rc202,CLASSIC,5,9.73438
rc202,CLASSIC,6,9.8125
rc202,CLASSIC,7,10.1719
rc202,CLASSIC,8,10.9844
rc202,CLASSIC,9,10.1094
rc202,CLASSIC,10,9.95312
rc202,QLEARNING,1,8.79688
rc202,QLEARNING,2,9.14062
rc202,QLEARNING,3,9.23438
rc202,QLEARNING,4,10.0156
rc202,QLEARNING,5,9.53125
rc202,QLEARNING,6,8.29688
rc202,QLEARNING,7,8.15625
rc202,QLEARNING,8,7.82812
rc202,QLEARNING,9,9.07812
rc202,QLEARNING,10,8.28125
rc203,CLASSIC,1,11.7031
rc203,CLASSIC,2,11.9375
rc203,CLASSIC,3,12.4219
rc203,CLASSIC,4,12.0
rc203,CLASSIC,5,12.1562
rc203,CLASSIC,6,12.25
rc203,CLASSIC,7,12.8906
rc203,CLASSIC,8,12.9531
rc203,CLASSIC,9,11.75
rc203,CLASSIC,10,11.1406
rc203,QLEARNING,1,11.6406
rc203,QLEARNING,2,10.8438
rc203,QLEARNING,3,10.4219
rc203,QLEARNING,4,10.2188
rc203,QLEARNING,5,10.625
rc203,QLEARNING,6,9.76562
rc203,QLEARNING,7,9.54688
rc203,QLEARNING,8,9.15625
rc203,QLEARNING,9,10.8281
rc203,QLEARNING,10,10.6406
rc204,CLASSIC,1,10.3906
rc204,CLASSIC,2,11.25
rc204,CLASSIC,3,11.2344
rc204,CLASSIC,4,11.4531
rc204,CLASSIC,5,11.1562
rc204,CLASSIC,6,11.2188
rc204,CLASSIC,7,11.1719
rc204,CLASSIC,8,11.1094
rc204,CLASSIC,9,10.3281
rc204,CLASSIC,10,10.5469
rc204,QLEARNING,1,9.51562
rc204,QLEARNING,2,8.78125
rc204,QLEARNING,3,11.5469
rc204,QLEARNING,4,11.25
rc204,QLEARNING,5,11.5312
rc204,QLEARNING,6,11.9531
rc204,QLEARNING,7,12.0312
rc204,QLEARNING,8,11.3906
rc204,QLEARNING,9,11.8906
rc204,QLEARNING,10,12.0156
rc205,CLASSIC,1,11.0469
rc205,CLASSIC,2,10.6406
rc205,CLASSIC,3,12.0
rc205,CLASSIC,4,10.5469
rc205,CLASSIC,5,11.8594
rc205,CLASSIC,6,10.9375
rc205,CLASSIC,7,10.9219
rc205,CLASSIC,8,11.0156
rc205,CLASSIC,9,11.0781
rc205,CLASSIC,10,11.4375
rc205,QLEARNING,1,8.82812
rc205,QLEARNING,2,9.28125
rc205,QLEARNING,3,9.23438
rc205,QLEARNING,4,9.10938
rc205,QLEARNING,5,10.4062
rc205,QLEARNING,6,9.01562
rc205,QLEARNING,7,10.4375
rc205,QLEARNING,8,8.96875
rc205,QLEARNING,9,9.4375
rc205,QLEARNING,10,9.79688
rc206,CLASSIC,1,7.92188
rc206,CLASSIC,2,7.5
rc206,CLASSIC,3,7.375
rc206,CLASSIC,4,8.25
rc206,CLASSIC,5,7.17188
rc206,CLASSIC,6,8.125
rc206,CLASSIC,7,8.85938
rc206,CLASSIC,8,9.39062
rc206,CLASSIC,9,8.8125
rc206,CLASSIC,10,9.375
rc206,QLEARNING,1,9.5625
rc206,QLEARNING,2,8.60938
rc206,QLEARNING,3,9.96875
rc206,QLEARNING,4,9.26562
rc206,QLEARNING,5,9.54688
rc206,QLEARNING,6,9.46875
rc206,QLEARNING,7,10.1562
rc206,QLEARNING,8,8.92188
rc206,QLEARNING,9,8.71875
rc206,QLEARNING,10,7.67188
rc207,CLASSIC,1,8.32812
rc207,CLASSIC,2,9.01562
rc207,CLASSIC,3,9.65625
rc207,CLASSIC,4,10.2344
rc207,CLASSIC,5,10.25
rc207,CLASSIC,6,10.5938
rc207,CLASSIC,7,9.875
rc207,CLASSIC,8,11.5312
rc207,CLASSIC,9,10.3281
rc207,CLASSIC,10,11.3281
rc207,QLEARNING,1,12.1875
rc207,QLEARNING,2,12.3281
rc207,QLEARNING,3,12.3281
rc207,QLEARNING,4,12.7031
rc207,QLEARNING,5,12.0938
rc207,QLEARNING,6,11.5
rc207,QLEARNING,7,10.2969
rc207,QLEARNING,8,9.15625
rc207,QLEARNING,9,8.64062
rc207,QLEARNING,10,10.2344
rc208,CLASSIC,1,9.98438
rc208,CLASSIC,2,8.01562
rc208,CLASSIC,3,8.01562
rc208,CLASSIC,4,9.96875
rc208,CLASSIC,5,8.67188
rc208,CLASSIC,6,8.09375
rc208,CLASSIC,7,8.125
rc208,CLASSIC,8,8.42188
rc208,CLASSIC,9,8.57812
rc208,CLASSIC,10,9.28125
rc208,QLEARNING,1,11.5
rc208,QLEARNING,2,11.0312
rc208,QLEARNING,3,11.6719
rc208,QLEARNING,4,10.7969
rc208,QLEARNING,5,10.1875
rc208,QLEARNING,6,9.96875
rc208,QLEARNING,7,7.78125
rc208,QLEARNING,8,8.85938
rc208,QLEARNING,9,9.03125
rc208,QLEARNING,10,7.59375
