iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,17,1842.19,17,1842.19,0,0,33,307.516,4.2,1,1,1,4.2,1,1,1
1,17,1831.39,17,1831.39,3,0,33,307.362,4.2,1,1,4.2,7.08,1,1,1
2,17,1648.52,17,1648.52,0,0,33,307.208,7.08,1,1,4.2,9.672,1,1,1
3,16,1458.96,16,1458.96,0,0,33,307.055,9.672,1,1,4.2,12.0048,1,1,1
4,14,1395.52,14,1395.52,0,2,33,306.901,12.0048,1,1,4.2,12.0048,1,4.2,1
5,14,1389.7,14,1389.7,0,0,33,306.748,14.1043,1,1,4.2,14.1043,1,4.2,1
6,14,1389.01,14,1389.01,0,3,33,306.594,15.9939,1,1,4.2,14.1043,1,4.2,4.2
7,12,1430.91,12,1430.91,1,0,33,306.441,15.9939,4.2,1,4.2,15.9939,1,4.2,4.2
8,12,1369.47,12,1369.47,0,3,33,306.288,17.6945,4.2,1,4.2,15.9939,1,4.2,7.08
9,12,1325.44,12,1325.44,0,0,33,306.135,19.225,4.2,1,4.2,17.6945,1,4.2,7.08
10,12,1325.44,12,1325.44,0,3,0,305.982,17.3025,4.2,1,4.2,17.6945,1,4.2,6.372
11,12,1325.44,12,1325.44,3,3,0,305.829,17.3025,4.2,1,3.78,17.6945,1,4.2,5.7348
12,12,1245.66,12,1245.66,0,0,33,305.676,18.8723,4.2,1,3.78,19.225,1,4.2,5.7348
13,12,1245.39,12,1245.39,3,0,33,305.523,18.8723,4.2,1,6.702,20.6025,1,4.2,5.7348
14,12,1198.74,12,1198.74,3,0,33,305.37,18.8723,4.2,1,9.3318,21.8423,1,4.2,5.7348
15,12,1150.95,12,1150.95,0,1,33,305.217,20.2851,4.2,1,9.3318,21.8423,4.2,4.2,5.7348
16,11,1115.31,11,1115.31,0,0,33,305.065,21.5566,4.2,1,9.3318,22.9581,4.2,4.2,5.7348
