iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,24,2285.17,24,2285.17,0,2,33,381.896,4.2,1,1,1,1,1,4.2,1
1,19,2103.96,19,2103.96,1,2,33,381.705,4.2,4.2,1,1,1,1,7.08,1
2,17,1968.91,17,1968.91,1,2,33,381.514,4.2,7.08,1,1,1,1,9.672,1
3,16,1888.64,16,1888.64,0,2,33,381.323,7.08,7.08,1,1,1,1,12.0048,1
4,16,1888.64,16,1942.96,1,2,9,381.132,7.08,7.272,1,1,1,1,11.7043,1
5,16,1888.64,16,1902.72,0,2,13,380.942,7.672,7.272,1,1,1,1,11.8339,1
6,16,1888.64,16,2068.3,1,2,9,380.751,7.672,7.4448,1,1,1,1,11.5505,1
7,16,1888.64,16,2068.3,1,2,0,380.561,7.672,6.70032,1,1,1,1,10.3954,1
8,16,1888.64,16,2068.3,0,0,0,380.371,6.9048,6.70032,1,1,0.9,1,10.3954,1
9,16,1888.64,16,2136.67,1,1,9,380.181,6.9048,6.93029,1,1,0.9,1.8,10.3954,1
10,16,1888.64,16,2136.67,0,2,0,379.991,6.21432,6.93029,1,1,0.9,1.8,9.3559,1
11,16,1888.64,16,2001.87,1,2,13,379.801,6.21432,7.53726,1,1,0.9,1.8,9.72031,1
12,16,1888.64,16,2001.87,1,2,0,379.611,6.21432,6.78353,1,1,0.9,1.8,8.74828,1
13,16,1880.91,16,1880.91,0,2,33,379.421,8.89289,6.78353,1,1,0.9,1.8,11.1735,1
14,16,1880.91,16,1880.91,3,2,0,379.231,8.89289,6.78353,1,0.9,0.9,1.8,10.0561,1
15,16,1880.91,16,1908.57,0,2,9,379.041,8.9036,6.78353,1,0.9,0.9,1.8,9.9505,1
16,16,1880.91,16,1908.57,1,3,0,378.852,8.9036,6.10518,1,0.9,0.9,1.8,9.9505,0.9
17,16,1880.91,16,1895.1,0,2,13,378.663,9.31324,6.10518,1,0.9,0.9,1.8,10.2554,0.9
18,16,1880.91,16,1958.08,1,2,9,378.473,9.31324,6.39466,1,0.9,0.9,1.8,10.1299,0.9
19,15,1925.07,15,1925.07,0,2,33,378.284,11.6819,6.39466,1,0.9,0.9,1.8,12.4169,0.9
20,15,1925.07,15,1925.07,0,1,0,378.095,10.5137,6.39466,1,0.9,0.9,1.62,12.4169,0.9
21,15,1854.97,15,1854.97,0,2,33,377.906,12.7624,6.39466,1,0.9,0.9,1.62,14.4752,0.9
22,15,1737.14,15,1737.14,0,2,33,377.717,14.7861,6.39466,1,0.9,0.9,1.62,16.3277,0.9
23,15,1737.14,15,1892.47,1,2,9,377.528,14.7861,6.6552,1,0.9,0.9,1.62,15.5949,0.9
24,15,1737.14,15,1895.17,1,2,9,377.339,14.7861,6.88968,1,0.9,0.9,1.62,14.9354,0.9
