iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,13,1813.96,13,1813.96,3,2,33,299.214,1,1,1,4.2,1,1,4.2,1
1,13,1716.12,13,1716.12,3,2,33,299.064,1,1,1,7.08,1,1,7.08,1
2,13,1649.63,13,1649.63,3,2,33,298.914,1,1,1,9.672,1,1,9.672,1
3,10,1495.21,10,1495.21,0,3,33,298.765,4.2,1,1,9.672,1,1,9.672,4.2
4,10,1421.72,10,1421.72,0,3,33,298.616,7.08,1,1,9.672,1,1,9.672,7.08
5,10,1417.48,10,1417.48,3,3,33,298.466,7.08,1,1,12.0048,1,1,9.672,9.672
6,9,1359.31,9,1359.31,3,3,33,298.317,7.08,1,1,14.1043,1,1,9.672,12.0048
7,9,1319.37,9,1319.37,3,2,33,298.168,7.08,1,1,15.9939,1,1,12.0048,12.0048
8,8,1272.4,8,1272.4,3,2,33,298.019,7.08,1,1,17.6945,1,1,14.1043,12.0048
9,8,1271.32,8,1271.32,3,2,33,297.87,7.08,1,1,19.225,1,1,15.9939,12.0048
10,7,1211.73,7,1211.73,0,3,33,297.721,9.672,1,1,19.225,1,1,15.9939,14.1043
11,7,1142.04,7,1142.04,3,2,33,297.572,9.672,1,1,20.6025,1,1,17.6945,14.1043
12,7,1139.05,7,1139.05,3,3,33,297.423,9.672,1,1,21.8423,1,1,17.6945,15.9939
13,7,1134.02,7,1134.02,0,2,33,297.274,12.0048,1,1,21.8423,1,1,19.225,15.9939
14,7,1128.2,7,1128.2,3,2,33,297.126,12.0048,1,1,22.9581,1,1,20.6025,15.9939
15,7,1125.9,7,1125.9,3,3,33,296.977,12.0048,1,1,23.9623,1,1,20.6025,17.6945
16,7,1125.9,7,1125.9,3,3,9,296.829,12.0048,1,1,22.466,1,1,20.6025,16.825
17,7,1125.9,7,1179.96,3,3,9,296.68,12.0048,1,1,21.1194,1,1,20.6025,16.0425
18,7,1125.9,7,1172.27,3,3,13,296.532,12.0048,1,1,20.3075,1,1,20.6025,15.7383
19,6,1130.04,6,1130.04,0,2,33,296.384,14.1043,1,1,20.3075,1,1,21.8423,15.7383
20,6,1125.15,6,1125.15,3,2,33,296.236,14.1043,1,1,21.5767,1,1,22.9581,15.7383
21,6,1115.16,6,1115.16,3,2,33,296.087,14.1043,1,1,22.7191,1,1,23.9623,15.7383
