iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,6,1145.23,6,1162.67,3,2,9,165.222,1,1,1,1.8,1,1,1.8,1
1,4,920.391,4,920.391,1,3,33,165.139,1,4.2,1,1.8,1,1,1.8,4.2
2,4,920.391,4,920.391,1,2,0,165.056,1,3.78,1,1.8,1,1,1.62,4.2
3,4,893.17,4,893.17,1,3,33,164.974,1,6.702,1,1.8,1,1,1.62,7.08
4,4,893.17,4,893.17,1,3,0,164.891,1,6.0318,1,1.8,1,1,1.62,6.372
5,4,893.17,4,967.29,1,2,9,164.809,1,6.32862,1,1.8,1,1,2.358,6.372
6,4,893.17,4,967.29,2,2,0,164.727,1,6.32862,0.9,1.8,1,1,2.1222,6.372
7,4,893.17,4,939.417,3,3,13,164.644,1,6.32862,0.9,2.92,1,1,2.1222,7.0348
8,4,893.17,4,958.761,1,3,9,164.562,1,6.59576,0.9,2.92,1,1,2.1222,7.23132
9,4,893.17,4,958.761,1,0,0,164.48,1,5.93618,0.9,2.92,0.9,1,2.1222,7.23132
10,4,893.17,4,958.761,1,3,0,164.397,1,5.34256,0.9,2.92,0.9,1,2.1222,6.50819
11,4,893.17,4,958.761,1,0,0,164.315,1,4.80831,0.9,2.92,0.81,1,2.1222,6.50819
12,4,893.17,4,963.743,1,3,9,164.233,1,5.22748,0.9,2.92,0.81,1,2.1222,6.75737
13,4,893.17,4,963.743,1,3,0,164.151,1,4.70473,0.9,2.92,0.81,1,2.1222,6.08163
14,4,893.17,4,940.502,3,3,13,164.069,1,4.70473,0.9,3.928,0.81,1,2.1222,6.77347
15,4,893.17,4,923.876,3,1,13,163.987,1,4.70473,0.9,4.8352,0.81,2.2,2.1222,6.77347
16,4,893.17,4,1070.98,1,3,9,163.905,1,5.13426,0.9,4.8352,0.81,2.2,2.1222,6.99612
17,4,893.17,4,1070.98,3,3,0,163.823,1,5.13426,0.9,4.35168,0.81,2.2,2.1222,6.29651
18,4,893.17,4,1070.98,1,3,0,163.741,1,4.62083,0.9,4.35168,0.81,2.2,2.1222,5.66686
19,4,893.17,4,1032.86,3,2,13,163.659,1,4.62083,0.9,5.21651,0.81,2.2,3.20998,5.66686
20,4,893.17,4,955.513,3,1,13,163.577,1,4.62083,0.9,5.99486,0.81,3.28,3.20998,5.66686
21,4,893.17,4,1096.52,1,2,9,163.495,1,5.05875,0.9,5.99486,0.81,3.28,3.78898,5.66686
22,4,893.17,4,1029.05,3,2,13,163.414,1,5.05875,0.9,6.69537,0.81,3.28,4.71008,5.66686
23,4,893.17,4,982.717,3,1,13,163.332,1,5.05875,0.9,7.32584,0.81,4.252,4.71008,5.66686
24,4,893.17,4,973.83,3,2,13,163.25,1,5.05875,0.9,7.89325,0.81,4.252,5.53908,5.66686
25,4,893.17,4,962.014,3,2,13,163.169,1,5.05875,0.9,8.40393,0.81,4.252,6.28517,5.66686
26,4,893.17,4,931.476,1,0,13,163.087,1,5.85287,0.9,8.40393,2.029,4.252,6.28517,5.66686
27,4,855.163,4,855.163,3,2,33,163.006,1,5.85287,0.9,10.8635,2.029,4.252,8.95665,5.66686
28,4,844.431,4,844.431,3,3,33,162.924,1,5.85287,0.9,13.0772,2.029,4.252,8.95665,8.40017
29,4,844.431,4,988.88,1,1,9,162.843,1,6.16759,0.9,13.0772,2.029,4.7268,8.95665,8.40017
30,4,844.431,4,1042.64,1,2,9,162.761,1,6.45083,0.9,13.0772,2.029,4.7268,8.96099,8.40017
31,4,844.431,4,1042.64,1,3,0,162.68,1,5.80574,0.9,13.0772,2.029,4.7268,8.96099,7.56016
32,4,844.431,4,966.584,3,3,13,162.599,1,5.80574,0.9,13.0695,2.029,4.7268,8.96099,8.10414
33,4,844.431,4,996.825,3,3,9,162.517,1,5.80574,0.9,12.6625,2.029,4.7268,8.96099,8.19373
34,4,844.431,4,989.103,3,2,13,162.436,1,5.80574,0.9,12.6963,2.029,4.7268,9.36489,8.19373
35,4,844.431,4,989.103,3,0,0,162.355,1,5.80574,0.9,11.4266,1.8261,4.7268,9.36489,8.19373
36,4,844.431,4,1037.13,1,2,9,162.274,1,6.12517,0.9,11.4266,1.8261,4.7268,9.3284,8.19373
37,4,844.431,4,974.742,3,3,13,162.192,1,6.12517,0.9,11.584,1.8261,4.7268,9.3284,8.67435
38,4,844.431,4,974.742,1,3,0,162.111,1,5.51265,0.9,11.584,1.8261,4.7268,9.3284,7.80692
39,4,844.431,4,919.592,1,0,13,162.03,1,6.26139,0.9,11.584,2.94349,4.7268,9.3284,7.80692
40,4,844.431,4,1160.33,1,1,9,161.949,1,6.53525,0.9,11.584,2.94349,5.15412,9.3284,7.80692
41,4,844.431,4,1252.84,1,1,9,161.868,1,6.78172,0.9,11.584,2.94349,5.53871,9.3284,7.80692
42,4,844.431,4,1183.76,3,3,13,161.787,1,6.78172,0.9,11.7256,2.94349,5.53871,9.3284,8.32623
43,4,844.431,4,1144.35,1,2,13,161.706,1,7.40355,0.9,11.7256,2.94349,5.53871,9.69556,8.32623
44,4,844.431,4,1127.04,3,3,13,161.626,1,7.40355,0.9,11.853,2.94349,5.53871,9.69556,8.7936
45,4,844.431,4,1140.25,3,2,9,161.545,1,7.40355,0.9,11.5677,2.94349,5.53871,9.626,8.7936
46,4,844.431,4,1009.33,1,2,13,161.464,1,7.9632,0.9,11.5677,2.94349,5.53871,9.9634,8.7936
47,4,844.431,4,1009.33,3,3,0,161.383,1,7.9632,0.9,10.4109,2.94349,5.53871,9.9634,7.91424
48,4,844.431,4,916.504,3,3,13,161.303,1,7.9632,0.9,10.6699,2.94349,5.53871,9.9634,8.42282
49,4,844.431,4,922.485,0,1,9,161.222,1.8,7.9632,0.9,10.6699,2.94349,5.88484,9.9634,8.42282
50,4,824.517,4,824.517,1,2,33,161.141,1.8,10.4669,0.9,10.6699,2.94349,5.88484,12.2671,8.42282
51,4,824.517,4,921.563,1,2,9,161.061,1.8,10.3202,0.9,10.6699,2.94349,5.88484,11.9404,8.42282
52,4,824.517,4,907.948,1,2,13,160.98,1.8,10.5882,0.9,10.6699,2.94349,5.88484,12.0463,8.42282
53,4,791.143,4,791.143,2,2,33,160.9,1.8,10.5882,4.11,10.6699,2.94349,5.88484,14.1417,8.42282
54,3,745.199,3,745.199,1,1,33,160.819,1.8,12.8294,4.11,10.6699,2.94349,8.59635,14.1417,8.42282
55,3,745.199,3,745.199,1,2,0,160.739,1.8,11.5464,4.11,10.6699,2.94349,8.59635,12.7275,8.42282
56,3,745.199,3,745.199,3,3,0,160.659,1.8,11.5464,4.11,9.60287,2.94349,8.59635,12.7275,7.58054
