iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,15,2418.04,15,2418.04,3,1,33,370.381,1,1,1,4.2,1,4.2,1,1
1,13,1795.03,13,1795.03,2,3,33,370.196,1,1,4.2,4.2,1,4.2,1,4.2
2,13,1590.18,13,1590.18,2,1,33,370.011,1,1,7.08,4.2,1,7.08,1,4.2
3,13,1580.69,13,1580.69,2,1,33,369.826,1,1,9.672,4.2,1,9.672,1,4.2
4,12,1568.45,12,1568.45,2,3,33,369.641,1,1,12.0048,4.2,1,9.672,1,7.08
5,11,1534.76,11,1534.76,2,1,33,369.456,1,1,14.1043,4.2,1,12.0048,1,7.08
6,11,1516.8,11,1516.8,3,1,33,369.271,1,1,14.1043,7.08,1,14.1043,1,7.08
7,11,1473.63,11,1473.63,3,1,33,369.086,1,1,14.1043,9.672,1,15.9939,1,7.08
8,10,1381.38,10,1381.38,2,1,33,368.902,1,1,15.9939,9.672,1,17.6945,1,7.08
9,10,1377.26,10,1377.26,2,3,33,368.717,1,1,17.6945,9.672,1,17.6945,1,9.672
10,10,1355.74,10,1355.74,2,3,33,368.533,1,1,19.225,9.672,1,17.6945,1,12.0048
11,10,1351.24,10,1351.24,3,3,33,368.349,1,1,19.225,12.0048,1,17.6945,1,14.1043
12,10,1346.23,10,1346.23,2,3,33,368.165,1,1,20.6025,12.0048,1,17.6945,1,15.9939
13,10,1346.23,10,1347.74,2,1,9,367.981,1,1,19.4423,12.0048,1,16.825,1,15.9939
14,10,1346.23,10,1352.12,2,0,9,367.797,1,1,18.3981,12.0048,1.8,16.825,1,15.9939
15,10,1346.23,10,1352.12,2,0,9,367.613,1,1,17.4583,12.0048,2.52,16.825,1,15.9939
16,10,1311.08,10,1311.08,2,1,33,367.429,1,1,19.0124,12.0048,2.52,18.4425,1,15.9939
17,10,1311.08,10,1311.08,3,3,9,367.245,1,1,19.0124,11.7043,2.52,18.4425,1,15.2945
18,10,1303,10,1303,2,1,33,367.062,1,1,20.4112,11.7043,2.52,19.8983,1,15.2945
19,10,1300.9,10,1300.9,2,3,33,366.878,1,1,21.6701,11.7043,2.52,19.8983,1,17.065
20,10,1282.06,10,1282.06,2,3,33,366.695,1,1,22.8031,11.7043,2.52,19.8983,1,18.6585
21,9,1345.36,9,1345.36,2,3,33,366.511,1,1,23.8228,11.7043,2.52,19.8983,1,20.0927
22,9,1345.36,9,1345.36,3,3,9,366.328,1,1,23.8228,11.4339,2.52,19.8983,1,18.9834
23,9,1283.69,9,1283.69,2,1,33,366.145,1,1,24.7405,11.4339,2.52,21.2085,1,18.9834
24,9,1283.69,9,1283.69,2,1,9,365.962,1,1,23.1664,11.4339,2.52,19.9876,1,18.9834
25,9,1283.69,9,1283.69,2,0,0,365.779,1,1,20.8498,11.4339,2.268,19.9876,1,18.9834
26,9,1248.21,9,1248.21,2,1,33,365.596,1,1,22.0648,11.4339,2.268,21.2889,1,18.9834
27,9,1228.12,9,1228.12,2,1,33,365.413,1,1,23.1583,11.4339,2.268,22.46,1,18.9834
28,9,1228.12,9,1314.2,2,1,9,365.23,1,1,21.7425,11.4339,2.268,21.114,1,18.9834
29,9,1228.12,9,1295.46,2,3,13,365.048,1,1,20.8682,11.4339,2.268,21.114,1,18.3851
30,8,1287.75,8,1287.75,2,1,33,364.865,1,1,22.0814,11.4339,2.268,22.3026,1,18.3851
31,8,1278.45,8,1278.45,3,1,33,364.683,1,1,22.0814,13.5905,2.268,23.3723,1,18.3851
32,8,1278.45,8,1319.72,2,1,9,364.5,1,1,20.7733,13.5905,2.268,21.9351,1,18.3851
33,8,1278.45,8,1384.27,3,3,9,364.318,1,1,20.7733,13.1314,2.268,21.9351,1,17.4466
34,8,1278.45,8,1373,2,3,13,364.136,1,1,19.996,13.1314,2.268,21.9351,1,17.0019
35,8,1278.45,8,1350.45,2,1,13,363.954,1,1,19.2964,13.1314,2.268,21.0416,1,17.0019
36,8,1278.45,8,1417.98,2,1,9,363.772,1,1,18.2667,13.1314,2.268,19.8374,1,17.0019
37,8,1278.45,8,1418.86,2,1,9,363.59,1,1,17.34,13.1314,2.268,18.7537,1,17.0019
38,8,1278.45,8,1406.5,3,1,13,363.408,1,1,17.34,13.1183,2.268,18.1783,1,17.0019
39,8,1278.45,8,1406.5,3,3,0,363.227,1,1,17.34,11.8065,2.268,18.1783,1,15.3017
40,8,1278.45,8,1350.65,2,1,13,363.045,1,1,16.906,11.8065,2.268,17.6605,1,15.3017
41,8,1278.45,8,1431.56,2,3,9,362.863,1,1,16.1154,11.8065,2.268,17.6605,1,14.6716
