iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,18,1693.7,18,1693.7,3,0,33,250.791,1,1,1,4.2,4.2,1,1,1
1,17,1723.49,17,1723.49,1,0,33,250.666,1,4.2,1,4.2,7.08,1,1,1
2,16,1733.3,16,1733.3,1,3,33,250.54,1,7.08,1,4.2,7.08,1,1,4.2
3,14,1602.59,14,1602.59,1,0,33,250.415,1,9.672,1,4.2,9.672,1,1,4.2
4,13,1578.81,13,1578.81,1,3,33,250.29,1,12.0048,1,4.2,9.672,1,1,7.08
5,13,1578.81,13,1578.81,1,0,0,250.165,1,10.8043,1,4.2,8.7048,1,1,7.08
6,13,1578.81,13,1578.81,3,3,0,250.04,1,10.8043,1,3.78,8.7048,1,1,6.372
7,13,1578.81,13,1578.81,1,0,0,249.915,1,9.72389,1,3.78,7.83432,1,1,6.372
8,13,1563.28,13,1563.28,1,0,33,249.79,1,12.0515,1,3.78,10.3509,1,1,6.372
9,13,1563.28,13,1563.28,0,3,0,249.665,0.9,12.0515,1,3.78,10.3509,1,1,5.7348
10,13,1563.28,13,1563.28,1,0,0,249.54,0.9,10.8463,1,3.78,9.3158,1,1,5.7348
11,13,1554.82,13,1554.82,1,3,33,249.415,0.9,13.0617,1,3.78,9.3158,1,1,8.46132
12,13,1554.82,13,1612.18,1,0,9,249.291,0.9,12.6555,1,3.78,9.28422,1,1,8.46132
13,13,1554.82,13,1642.13,1,0,9,249.166,0.9,12.29,1,3.78,9.2558,1,1,8.46132
14,13,1554.82,13,1642.13,1,0,0,249.041,0.9,11.061,1,3.78,8.33022,1,1,8.46132
15,13,1554.82,13,1646.59,1,3,9,248.917,0.9,10.8549,1,3.78,8.33022,1,1,8.51519
16,13,1554.82,13,1646.59,3,0,0,248.792,0.9,10.8549,1,3.402,7.4972,1,1,8.51519
17,13,1554.82,13,1585.5,1,3,13,248.668,0.9,11.0694,1,3.402,7.4972,1,1,8.96367
18,13,1554.82,13,1585.5,3,0,0,248.544,0.9,11.0694,1,3.0618,6.74748,1,1,8.96367
19,13,1554.82,13,1677.74,1,3,9,248.419,0.9,10.8625,1,3.0618,6.74748,1,1,8.9673
20,13,1554.82,13,1677.74,3,3,0,248.295,0.9,10.8625,1,2.75562,6.74748,1,1,8.07057
21,13,1554.82,13,1677.74,1,1,0,248.171,0.9,9.77622,1,2.75562,6.74748,0.9,1,8.07057
22,13,1554.82,13,1677.74,1,0,0,248.047,0.9,8.79859,1,2.75562,6.07273,0.9,1,8.07057
23,13,1554.82,13,1702.1,1,0,9,247.923,0.9,8.81873,1,2.75562,6.36546,0.9,1,8.07057
24,13,1554.82,13,1702.1,0,3,0,247.799,0.81,8.81873,1,2.75562,6.36546,0.9,1,7.26351
25,13,1554.82,13,1702.1,0,0,0,247.675,0.729,8.81873,1,2.75562,5.72891,0.9,1,7.26351
