iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,9,1096.39,9,1096.39,2,0,33,228.48,1,1,4.2,1,4.2,1,1,1
1,7,981.38,7,981.38,1,0,33,228.365,1,4.2,4.2,1,7.08,1,1,1
2,6,919.006,6,919.006,2,0,33,228.251,1,4.2,7.08,1,9.672,1,1,1
3,6,820.768,6,820.768,2,0,33,228.137,1,4.2,9.672,1,12.0048,1,1,1
4,6,820.671,6,820.671,3,0,33,228.023,1,4.2,9.672,4.2,14.1043,1,1,1
5,6,814.668,6,814.668,3,0,33,227.909,1,4.2,9.672,7.08,15.9939,1,1,1
6,5,887.853,5,887.853,1,3,33,227.795,1,7.08,9.672,7.08,15.9939,1,1,4.2
7,5,880.949,5,880.949,2,0,33,227.681,1,7.08,12.0048,7.08,17.6945,1,1,4.2
8,5,861.564,5,861.564,2,0,33,227.567,1,7.08,14.1043,7.08,19.225,1,1,4.2
9,5,861.564,5,863.346,3,0,9,227.454,1,7.08,14.1043,7.272,18.2025,1,1,4.2
10,4,934.581,4,934.581,2,1,33,227.34,1,7.08,15.9939,7.272,18.2025,4.2,1,4.2
11,4,934.581,4,1006.11,1,3,9,227.226,1,7.272,15.9939,7.272,18.2025,4.2,1,4.68
12,4,934.581,4,1050.08,2,0,9,227.113,1,7.272,15.2945,7.272,17.2823,4.2,1,4.68
13,4,934.581,4,1001.71,2,1,13,226.999,1,7.272,15.065,7.272,17.2823,5.08,1,4.68
14,4,934.581,4,1001.71,2,3,0,226.886,1,7.272,13.5585,7.272,17.2823,5.08,1,4.212
15,4,934.581,4,1001.71,1,1,0,226.772,1,6.5448,13.5585,7.272,17.2823,4.572,1,4.212
16,4,934.581,4,1001.71,2,3,0,226.659,1,6.5448,12.2027,7.272,17.2823,4.572,1,3.7908
17,4,877.931,4,877.931,3,2,33,226.545,1,6.5448,12.2027,9.8448,17.2823,4.572,4.2,3.7908
18,4,877.931,4,877.931,3,3,0,226.432,1,6.5448,12.2027,8.86032,17.2823,4.572,4.2,3.41172
19,4,877.931,4,927.19,3,0,9,226.319,1,6.5448,12.2027,8.87429,16.4541,4.572,4.2,3.41172
20,4,831.887,4,831.887,2,0,33,226.206,1,6.5448,14.2824,8.87429,18.1087,4.572,4.2,3.41172
21,4,731.765,4,731.765,2,0,33,226.093,1,6.5448,16.1542,8.87429,19.5978,4.572,4.2,3.41172
22,4,730.916,4,730.916,3,0,33,225.98,1,6.5448,16.1542,11.2869,20.938,4.572,4.2,3.41172
23,4,730.134,4,730.134,3,2,33,225.867,1,6.5448,16.1542,13.4582,20.938,4.572,7.08,3.41172
24,4,729.912,4,729.912,3,0,33,225.754,1,6.5448,16.1542,15.4124,22.1442,4.572,7.08,3.41172
25,4,729.689,4,729.689,2,0,33,225.641,1,6.5448,17.8388,15.4124,23.2298,4.572,7.08,3.41172
26,4,725.359,4,725.359,2,0,33,225.528,1,6.5448,19.3549,15.4124,24.2068,4.572,7.08,3.41172
27,4,725.359,4,725.359,3,0,13,225.415,1,6.5448,19.3549,15.1711,23.0861,4.572,7.08,3.41172
28,4,725.359,4,875.162,1,2,9,225.302,1,6.79032,19.3549,15.1711,23.0861,4.572,7.272,3.41172
29,4,725.359,4,898.531,3,1,9,225.19,1,6.79032,19.3549,14.554,23.0861,5.0148,7.272,3.41172
30,4,725.359,4,952.238,3,0,9,225.077,1,6.79032,19.3549,13.9986,21.6775,5.0148,7.272,3.41172
31,4,725.359,4,891.712,2,2,13,224.965,1,6.79032,18.7194,13.9986,21.6775,5.0148,7.8448,3.41172
32,4,725.359,4,911.456,3,0,9,224.852,1,6.79032,18.7194,13.4987,20.4098,5.0148,7.8448,3.41172
33,4,725.359,4,911.752,3,2,9,224.74,1,6.79032,18.7194,13.0489,20.4098,5.0148,7.96032,3.41172
34,4,725.359,4,911.752,2,0,0,224.627,1,6.79032,16.8475,13.0489,18.3688,5.0148,7.96032,3.41172
35,4,725.359,4,937.765,3,1,9,224.515,1,6.79032,16.8475,12.644,18.3688,5.41332,7.96032,3.41172
36,4,725.359,4,937.765,2,0,0,224.403,1,6.79032,15.1627,12.644,16.5319,5.41332,7.96032,3.41172
37,4,725.359,4,912.469,2,0,13,224.291,1,6.79032,14.9464,12.644,16.1787,5.41332,7.96032,3.41172
38,4,725.359,4,955.767,0,2,9,224.179,1.8,6.79032,14.9464,12.644,16.1787,5.41332,8.06429,3.41172
39,4,725.359,4,951.73,1,0,13,224.066,1.8,7.41129,14.9464,12.644,15.8608,5.41332,8.06429,3.41172
40,4,725.359,4,988.875,0,0,9,223.954,2.52,7.41129,14.9464,12.644,15.1748,5.41332,8.06429,3.41172
41,4,725.359,4,844.956,2,1,13,223.842,2.52,7.41129,14.7518,12.644,15.1748,6.17199,8.06429,3.41172
42,4,725.359,4,824.115,3,2,13,223.73,2.52,7.41129,14.7518,12.6796,15.1748,6.17199,8.55786,3.41172
43,4,725.359,4,837.005,2,1,9,223.619,2.52,7.41129,14.1766,12.6796,15.1748,6.45479,8.55786,3.41172
