iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,9,1378.86,9,1378.86,3,1,33,206.235,1,1,1,4.2,1,4.2,1,1
1,8,1203.56,8,1203.56,2,2,33,206.132,1,1,4.2,4.2,1,4.2,4.2,1
2,7,1164.73,7,1164.73,0,1,33,206.029,4.2,1,4.2,4.2,1,7.08,4.2,1
3,4,1122.76,4,1122.76,1,1,33,205.926,4.2,4.2,4.2,4.2,1,9.672,4.2,1
4,4,1075.12,4,1075.12,2,1,33,205.823,4.2,4.2,7.08,4.2,1,12.0048,4.2,1
5,4,1016.3,4,1016.3,0,1,33,205.72,7.08,4.2,7.08,4.2,1,14.1043,4.2,1
6,4,999.555,4,999.555,3,3,33,205.617,7.08,4.2,7.08,7.08,1,14.1043,4.2,4.2
7,4,996.14,4,996.14,2,1,33,205.514,7.08,4.2,9.672,7.08,1,15.9939,4.2,4.2
8,4,996.14,4,1062.84,3,3,9,205.412,7.08,4.2,9.672,7.272,1,15.9939,4.2,4.68
9,4,996.14,4,1411.39,1,1,9,205.309,7.08,4.68,9.672,7.272,1,15.2945,4.2,4.68
10,4,996.14,4,1321.07,2,1,13,205.206,7.08,4.68,10.0048,7.272,1,15.065,4.2,4.68
11,4,996.14,4,1346.58,3,1,9,205.104,7.08,4.68,10.0048,7.4448,1,14.4585,4.2,4.68
12,4,996.14,4,1285.25,3,1,13,205.001,7.08,4.68,10.0048,8.00032,1,14.3127,4.2,4.68
13,4,996.14,4,1261.33,3,3,13,204.899,7.08,4.68,10.0048,8.50029,1,14.3127,4.2,5.512
14,4,996.14,4,1218.37,0,2,13,204.796,7.672,4.68,10.0048,8.50029,1,14.3127,5.08,5.512
15,3,1222.96,3,1222.96,1,2,33,204.694,7.672,7.512,10.0048,8.50029,1,14.3127,7.872,5.512
16,3,1222.96,3,1222.96,1,3,0,204.591,7.672,6.7608,10.0048,8.50029,1,14.3127,7.872,4.9608
17,3,1222.96,3,1222.96,1,1,0,204.489,7.672,6.08472,10.0048,8.50029,1,12.8814,7.872,4.9608
18,3,1222.96,3,1222.96,0,0,0,204.387,6.9048,6.08472,10.0048,8.50029,0.9,12.8814,7.872,4.9608
19,3,1119.57,3,1119.57,2,1,33,204.285,6.9048,6.08472,12.3043,8.50029,0.9,14.8933,7.872,4.9608
20,3,1060.7,3,1060.7,2,1,33,204.182,6.9048,6.08472,14.3739,8.50029,0.9,16.704,7.872,4.9608
21,3,1056.45,3,1056.45,3,2,33,204.08,6.9048,6.08472,14.3739,10.9503,0.9,16.704,10.3848,4.9608
22,3,1040.86,3,1040.86,3,1,33,203.978,6.9048,6.08472,14.3739,13.1552,0.9,18.3336,10.3848,4.9608
23,3,1011.42,3,1011.42,3,1,33,203.876,6.9048,6.08472,14.3739,15.1397,0.9,19.8002,10.3848,4.9608
24,3,1011.42,3,1014.77,3,1,9,203.774,6.9048,6.08472,14.3739,14.5257,0.9,18.7202,10.3848,4.9608
25,3,1009.32,3,1009.32,2,2,33,203.673,6.9048,6.08472,16.2365,14.5257,0.9,18.7202,12.6463,4.9608
26,3,1009.32,3,1009.32,2,2,0,203.571,6.9048,6.08472,14.6128,14.5257,0.9,18.7202,11.3817,4.9608
27,3,1003.63,3,1003.63,3,1,33,203.469,6.9048,6.08472,14.6128,16.3732,0.9,20.1482,11.3817,4.9608
28,3,1003.63,3,1003.63,1,2,0,203.367,6.9048,5.47625,14.6128,16.3732,0.9,20.1482,10.2435,4.9608
29,3,996.119,3,996.119,3,1,33,203.265,6.9048,5.47625,14.6128,18.0358,0.9,21.4333,10.2435,4.9608
30,3,996.119,3,1079.64,1,1,9,203.164,6.9048,5.82862,14.6128,18.0358,0.9,20.19,10.2435,4.9608
31,3,996.119,3,1071.28,3,1,13,203.062,6.9048,5.82862,14.6128,17.5323,0.9,19.471,10.2435,4.9608
32,3,996.119,3,1253.37,0,1,9,202.961,7.11432,5.82862,14.6128,17.5323,0.9,18.4239,10.2435,4.9608
33,3,996.119,3,1241.2,3,1,13,202.859,7.11432,5.82862,14.6128,17.079,0.9,17.8815,10.2435,4.9608
