iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,9,1811.69,9,1811.69,1,3,33,299.214,1,4.2,1,1,1,1,1,4.2
1,7,1628.21,7,1628.21,1,3,33,299.064,1,7.08,1,1,1,1,1,7.08
2,6,1645.11,6,1645.11,1,1,33,298.914,1,9.672,1,1,1,4.2,1,7.08
3,5,1704.82,5,1704.82,1,3,33,298.765,1,12.0048,1,1,1,4.2,1,9.672
4,4,1517.8,4,1517.8,1,2,33,298.616,1,14.1043,1,1,1,4.2,4.2,9.672
5,4,1517.8,4,1517.8,1,0,0,298.466,1,12.6939,1,1,0.9,4.2,4.2,9.672
6,4,1517.8,4,1590.21,1,2,9,298.317,1,12.3245,1,1,0.9,4.2,4.68,9.672
7,4,1517.8,4,1673.21,1,2,9,298.168,1,11.992,1,1,0.9,4.2,5.112,9.672
8,4,1517.8,4,1566.58,3,1,13,298.019,1,11.992,1,2.2,0.9,5.08,5.112,9.672
9,4,1517.8,4,1569.7,1,2,9,297.87,1,11.6928,1,2.2,0.9,5.08,5.5008,9.672
10,4,1470.54,4,1470.54,3,3,33,297.721,1,11.6928,1,5.28,0.9,5.08,5.5008,12.0048
11,4,1470.54,4,1470.54,1,2,0,297.572,1,10.5236,1,5.28,0.9,5.08,4.95072,12.0048
12,4,1470.54,4,1470.54,3,3,0,297.423,1,10.5236,1,4.752,0.9,5.08,4.95072,10.8043
13,4,1470.54,4,1639.03,1,2,9,297.274,1,10.3712,1,4.752,0.9,5.08,5.35565,10.8043
14,4,1445.05,4,1445.05,1,2,33,297.126,1,12.6341,1,4.752,0.9,5.08,8.12008,10.8043
15,4,1445.05,4,1547.29,1,3,9,296.977,1,12.2707,1,4.752,0.9,5.08,8.12008,10.6239
16,4,1445.05,4,1516.42,0,2,13,296.829,2.2,12.2707,1,4.752,0.9,5.08,8.60807,10.6239
17,4,1395.29,4,1395.29,0,3,33,296.68,5.28,12.2707,1,4.752,0.9,5.08,8.60807,12.8615
18,4,1347.62,4,1347.62,1,1,33,296.532,5.28,14.3436,1,4.752,0.9,7.872,8.60807,12.8615
19,4,1347.62,4,1347.62,1,3,0,296.384,5.28,12.9092,1,4.752,0.9,7.872,8.60807,11.5753
20,4,1333.82,4,1333.82,3,1,33,296.236,5.28,12.9092,1,7.5768,0.9,10.3848,8.60807,11.5753
21,4,1331.29,4,1331.29,3,3,33,296.087,5.28,12.9092,1,10.1191,0.9,10.3848,8.60807,13.7178
22,4,1322.59,4,1322.59,3,2,33,295.939,5.28,12.9092,1,12.4072,0.9,10.3848,11.0473,13.7178
23,4,1322.59,4,1322.59,1,1,0,295.791,5.28,11.6183,1,12.4072,0.9,9.34632,11.0473,13.7178
24,4,1299.14,4,1299.14,3,1,33,295.644,5.28,11.6183,1,14.4665,0.9,11.7117,11.0473,13.7178
25,4,1299.14,4,1299.14,1,3,0,295.496,5.28,10.4565,1,14.4665,0.9,11.7117,11.0473,12.346
26,4,1299.14,4,1521.48,1,3,9,295.348,5.28,10.3108,1,14.4665,0.9,11.7117,11.0473,12.0114
27,4,1299.14,4,1521.48,1,1,0,295.2,5.28,9.27976,1,14.4665,0.9,10.5405,11.0473,12.0114
28,4,1297.92,4,1297.92,1,1,33,295.053,5.28,11.6518,1,14.4665,0.9,12.7865,11.0473,12.0114
29,4,1297.92,4,1297.92,1,1,0,294.905,5.28,10.4866,1,14.4665,0.9,11.5078,11.0473,12.0114
30,4,1297.92,4,1297.92,1,1,0,294.758,5.28,9.43794,1,14.4665,0.9,10.357,11.0473,12.0114
