iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,15,1558.34,15,1558.34,1,3,33,262.361,1,4.2,1,1,1,1,1,4.2
1,15,1558.34,15,1581.74,0,0,9,262.23,1.8,4.2,1,1,1.8,1,1,4.2
2,15,1553.72,15,1553.72,0,0,33,262.099,4.92,4.2,1,1,4.92,1,1,4.2
3,15,1535.53,15,1535.53,0,3,33,261.968,7.728,4.2,1,1,4.92,1,1,7.08
4,13,1477.05,13,1477.05,1,3,33,261.837,7.728,7.08,1,1,4.92,1,1,9.672
5,13,1473.61,13,1473.61,0,3,33,261.706,10.2552,7.08,1,1,4.92,1,1,12.0048
6,13,1473.61,13,1473.61,0,3,0,261.575,9.22968,7.08,1,1,4.92,1,1,10.8043
7,13,1429.54,13,1429.54,0,3,33,261.444,11.6067,7.08,1,1,4.92,1,1,13.0239
8,13,1429.54,13,1429.54,0,0,0,261.314,10.446,7.08,1,1,4.428,1,1,13.0239
9,13,1429.54,13,1429.54,3,3,0,261.183,10.446,7.08,1,0.9,4.428,1,1,11.7215
10,13,1429.54,13,1479.12,1,0,9,261.052,10.446,7.272,1,0.9,4.8852,1,1,11.7215
11,13,1429.54,13,1474.89,0,3,13,260.922,10.7014,7.272,1,0.9,4.8852,1,1,11.8493
12,13,1429.54,13,1545.02,1,3,9,260.791,10.7014,7.4448,1,0.9,4.8852,1,1,11.5644
13,13,1429.54,13,1545.02,0,3,0,260.661,9.63129,7.4448,1,0.9,4.8852,1,1,10.408
14,13,1429.54,13,1484.26,1,3,13,260.531,9.63129,8.00032,1,0.9,4.8852,1,1,10.6672
15,13,1429.54,13,1548.89,1,3,9,260.4,9.63129,8.10029,1,0.9,4.8852,1,1,10.5005
16,13,1429.54,13,1534.3,1,3,13,260.27,9.63129,8.59026,1,0.9,4.8852,1,1,10.7504
17,13,1429.54,13,1484.63,3,3,13,260.14,9.63129,8.59026,1,2.11,4.8852,1,1,10.9754
18,13,1429.54,13,1452.38,1,3,13,260.01,9.63129,9.03123,1,2.11,4.8852,1,1,11.1778
19,13,1429.54,13,1452.38,2,3,0,259.88,9.63129,9.03123,0.9,2.11,4.8852,1,1,10.0601
20,13,1413.68,13,1413.68,0,2,33,259.75,11.9682,9.03123,0.9,2.11,4.8852,1,4.2,10.0601
21,12,1437.84,12,1437.84,1,0,33,259.62,11.9682,11.4281,0.9,2.11,7.69668,1,4.2,10.0601
22,12,1437.84,12,1437.99,0,2,9,259.49,11.6713,11.4281,0.9,2.11,7.69668,1,4.68,10.0601
23,12,1437.84,12,1437.99,0,3,0,259.361,10.5042,11.4281,0.9,2.11,7.69668,1,4.68,9.05405
24,12,1437.84,12,1437.99,3,3,0,259.231,10.5042,11.4281,0.9,1.899,7.69668,1,4.68,8.14864
25,12,1437.84,12,1437.99,0,0,0,259.101,9.45379,11.4281,0.9,1.899,6.92701,1,4.68,8.14864
26,12,1437.84,12,1437.99,0,0,0,258.972,8.50841,11.4281,0.9,1.899,6.23431,1,4.68,8.14864
27,12,1437.84,12,1437.99,3,0,0,258.842,8.50841,11.4281,0.9,1.7091,5.61088,1,4.68,8.14864
28,12,1437.84,12,1437.99,0,3,0,258.713,7.65757,11.4281,0.9,1.7091,5.61088,1,4.68,7.33378
29,12,1437.84,12,1437.99,0,2,0,258.584,6.89181,11.4281,0.9,1.7091,5.61088,1,4.212,7.33378
30,12,1388.01,12,1388.01,0,2,33,258.454,9.50263,11.4281,0.9,1.7091,5.61088,1,7.0908,7.33378
31,12,1388.01,12,1388.01,1,3,0,258.325,9.50263,10.2853,0.9,1.7091,5.61088,1,7.0908,6.6004
32,12,1388.01,12,1388.01,0,0,0,258.196,8.55237,10.2853,0.9,1.7091,5.04979,1,7.0908,6.6004
33,12,1388.01,12,1388.01,0,0,0,258.067,7.69713,10.2853,0.9,1.7091,4.54481,1,7.0908,6.6004
34,12,1388.01,12,1393.72,1,0,9,257.938,7.69713,10.1568,0.9,1.7091,4.99033,1,7.0908,6.6004
35,12,1335.79,12,1335.79,0,2,33,257.809,10.2274,10.1568,0.9,1.7091,4.99033,1,9.68172,6.6004
36,12,1335.79,12,1335.79,0,2,0,257.68,9.20468,10.1568,0.9,1.7091,4.99033,1,8.71355,6.6004
37,12,1335.79,12,1378.58,0,3,9,257.551,9.18421,10.1568,0.9,1.7091,4.99033,1,8.71355,6.84036
38,12,1335.79,12,1378.58,0,3,0,257.422,8.26579,10.1568,0.9,1.7091,4.99033,1,8.71355,6.15632
39,12,1335.79,12,1378.58,1,2,0,257.294,8.26579,9.14109,0.9,1.7091,4.99033,1,7.84219,6.15632
40,12,1335.79,12,1342.65,0,0,13,257.165,8.73921,9.14109,0.9,1.7091,5.7913,1,7.84219,6.15632
41,12,1266.83,12,1266.83,2,3,33,257.036,8.73921,9.14109,4.11,1.7091,5.7913,1,7.84219,8.84069
42,12,1266.83,12,1266.9,0,3,9,256.908,8.76529,9.14109,4.11,1.7091,5.7913,1,7.84219,8.85662
43,12,1266.83,12,1269,0,3,9,256.779,8.78876,9.14109,4.11,1.7091,5.7913,1,7.84219,8.87096
44,12,1230.13,12,1230.13,0,2,33,256.651,11.2099,9.14109,4.11,1.7091,5.7913,1,10.358,8.87096
45,12,1230.13,12,1230.13,0,3,0,256.523,10.0889,9.14109,4.11,1.7091,5.7913,1,10.358,7.98386
46,12,1218.52,12,1218.52,2,3,33,256.394,10.0889,9.14109,6.999,1.7091,5.7913,1,10.358,10.4855
47,12,1211.7,12,1211.7,0,3,33,256.266,12.38,9.14109,6.999,1.7091,5.7913,1,10.358,12.7369
48,12,1211.7,12,1349.88,1,2,9,256.138,12.38,9.12698,6.999,1.7091,5.7913,1,10.2222,12.7369
49,12,1211.7,12,1349.88,1,2,0,256.01,12.38,8.21428,6.999,1.7091,5.7913,1,9.19996,12.7369
50,12,1211.7,12,1392.25,1,3,9,255.882,12.38,8.29286,6.999,1.7091,5.7913,1,9.19996,12.3632
51,12,1211.7,12,1331.58,2,0,13,255.754,12.38,8.29286,7.5991,1.7091,6.51217,1,9.19996,12.3632
52,12,1211.7,12,1331.58,2,0,0,255.626,12.38,8.29286,6.83919,1.7091,5.86095,1,9.19996,12.3632
53,12,1211.7,12,1331.58,0,3,0,255.498,11.142,8.29286,6.83919,1.7091,5.86095,1,9.19996,11.1269
54,12,1211.7,12,1331.58,0,3,0,255.371,10.0278,8.29286,6.83919,1.7091,5.86095,1,9.19996,10.0142
55,12,1211.7,12,1331.58,3,0,0,255.243,10.0278,8.29286,6.83919,1.53819,5.27486,1,9.19996,10.0142
56,12,1211.7,12,1331.58,2,0,0,255.115,10.0278,8.29286,6.15527,1.53819,4.74737,1,9.19996,10.0142
57,12,1211.7,12,1298.22,0,2,13,254.988,10.325,8.29286,6.15527,1.53819,4.74737,1,9.57996,10.0142
58,12,1211.7,12,1266.64,0,2,13,254.86,10.5925,8.29286,6.15527,1.53819,4.74737,1,9.92197,10.0142
59,12,1178.79,12,1178.79,2,2,33,254.733,10.5925,8.29286,8.83974,1.53819,4.74737,1,12.2298,10.0142
60,12,1178.79,12,1178.79,0,1,0,254.605,9.53327,8.29286,8.83974,1.53819,4.74737,0.9,12.2298,10.0142
61,12,1178.79,12,1178.79,2,2,9,254.478,9.53327,8.29286,8.85577,1.53819,4.74737,0.9,11.9068,10.0142
62,12,1178.79,12,1178.79,1,0,0,254.351,9.53327,7.46357,8.85577,1.53819,4.27263,0.9,11.9068,10.0142
63,12,1178.79,12,1178.79,1,3,0,254.224,9.53327,6.71721,8.85577,1.53819,4.27263,0.9,11.9068,9.0128
64,12,1178.79,12,1178.79,1,2,0,254.097,9.53327,6.04549,8.85577,1.53819,4.27263,0.9,10.7161,9.0128
65,12,1178.79,12,1178.79,0,2,9,253.97,9.47994,6.04549,8.85577,1.53819,4.27263,0.9,10.5445,9.0128
66,12,1178.79,12,1190.46,2,2,9,253.843,9.47994,6.04549,8.87019,1.53819,4.27263,0.9,10.3901,9.0128
67,12,1178.79,12,1190.46,2,2,0,253.716,9.47994,6.04549,7.98317,1.53819,4.27263,0.9,9.35105,9.0128
68,12,1178.79,12,1190.46,1,2,0,253.589,9.47994,5.44094,7.98317,1.53819,4.27263,0.9,8.41594,9.0128
69,12,1178.79,12,1190.46,1,2,0,253.462,9.47994,4.89685,7.98317,1.53819,4.27263,0.9,7.57435,9.0128
70,12,1178.79,12,1190.46,2,3,0,253.335,9.47994,4.89685,7.18486,1.53819,4.27263,0.9,7.57435,8.11152
