iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,17,1688.42,17,1688.42,0,3,33,252.458,4.2,1,1,1,1,1,1,4.2
1,16,1760.21,16,1760.21,0,0,33,252.332,7.08,1,1,1,4.2,1,1,4.2
2,16,1749.98,16,1749.98,0,3,33,252.206,9.672,1,1,1,4.2,1,1,7.08
3,15,1732.56,15,1732.56,1,3,33,252.079,9.672,4.2,1,1,4.2,1,1,9.672
4,15,1714.05,15,1714.05,0,0,33,251.953,12.0048,4.2,1,1,7.08,1,1,9.672
5,15,1714.05,15,1752.94,0,1,9,251.827,11.7043,4.2,1,1,7.08,1.8,1,9.672
6,15,1714.05,15,1752.94,0,0,0,251.702,10.5339,4.2,1,1,6.372,1.8,1,9.672
7,15,1645.8,15,1645.8,1,3,33,251.576,10.5339,7.08,1,1,6.372,1.8,1,12.0048
8,15,1645.8,15,1645.8,1,3,0,251.45,10.5339,6.372,1,1,6.372,1.8,1,10.8043
9,14,1558.23,14,1558.23,0,2,33,251.324,12.7805,6.372,1,1,6.372,1.8,4.2,10.8043
10,14,1513.07,14,1513.07,0,2,33,251.199,14.8024,6.372,1,1,6.372,1.8,7.08,10.8043
11,14,1513.07,14,1513.07,0,3,0,251.073,13.3222,6.372,1,1,6.372,1.8,7.08,9.72389
12,14,1513.07,14,1513.07,0,3,0,250.947,11.99,6.372,1,1,6.372,1.8,7.08,8.7515
13,14,1494.93,14,1494.93,0,1,33,250.822,14.091,6.372,1,1,6.372,4.92,7.08,8.7515
14,14,1429.91,14,1429.91,0,1,33,250.696,15.9819,6.372,1,1,6.372,7.728,7.08,8.7515
15,14,1404.35,14,1404.35,0,0,33,250.571,17.6837,6.372,1,1,9.0348,7.728,7.08,8.7515
16,14,1404.35,14,1475.55,1,3,9,250.446,17.6837,6.6348,1,1,9.0348,7.728,7.08,8.77635
17,14,1404.35,14,1475.55,0,2,0,250.321,15.9153,6.6348,1,1,9.0348,7.728,6.372,8.77635
18,14,1404.35,14,1524.47,0,1,9,250.195,15.2238,6.6348,1,1,9.0348,7.8552,6.372,8.77635
19,14,1404.35,14,1493.75,0,3,13,250.07,15.0014,6.6348,1,1,9.0348,7.8552,6.372,9.19871
20,14,1404.35,14,1493.75,1,0,0,249.945,15.0014,5.97132,1,1,8.13132,7.8552,6.372,9.19871
21,14,1404.35,14,1493.75,0,0,0,249.82,13.5013,5.97132,1,1,7.31819,7.8552,6.372,9.19871
