iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,9,1429.76,9,1429.76,0,0,33,271.294,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,9,1143.56,9,1143.56,2,3,33,271.159,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814,0.21814
2,7,1001.69,7,1001.69,1,1,33,271.023,0.303045,0.191272,0.31441,0.191272,0.303045,0.191272,0.191272,0.31441
3,6,847.694,6,847.694,2,1,33,270.887,0.269601,0.280538,0.279713,0.170148,0.269601,0.280538,0.170148,0.279713
4,4,711.001,4,711.001,1,0,33,270.752,0.232566,0.242003,0.37867,0.146761,0.232498,0.379564,0.146718,0.24122
5,4,711.001,4,719.567,3,0,9,270.617,0.201954,0.341757,0.328858,0.127431,0.330965,0.330889,0.127879,0.210267
6,3,591.557,3,591.557,1,0,33,270.481,0.200393,0.339152,0.326348,0.134107,0.322391,0.335151,0.129501,0.212957
7,3,591.557,3,591.557,2,1,13,270.346,0.16868,0.443715,0.274729,0.112875,0.426232,0.283809,0.109642,0.180317
8,3,591.557,3,591.557,2,1,13,270.211,0.164914,0.433894,0.290845,0.110347,0.417222,0.299007,0.107295,0.176475
9,3,591.557,3,591.557,1,2,13,270.076,0.161415,0.424768,0.305821,0.107996,0.40888,0.313082,0.105121,0.172917
10,3,591.557,3,591.557,2,1,13,269.941,0.159229,0.432528,0.301718,0.106525,0.401157,0.307153,0.122069,0.169622
11,3,591.557,3,591.557,2,0,13,269.806,0.155952,0.423713,0.31601,0.104325,0.393752,0.32,0.119787,0.166462
12,3,591.557,3,591.557,2,0,13,269.671,0.152931,0.415589,0.329184,0.102296,0.401675,0.315841,0.118207,0.164277
13,3,591.557,3,591.557,0,2,13,269.536,0.150157,0.40813,0.341282,0.100432,0.409494,0.311737,0.116648,0.162121
14,3,591.557,3,645.028,1,1,9,269.401,0.167622,0.399761,0.334272,0.0983447,0.401549,0.305673,0.133832,0.158946
15,3,591.557,3,645.028,3,0,9,269.267,0.170891,0.388021,0.340837,0.100252,0.40418,0.301182,0.13468,0.159958
16,3,591.557,3,591.557,2,0,13,269.132,0.16933,0.38454,0.337771,0.108359,0.39257,0.307072,0.137292,0.163066
17,3,591.557,3,591.557,2,2,13,268.997,0.166726,0.378689,0.347903,0.106683,0.400413,0.303128,0.135506,0.160952
18,3,591.557,3,684.877,1,0,9,268.863,0.164349,0.373352,0.357146,0.105153,0.39243,0.297068,0.152787,0.157714
19,3,591.557,3,684.877,3,0,0,268.728,0.167279,0.362133,0.36357,0.107018,0.381008,0.302673,0.155649,0.160669
20,3,591.557,3,684.877,0,1,9,268.594,0.169079,0.366086,0.36754,0.0972947,0.32889,0.32818,0.168743,0.174187
21,3,591.557,3,684.877,3,0,9,268.46,0.173345,0.364218,0.365665,0.0967725,0.333465,0.31888,0.171068,0.176587
22,3,591.557,3,684.877,0,1,9,268.326,0.171844,0.361119,0.362553,0.104483,0.32404,0.32341,0.173476,0.179074
23,3,591.557,3,684.877,1,3,9,268.191,0.175729,0.359436,0.360864,0.103971,0.328396,0.314357,0.175786,0.18146
24,3,591.557,3,684.877,2,2,0,268.057,0.178668,0.348681,0.366952,0.105698,0.32737,0.313372,0.175215,0.184043
25,3,591.557,3,684.877,0,1,0,267.923,0.193125,0.376944,0.315691,0.114239,0.336108,0.321734,0.153223,0.188934
26,3,591.557,3,681.277,1,2,13,267.789,0.169318,0.388085,0.32501,0.117587,0.358785,0.276021,0.163535,0.201658
27,3,591.557,3,680.454,1,0,13,267.655,0.167064,0.396196,0.320726,0.116014,0.351667,0.270531,0.180166,0.197635
28,3,591.557,3,680.454,0,0,9,267.522,0.164839,0.404205,0.316495,0.11446,0.360509,0.266853,0.177702,0.194936
29,3,591.557,3,680.454,2,1,0,267.388,0.170662,0.401409,0.31429,0.113639,0.350735,0.270943,0.180411,0.197911
30,3,591.557,3,676.894,3,3,13,267.254,0.181177,0.426212,0.27198,0.120631,0.36863,0.233794,0.189591,0.207985
31,3,591.557,3,677.717,1,3,9,267.121,0.177476,0.417578,0.266446,0.138499,0.361104,0.229,0.185695,0.224201
32,3,591.557,3,677.717,1,3,0,266.987,0.180996,0.406011,0.271753,0.141239,0.360662,0.228699,0.185443,0.225196
33,3,591.557,3,676.894,2,1,13,266.853,0.197326,0.352403,0.296296,0.153975,0.37429,0.237319,0.192425,0.195966
34,3,591.557,3,676.894,2,0,0,266.72,0.194034,0.346565,0.308002,0.151399,0.366675,0.252885,0.188485,0.191955
35,3,591.557,3,676.894,3,3,9,266.587,0.206146,0.36824,0.264773,0.160841,0.316562,0.272904,0.203394,0.207139
36,3,591.557,3,661.037,2,1,13,266.453,0.204777,0.365837,0.263028,0.166357,0.316253,0.272629,0.203177,0.207941
37,3,591.557,3,661.86,1,2,9,266.32,0.20087,0.358899,0.277055,0.163176,0.311206,0.284272,0.199917,0.204605
38,3,591.557,3,677.186,1,2,9,266.187,0.2039,0.349217,0.281252,0.165631,0.310797,0.283894,0.20099,0.204319
39,3,591.557,3,664.864,1,2,13,266.054,0.206833,0.339845,0.285316,0.168006,0.310429,0.283552,0.201958,0.20406
40,3,591.557,3,661.86,0,0,13,265.921,0.204004,0.348865,0.281431,0.165701,0.304904,0.2785,0.216184,0.200412
41,3,591.557,3,658.977,2,3,13,265.788,0.219468,0.342103,0.275964,0.162465,0.314131,0.274813,0.213311,0.197745
42,3,591.557,3,658.977,2,2,9,265.655,0.215742,0.336326,0.288234,0.159697,0.308496,0.269875,0.209468,0.212161
43,3,591.557,3,658.977,0,0,9,265.522,0.217352,0.338865,0.282904,0.160879,0.308488,0.269861,0.209511,0.21214
44,3,591.557,3,658.977,0,2,9,265.389,0.217824,0.338676,0.282735,0.160765,0.300365,0.273039,0.211968,0.214628
45,3,591.557,3,656.711,3,0,13,265.257,0.218248,0.338507,0.282584,0.160661,0.300553,0.273205,0.211494,0.214748
46,3,591.557,3,656.711,3,0,9,265.124,0.214101,0.332103,0.277228,0.176569,0.309696,0.269642,0.208725,0.211937
47,3,591.557,3,645.028,1,1,13,264.992,0.213272,0.330847,0.276169,0.179712,0.301531,0.27284,0.21119,0.21444
48,3,591.557,3,645.028,1,1,9,264.859,0.210485,0.339585,0.272574,0.177357,0.297129,0.283485,0.208092,0.211295
49,3,591.557,3,645.028,0,1,0,264.727,0.213488,0.330154,0.276477,0.179881,0.299904,0.276821,0.210021,0.213254
50,3,591.557,3,645.028,2,2,9,264.594,0.184844,0.342192,0.286547,0.186417,0.31663,0.236521,0.221717,0.225132
51,3,591.557,3,627.994,3,1,13,264.462,0.186088,0.344537,0.281703,0.187672,0.316795,0.236631,0.22134,0.225234
52,3,591.557,3,627.994,1,1,9,264.33,0.182475,0.337888,0.276256,0.203381,0.311293,0.24992,0.21748,0.221307
53,3,591.557,3,591.557,1,2,13,264.198,0.18501,0.328661,0.280118,0.206212,0.312534,0.24696,0.218331,0.222174
54,3,591.557,3,591.557,1,3,13,264.065,0.182544,0.337581,0.276407,0.203468,0.307042,0.242609,0.232094,0.218255
55,3,591.557,3,627.994,1,2,9,263.933,0.180095,0.34644,0.272722,0.200742,0.301768,0.238431,0.228095,0.231706
56,3,591.557,3,627.994,1,2,0,263.801,0.18271,0.336926,0.276703,0.203661,0.302454,0.238962,0.226363,0.232221
57,3,591.557,3,625.709,3,0,13,263.67,0.195925,0.288936,0.296742,0.218397,0.314852,0.248745,0.194676,0.241727
58,3,591.557,3,621.51,3,0,13,263.538,0.192684,0.284178,0.291858,0.23128,0.324234,0.245343,0.192004,0.238419
59,3,591.557,3,621.51,1,1,0,263.406,0.189653,0.27973,0.287291,0.243326,0.333571,0.241957,0.189345,0.235127
60,3,591.557,3,591.557,2,3,13,263.274,0.200595,0.238138,0.30389,0.257377,0.348139,0.208891,0.197591,0.245379
61,3,591.557,3,591.557,2,0,13,263.143,0.197921,0.234972,0.313147,0.253959,0.341508,0.204892,0.193806,0.259795
62,3,591.557,3,591.557,1,3,13,263.011,0.195258,0.231818,0.322369,0.250554,0.3509,0.201966,0.191036,0.256098
63,3,591.557,3,591.557,3,1,13,262.88,0.191803,0.245367,0.316697,0.246133,0.34433,0.198162,0.187436,0.270072
64,3,591.557,3,591.557,3,0,13,262.748,0.188583,0.24126,0.311411,0.258747,0.337619,0.213825,0.183761,0.264795
65,3,591.557,3,591.557,2,0,13,262.617,0.185592,0.237446,0.306504,0.270458,0.346778,0.210866,0.181213,0.261143
66,3,591.557,3,591.557,2,0,13,262.485,0.183192,0.234386,0.315442,0.26698,0.35587,0.20793,0.178684,0.257517
67,3,591.557,3,591.557,3,0,13,262.354,0.180802,0.23134,0.324341,0.263517,0.364886,0.205017,0.176176,0.253921
68,3,591.557,3,591.557,3,2,13,262.223,0.177852,0.227576,0.319085,0.275488,0.373819,0.202132,0.173691,0.250358
69,3,591.557,3,591.557,3,3,13,262.092,0.175124,0.224097,0.314229,0.286549,0.366156,0.197964,0.190674,0.245206
70,3,591.557,3,591.557,2,1,13,261.961,0.172613,0.220895,0.309759,0.296734,0.359077,0.194113,0.186963,0.259847
71,3,591.557,3,591.557,0,2,13,261.83,0.170442,0.218126,0.318399,0.293033,0.351988,0.210062,0.183248,0.254701
72,3,591.557,3,591.557,2,0,13,261.699,0.185301,0.214208,0.312704,0.287786,0.345163,0.205967,0.199124,0.249746
73,3,591.557,3,591.557,3,0,13,261.568,0.182997,0.211551,0.321218,0.284233,0.353712,0.203276,0.19652,0.246492
74,3,591.557,3,591.557,3,2,13,261.437,0.180318,0.20846,0.316551,0.294671,0.362185,0.200608,0.19394,0.243267
75,3,591.557,3,591.557,3,3,13,261.307,0.177857,0.20562,0.312265,0.304258,0.35508,0.196649,0.209795,0.238475
76,3,591.557,3,591.557,2,0,13,261.176,0.175602,0.203019,0.30834,0.31304,0.348552,0.193011,0.205916,0.252522
77,3,591.557,3,607.439,1,0,9,261.045,0.173421,0.200504,0.316887,0.309188,0.356805,0.190561,0.203305,0.24933
78,3,591.557,3,595.117,1,1,13,260.915,0.173329,0.200855,0.316757,0.30906,0.346362,0.19365,0.206603,0.253385
79,3,591.557,3,595.117,2,0,9,260.784,0.170343,0.214548,0.311338,0.303771,0.339865,0.208811,0.202707,0.248617
80,3,591.557,3,591.557,3,1,13,260.654,0.172619,0.217425,0.30209,0.307865,0.329859,0.211973,0.205776,0.252391
81,3,591.557,3,591.557,3,1,13,260.524,0.170558,0.214839,0.298517,0.316085,0.32405,0.225884,0.202133,0.247933
82,3,591.557,3,591.557,2,3,13,260.393,0.16851,0.212269,0.294965,0.324257,0.318594,0.23895,0.198711,0.243745
83,3,591.557,3,591.557,2,0,13,260.263,0.166177,0.20934,0.304674,0.31981,0.313558,0.23516,0.195551,0.255731
84,3,591.557,3,591.557,2,0,13,260.133,0.164039,0.206656,0.313568,0.315737,0.321635,0.232394,0.193244,0.252727
85,3,591.557,3,591.557,2,0,13,260.003,0.162085,0.204203,0.321696,0.312016,0.32966,0.229646,0.190952,0.249743
86,3,591.557,3,591.557,1,0,0,259.873,0.160172,0.201803,0.329649,0.308375,0.337624,0.226918,0.188677,0.24678
87,3,591.557,3,591.557,0,2,13,259.743,0.165665,0.174341,0.341003,0.318992,0.288365,0.243795,0.202702,0.265139
88,3,591.557,3,591.557,2,2,13,259.613,0.181068,0.171105,0.334718,0.313109,0.283897,0.240009,0.215067,0.261026
89,3,591.557,3,591.557,0,2,13,259.483,0.178894,0.169049,0.342675,0.309382,0.279709,0.236461,0.226659,0.257171
90,3,591.557,3,591.557,2,3,13,259.354,0.194005,0.16592,0.336381,0.303694,0.275804,0.233151,0.237469,0.253576
91,3,591.557,3,591.557,3,2,13,259.224,0.191713,0.163954,0.344201,0.300132,0.272408,0.230273,0.234538,0.262782
92,3,591.557,3,591.557,2,1,13,259.094,0.188926,0.161566,0.339238,0.31027,0.26887,0.227275,0.244486,0.259368
93,3,591.557,3,591.557,2,3,13,258.965,0.186718,0.159673,0.346935,0.306674,0.265369,0.237344,0.241298,0.255989
94,3,591.557,3,591.557,2,0,13,258.835,0.184531,0.157797,0.35456,0.303111,0.262401,0.234684,0.238594,0.264321
95,3,591.557,3,591.557,2,0,13,258.706,0.182366,0.155941,0.362109,0.299584,0.270273,0.232177,0.236046,0.261504
96,3,591.557,3,591.557,3,0,13,258.577,0.180224,0.154105,0.369577,0.296095,0.278017,0.22971,0.23354,0.258732
97,3,591.557,3,591.557,3,3,13,258.447,0.177317,0.151615,0.363669,0.3074,0.285741,0.227251,0.23104,0.255968
98,3,591.557,3,595.117,1,3,9,258.318,0.174647,0.149327,0.358245,0.317781,0.282168,0.224399,0.228142,0.265291
99,3,591.557,3,595.117,3,2,9,258.189,0.173645,0.154122,0.356239,0.315994,0.284997,0.226639,0.23042,0.257943
100,3,591.557,3,595.117,0,2,9,258.06,0.175708,0.15595,0.360524,0.307818,0.286504,0.227827,0.226368,0.259301
101,3,591.557,3,595.117,3,3,9,257.931,0.178864,0.155333,0.35916,0.306643,0.287844,0.228882,0.222764,0.26051
102,3,591.557,3,591.557,2,1,13,257.802,0.180721,0.156942,0.36294,0.299397,0.290401,0.230904,0.22473,0.253965
103,3,591.557,3,591.557,3,0,13,257.673,0.178633,0.155124,0.370276,0.295967,0.286297,0.241789,0.221544,0.250369
104,3,591.557,3,591.557,3,3,13,257.544,0.175772,0.152635,0.364399,0.307194,0.294011,0.239177,0.219146,0.247666
105,3,591.557,3,591.557,3,0,13,257.415,0.173144,0.150349,0.359004,0.317503,0.290047,0.235942,0.216179,0.257831
106,3,591.557,3,591.557,0,3,13,257.287,0.170738,0.148255,0.354066,0.326941,0.297667,0.23341,0.213855,0.255068
