iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,13,1935.93,13,1935.93,1,1,33,286.369,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,13,1841.8,13,1841.8,0,3,33,286.225,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,8,1723.29,8,1723.29,1,1,33,286.082,0.31441,0.303045,0.191272,0.191272,0.191272,0.303045,0.191272,0.31441
3,0,8,1675.75,8,1675.75,0,0,33,285.939,0.267789,0.406423,0.162894,0.162894,0.162894,0.406423,0.162894,0.267789
4,0,6,1651.59,6,1651.59,1,0,33,285.796,0.372369,0.348402,0.139614,0.139614,0.249095,0.364594,0.146103,0.240208
5,0,6,1614.75,6,1614.75,3,2,33,285.653,0.311197,0.455491,0.116656,0.116656,0.349057,0.316078,0.126638,0.208227
6,0,6,1560.69,6,1560.69,3,2,33,285.511,0.285633,0.418105,0.107052,0.18921,0.319952,0.289717,0.199486,0.190845
7,0,6,1560.69,6,1565.37,3,0,9,285.368,0.25351,0.371112,0.0949936,0.280385,0.284324,0.257452,0.288648,0.169576
8,0,6,1560.13,6,1560.13,0,2,33,285.225,0.254868,0.373129,0.095484,0.276518,0.276439,0.260291,0.291838,0.171432
9,0,5,1530.87,5,1530.87,1,0,33,285.083,0.354082,0.323466,0.0827525,0.239699,0.238024,0.224117,0.390264,0.147595
10,0,5,1502.27,5,1502.27,3,3,33,284.94,0.300279,0.426301,0.0701579,0.203261,0.33568,0.195386,0.340271,0.128663
11,0,5,1502.27,5,1502.27,3,3,0,284.798,0.26538,0.376782,0.0619858,0.295853,0.308071,0.179296,0.312285,0.200347
12,0,5,1491.98,5,1491.98,3,0,33,284.655,0.281302,0.399415,0.0656856,0.253598,0.318899,0.185578,0.323262,0.17226
13,0,5,1491.98,5,1491.98,1,3,0,284.513,0.244107,0.346627,0.0569839,0.352282,0.419301,0.158214,0.275627,0.146858
14,0,5,1475.18,5,1475.18,2,0,33,284.371,0.263237,0.295416,0.0614315,0.379916,0.427173,0.161153,0.280778,0.130896
15,0,5,1475.18,5,1475.18,1,0,0,284.228,0.250389,0.281004,0.107208,0.3614,0.532531,0.131507,0.22915,0.106812
16,0,5,1475.18,5,1475.18,2,1,9,284.086,0.264584,0.240232,0.113266,0.381917,0.47093,0.148829,0.259364,0.120876
17,0,5,1475.18,5,1484.73,3,0,9,283.944,0.262585,0.238412,0.119944,0.379059,0.467137,0.155749,0.257244,0.11987
18,0,5,1459.82,5,1459.82,3,3,33,283.802,0.268172,0.243481,0.122477,0.36587,0.451919,0.160191,0.264607,0.123282
19,0,5,1449.4,5,1449.4,2,2,33,283.66,0.224495,0.203821,0.102513,0.469172,0.414375,0.146853,0.242598,0.196173
20,0,5,1434.48,5,1434.48,0,0,33,283.518,0.208095,0.188927,0.168017,0.434961,0.361116,0.127951,0.339999,0.170934
21,0,5,1434.48,5,1441.97,3,0,9,283.377,0.300539,0.166858,0.148387,0.384216,0.462897,0.107554,0.285855,0.143693
22,0,5,1434.48,5,1537.54,1,0,9,283.235,0.307879,0.170913,0.151989,0.36922,0.445906,0.110944,0.294921,0.14823
23,0,5,1434.48,5,1568.78,0,0,9,283.093,0.30713,0.172936,0.151598,0.368336,0.42937,0.114241,0.303745,0.152644
24,0,5,1434.48,5,1607.19,1,2,9,282.952,0.297739,0.175267,0.153637,0.373357,0.41331,0.117442,0.312318,0.156931
25,0,5,1434.48,5,1543.38,3,1,13,282.81,0.29707,0.177123,0.153272,0.372535,0.418045,0.118758,0.304499,0.158698
26,0,5,1434.48,5,1562.72,0,3,9,282.669,0.295118,0.175941,0.152245,0.376697,0.410663,0.134368,0.299103,0.155865
27,0,5,1434.48,5,1540.15,3,2,13,282.528,0.287135,0.17792,0.153953,0.380993,0.408615,0.133668,0.297592,0.160125
28,0,5,1434.48,5,1540.15,3,3,0,282.386,0.285241,0.17673,0.152918,0.385111,0.402827,0.131745,0.3076,0.157827
29,0,5,1434.48,5,1532.21,2,0,13,282.245,0.31125,0.192826,0.166841,0.329083,0.412032,0.134726,0.314612,0.138631
30,0,5,1434.48,5,1532.21,0,3,0,282.104,0.306457,0.189839,0.179685,0.324019,0.415873,0.133833,0.312581,0.137713
31,0,5,1434.48,5,1538.49,3,0,9,281.963,0.25906,0.202803,0.191953,0.346184,0.423301,0.136193,0.318146,0.122361
32,0,4,1502.77,4,1502.77,0,2,33,281.822,0.264271,0.206872,0.195803,0.333054,0.407522,0.139906,0.326877,0.125695
33,0,4,1502.77,4,1502.77,1,1,0,281.681,0.360075,0.179927,0.170298,0.289701,0.344978,0.118409,0.430234,0.106379
34,0,4,1453.4,4,1453.4,0,2,33,281.54,0.370732,0.155695,0.175312,0.298262,0.349686,0.106383,0.436126,0.107805
35,0,4,1449.4,4,1449.4,3,2,33,281.4,0.473162,0.130343,0.146768,0.249727,0.285604,0.0868668,0.5395,0.0880285
36,0,4,1417.64,4,1417.64,0,2,33,281.259,0.410532,0.113061,0.127311,0.349096,0.224716,0.0683313,0.637707,0.0692454
37,0,4,1393.12,4,1393.12,0,2,33,281.118,0.512898,0.0934136,0.105191,0.288497,0.171188,0.0520423,0.724031,0.0527385
38,0,4,1393.12,4,1393.12,0,2,0,280.978,0.612273,0.0743458,0.0837208,0.22966,0.127124,0.0386374,0.795084,0.0391544
39,0,4,1393.12,4,1399.14,0,2,9,280.837,0.547119,0.0868268,0.097778,0.268276,0.157951,0.0479951,0.745417,0.0486375
40,0,4,1385.71,4,1385.71,0,2,33,280.697,0.52695,0.0906812,0.102121,0.280248,0.169355,0.0514482,0.72706,0.0521369
41,0,4,1385.53,4,1385.53,2,2,33,280.556,0.625349,0.0718086,0.0808694,0.221973,0.125632,0.0381566,0.797544,0.0386675
42,0,4,1385.53,4,1385.53,0,2,0,280.416,0.586377,0.0673043,0.138222,0.208096,0.0915174,0.0277887,0.852533,0.0281609
