iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,19,1715.71,19,1715.71,3,3,33,252.458,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,19,1706.15,19,1706.15,3,2,33,252.332,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581
2,16,1708.47,16,1708.47,1,1,33,252.206,0.182242,0.182242,0.182242,0.453275,0.191272,0.191272,0.31441,0.303045
3,16,1708.47,16,1866.34,1,0,9,252.079,0.161498,0.275249,0.161498,0.401754,0.170148,0.280538,0.279713,0.269601
4,16,1703.91,16,1703.91,3,1,33,251.953,0.1615,0.275166,0.1615,0.401833,0.172976,0.279583,0.278761,0.268681
5,15,1631.67,15,1631.67,1,3,33,251.827,0.131985,0.224901,0.131985,0.51113,0.149222,0.37847,0.240503,0.231805
6,15,1631.67,15,1631.67,0,0,0,251.702,0.11458,0.326992,0.11458,0.443848,0.130107,0.33005,0.209716,0.330127
7,15,1631.67,15,1815.84,1,1,9,251.576,0.10556,0.330322,0.115723,0.448396,0.116464,0.335234,0.21299,0.335312
8,15,1631.67,15,1798.37,3,1,13,251.45,0.106113,0.326676,0.116332,0.450879,0.117958,0.326606,0.215749,0.339687
9,15,1631.67,15,1798.37,3,3,0,251.324,0.10451,0.321813,0.114576,0.459101,0.116192,0.336592,0.212545,0.334671
10,15,1631.67,15,1775.45,2,1,13,251.199,0.115287,0.355077,0.126393,0.403243,0.124358,0.360324,0.227509,0.287809
11,15,1631.67,15,1720.15,0,2,13,251.073,0.112907,0.347827,0.144247,0.395019,0.122493,0.369843,0.224124,0.28354
12,15,1631.67,15,1720.15,3,3,0,250.947,0.130177,0.341061,0.141416,0.387346,0.119934,0.362199,0.240201,0.277665
13,15,1631.67,15,1720.15,1,3,0,250.822,0.141116,0.369792,0.153302,0.33579,0.126087,0.380863,0.252558,0.240492
14,15,1631.67,15,1676.12,3,1,13,250.696,0.152274,0.319896,0.165426,0.362404,0.131119,0.39615,0.262673,0.210058
15,14,1638.45,14,1638.45,3,1,33,250.571,0.149958,0.315077,0.162913,0.372052,0.129004,0.405834,0.258473,0.20669
16,14,1638.45,14,1638.45,1,1,0,250.446,0.124252,0.261105,0.134988,0.479655,0.105315,0.514895,0.211039,0.168751
17,14,1638.45,14,1638.45,3,3,0,250.321,0.129466,0.229959,0.140656,0.499919,0.117768,0.457483,0.236026,0.188723
18,14,1494.15,14,1494.15,2,1,33,250.195,0.144211,0.256178,0.156677,0.442934,0.120666,0.468869,0.241868,0.168597
19,14,1465.12,14,1465.12,0,1,33,250.07,0.129591,0.230235,0.242053,0.398121,0.0959945,0.577429,0.192442,0.134134
20,14,1465.12,14,1465.12,1,3,0,249.945,0.205136,0.210241,0.221035,0.363588,0.073341,0.677123,0.147049,0.102487
21,14,1453.75,14,1453.75,3,1,33,249.82,0.212094,0.183406,0.228536,0.375964,0.0737163,0.680891,0.147822,0.0975711
22,14,1453.01,14,1453.01,3,1,33,249.695,0.175751,0.151974,0.189378,0.482898,0.0543807,0.764573,0.109064,0.0719825
23,14,1453.01,14,1453.01,2,1,0,249.571,0.139573,0.120687,0.150397,0.589344,0.0391309,0.830579,0.0784901,0.0517995
24,14,1421.86,14,1421.86,3,1,33,249.446,0.141684,0.122509,0.137375,0.598432,0.0482931,0.790894,0.0968815,0.0639317
25,14,1421.86,14,1421.86,3,1,0,249.321,0.107861,0.0932602,0.104579,0.6943,0.0345013,0.850599,0.0692233,0.0456763
26,14,1417.49,14,1417.49,0,1,33,249.196,0.12746,0.110203,0.123582,0.638755,0.0429277,0.814095,0.0861419,0.0568352
27,14,1417.49,14,1417.49,0,1,13,249.072,0.20672,0.100166,0.112329,0.580785,0.0304853,0.867968,0.0611827,0.0403641
28,14,1417.49,14,1417.49,1,1,0,248.947,0.226892,0.097594,0.109447,0.566068,0.0305871,0.867516,0.0613954,0.0405011
29,14,1400.01,14,1400.01,3,1,33,248.823,0.228383,0.0915762,0.11015,0.569891,0.0383357,0.833941,0.0769594,0.0507641
30,14,1400.01,14,1400.01,3,1,0,248.698,0.176232,0.0706522,0.0849852,0.66813,0.0270916,0.882637,0.0543943,0.0358767
31,14,1400.01,14,1400.01,3,1,0,248.574,0.207312,0.0830968,0.0999581,0.609633,0.0341876,0.851885,0.0686512,0.0452762
32,14,1400.01,14,1400.01,3,0,0,248.45,0.23951,0.0959853,0.115466,0.549039,0.0425686,0.81556,0.0854928,0.0563788
33,14,1367.52,14,1367.52,3,1,33,248.326,0.271856,0.108928,0.131041,0.488175,0.0440838,0.814328,0.0853251,0.0562635
34,14,1359.68,14,1359.68,0,1,33,248.201,0.216001,0.0865324,0.104102,0.593364,0.0312921,0.868194,0.0605746,0.0399396
35,14,1357.14,14,1357.14,3,1,33,248.077,0.316138,0.0754577,0.0907823,0.517622,0.021952,0.907528,0.0424999,0.0280198
36,14,1357.14,14,1357.14,2,1,0,247.953,0.2494,0.0595112,0.0716,0.619488,0.0153057,0.935521,0.0296363,0.0195374
37,14,1357.14,14,1372.22,3,1,9,247.829,0.250094,0.0596597,0.0689211,0.621325,0.0198661,0.916303,0.0384716,0.0253598
38,14,1357.14,14,1357.49,0,1,13,247.705,0.261856,0.0624476,0.0721439,0.603552,0.0216579,0.908747,0.041947,0.0276484
39,14,1352.08,14,1352.08,0,1,33,247.582,0.279699,0.0609154,0.0703757,0.58901,0.0218978,0.907729,0.0424172,0.027956
40,14,1351.16,14,1351.16,3,1,33,247.458,0.386661,0.0518502,0.0599045,0.501584,0.0152623,0.935684,0.0295679,0.0194857
41,14,1351.16,14,1352.14,3,1,9,247.334,0.308245,0.0413182,0.0477378,0.602699,0.0106166,0.955258,0.0205704,0.0135551
42,14,1351.16,14,1352.14,3,1,0,247.21,0.323571,0.0433552,0.0500928,0.582981,0.011766,0.95041,0.0228005,0.0150234
43,13,1324.8,13,1324.8,0,1,33,247.087,0.373764,0.0500604,0.0578416,0.518334,0.0154274,0.934974,0.0298995,0.0196993
44,13,1324.8,13,1324.8,3,1,0,246.963,0.481453,0.0414357,0.0478777,0.429233,0.0107287,0.954775,0.0207958,0.0137002
45,13,1320.19,13,1320.19,0,1,33,246.84,0.531506,0.045721,0.0528308,0.369942,0.0141139,0.940501,0.0273612,0.0180239
46,13,1316.3,13,1316.3,3,1,33,246.716,0.630271,0.0360704,0.0416807,0.291978,0.00981355,0.958627,0.019027,0.0125328
47,13,1316.3,13,1316.3,3,1,0,246.593,0.535103,0.0306064,0.0353679,0.398923,0.0068331,0.97119,0.0132501,0.00872696
48,13,1316.3,13,1316.3,3,1,0,246.47,0.584511,0.0334133,0.0386125,0.343464,0.00912021,0.961544,0.0176874,0.0116485
49,13,1296.58,13,1296.58,0,1,33,246.346,0.62601,0.0357651,0.0413314,0.296894,0.012065,0.949123,0.0234016,0.0154105
50,13,1296.58,13,1299.8,0,1,9,246.223,0.713936,0.0273473,0.0316045,0.227112,0.00838912,0.964621,0.0162739,0.0107158
