iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,13,1657.21,13,1657.21,0,2,33,261.56,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,11,1454.1,11,1454.1,0,2,33,261.429,0.345581,0.21814,0.21814,0.21814,0.21814,0.21814,0.345581,0.21814
2,0,9,1376.9,9,1376.9,0,1,33,261.298,0.453275,0.182242,0.182242,0.182242,0.182242,0.182242,0.453275,0.182242
3,0,9,1335.94,9,1335.94,2,2,33,261.168,0.563354,0.145549,0.145549,0.145549,0.161498,0.275249,0.401754,0.161498
4,0,9,1241.47,9,1241.47,2,2,33,261.037,0.506919,0.130933,0.231215,0.130933,0.131994,0.224987,0.511026,0.131994
5,0,8,1200.47,8,1200.47,2,3,33,260.907,0.43911,0.113388,0.334115,0.113388,0.103326,0.176141,0.617208,0.103326
6,0,8,1197.26,8,1197.26,0,3,33,260.776,0.367308,0.0948212,0.44305,0.0948212,0.0951558,0.162231,0.568609,0.174005
7,0,7,1175.29,7,1175.29,1,2,33,260.646,0.476225,0.0784809,0.366813,0.0784809,0.08452,0.144113,0.505234,0.266132
8,0,7,1150.21,7,1150.21,2,2,33,260.515,0.447101,0.134882,0.344362,0.0736548,0.0666616,0.113675,0.609714,0.209949
9,0,7,1150.21,7,1150.21,0,2,9,260.385,0.373803,0.112742,0.451897,0.0615575,0.0506731,0.08642,0.703277,0.15963
10,0,7,1150.21,7,1150.21,2,2,9,260.255,0.364282,0.114435,0.458809,0.0624741,0.0532782,0.0908725,0.687974,0.167875
11,0,7,1150.21,7,1150.21,2,2,9,260.125,0.374282,0.117549,0.444003,0.0641664,0.0559008,0.095356,0.672564,0.176179
12,0,7,1150.21,7,1150.21,2,2,9,259.995,0.384023,0.12058,0.429583,0.0658133,0.0585341,0.0998584,0.657087,0.184521
13,0,6,1294.51,6,1294.51,1,2,33,259.865,0.393498,0.123526,0.415562,0.0674133,0.061171,0.104368,0.641583,0.192878
14,0,6,1257.3,6,1257.3,2,2,33,259.735,0.361105,0.195696,0.381357,0.0618419,0.0459995,0.0784914,0.730435,0.145074
15,0,6,1239.54,6,1239.54,2,2,33,259.605,0.30044,0.1628,0.485325,0.0514345,0.0336615,0.0574446,0.802707,0.106187
16,0,5,1205.69,5,1205.69,0,2,33,259.475,0.240193,0.130138,0.588563,0.0411058,0.0241609,0.0412359,0.858369,0.0762341
17,0,5,1196.09,5,1196.09,2,2,33,259.345,0.342145,0.112651,0.50963,0.0355741,0.0171289,0.0292372,0.899575,0.0540585
18,0,5,1139.99,5,1139.99,2,2,33,259.216,0.272172,0.0895927,0.609949,0.028286,0.0120617,0.0205902,0.929273,0.0380752
19,0,5,1139.99,5,1159.94,2,2,9,259.086,0.2093,0.0688814,0.700076,0.0217421,0.00847151,0.0144631,0.950317,0.0267483
20,0,5,1139.99,5,1142.71,0,2,13,258.957,0.222619,0.0732482,0.681018,0.0231151,0.00943381,0.0161077,0.944665,0.0297936
21,0,5,1139.99,5,1145.62,2,2,9,258.827,0.24118,0.0714718,0.664799,0.0225493,0.0097136,0.0165872,0.943015,0.0306842
22,0,5,1139.99,5,1149.65,0,2,9,258.698,0.255426,0.0756749,0.64503,0.0238699,0.0107787,0.018408,0.936757,0.0340566
23,0,5,1139.99,5,1149.65,0,2,0,258.568,0.256663,0.0755217,0.643999,0.0238161,0.0119276,0.0203722,0.930005,0.0376952
24,0,5,1139.99,5,1144.83,0,2,13,258.439,0.224712,0.0787392,0.671724,0.024825,0.0155343,0.0265353,0.908825,0.049105
25,0,5,1139.99,5,1144.83,2,2,0,258.31,0.243291,0.0768242,0.655669,0.0242156,0.0158228,0.0270311,0.907118,0.0500286
26,0,5,1139.99,5,1142.83,2,2,13,258.181,0.287437,0.0907433,0.593223,0.0285965,0.0203472,0.034764,0.88054,0.0643485
27,0,4,1162.67,4,1162.67,1,2,33,258.052,0.287479,0.0907356,0.593198,0.0285874,0.0206042,0.0352069,0.879013,0.0651763
28,0,4,1162.67,4,1162.67,0,2,0,257.923,0.267936,0.15248,0.552952,0.0266317,0.0145404,0.0248483,0.914605,0.0460058
29,0,4,1162.67,4,1162.67,2,2,9,257.794,0.232444,0.159843,0.579804,0.0279081,0.0187751,0.0320883,0.889719,0.0594178
30,0,4,1159.51,4,1159.51,2,2,33,257.665,0.243381,0.167351,0.560059,0.0292088,0.0204489,0.0349528,0.879869,0.0647298
