iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,14,1599.6,14,1599.6,2,0,33,261.56,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,13,1412.19,13,1412.19,2,0,33,261.429,0.21814,0.21814,0.345581,0.21814,0.345581,0.21814,0.21814,0.21814
2,0,13,1383.44,13,1383.44,3,0,33,261.298,0.182242,0.182242,0.453275,0.182242,0.453275,0.182242,0.182242,0.182242
3,0,11,1361.29,11,1361.29,1,0,33,261.168,0.161498,0.161498,0.401754,0.275249,0.563354,0.145549,0.145549,0.145549
4,0,11,1333.8,11,1333.8,3,0,33,261.037,0.144987,0.247134,0.360745,0.247134,0.6656,0.111467,0.111467,0.111467
5,0,11,1319.39,11,1319.39,3,0,33,260.907,0.125812,0.214473,0.313092,0.346624,0.752766,0.0824112,0.0824112,0.0824112
6,0,11,1276.34,11,1276.34,2,0,33,260.776,0.105554,0.179958,0.262726,0.451762,0.822031,0.0593231,0.0593231,0.0593231
7,0,10,1213.23,10,1213.23,0,2,33,260.646,0.0906392,0.154547,0.366771,0.388042,0.874215,0.0419284,0.0419284,0.0419284
8,0,10,1186.26,10,1186.26,2,2,33,260.515,0.150714,0.144316,0.34255,0.36242,0.838397,0.0401861,0.0812309,0.0401861
9,0,10,1177.35,10,1177.35,3,0,33,260.385,0.126855,0.121468,0.446577,0.3051,0.7823,0.0374745,0.142751,0.0374745
10,0,10,1177.35,10,1177.35,3,0,9,260.255,0.107549,0.102981,0.378707,0.410763,0.842864,0.0270445,0.103047,0.0270445
11,0,10,1174.53,10,1174.53,3,1,33,260.125,0.110092,0.105416,0.387761,0.396731,0.830807,0.0291144,0.110964,0.0291144
12,0,10,1174.53,10,1180.98,3,0,9,259.995,0.091008,0.0871414,0.320625,0.501226,0.805709,0.0585065,0.107568,0.0282159
13,0,10,1174.53,10,1177,3,0,13,259.865,0.0939823,0.0899886,0.331187,0.484842,0.791789,0.0626954,0.115284,0.0302317
14,0,10,1174.53,10,1177,2,0,9,259.735,0.09324,0.089277,0.328654,0.488829,0.791014,0.0629257,0.115722,0.0303383
15,0,10,1174.53,10,1204.98,3,3,9,259.605,0.0939815,0.0899862,0.323153,0.49288,0.776645,0.0672493,0.123688,0.0324181
16,0,10,1174.53,10,1203.65,3,3,13,259.475,0.0969563,0.0928337,0.333464,0.476746,0.77014,0.0666534,0.122607,0.0405996
17,0,10,1172.23,10,1172.23,2,0,33,259.345,0.0961578,0.0920684,0.3308,0.480974,0.759804,0.0657267,0.120917,0.053552
18,0,10,1172.23,10,1191.97,3,0,9,259.216,0.0807335,0.0772993,0.438014,0.403953,0.824934,0.0479023,0.0881362,0.0390276
19,0,9,1207.85,9,1207.85,3,0,33,259.086,0.082571,0.079058,0.448135,0.390236,0.811386,0.0516066,0.0949634,0.0420439
20,0,6,1317.21,6,1317.21,1,0,33,258.957,0.0682315,0.065328,0.370436,0.496004,0.864322,0.0371208,0.0683159,0.0302411
21,0,6,1317.21,6,1317.21,3,0,0,258.827,0.0646352,0.114286,0.35103,0.470048,0.903488,0.0264038,0.0485986,0.0215094
22,0,6,1310.49,6,1310.49,3,0,33,258.698,0.0721764,0.127635,0.392119,0.40807,0.875565,0.0340413,0.0626637,0.02773
23,0,6,1310.49,6,1310.49,3,0,0,258.568,0.0596099,0.105425,0.323957,0.511008,0.911672,0.0241622,0.0444836,0.0196817
24,0,6,1310.49,6,1336.9,3,3,9,258.439,0.0673508,0.119128,0.36615,0.447371,0.885613,0.0312891,0.0576115,0.025486
25,0,5,1474.31,5,1474.31,1,0,33,258.31,0.069417,0.122797,0.377511,0.430275,0.879221,0.0310425,0.0571644,0.0325724
26,0,5,1474.31,5,1486.76,3,0,9,258.181,0.063792,0.193617,0.347038,0.395553,0.914242,0.0220401,0.0405915,0.0231265
27,0,5,1399.87,5,1399.87,2,0,33,258.052,0.0654801,0.198784,0.356342,0.379394,0.905338,0.024327,0.0448088,0.0255264
28,0,5,1399.87,5,1551.19,1,0,9,257.923,0.0551406,0.167433,0.457827,0.319599,0.933034,0.0172083,0.0317006,0.018057
29,0,5,1399.87,5,1487.11,3,0,13,257.794,0.0548744,0.171148,0.45581,0.318168,0.925557,0.0191285,0.0352421,0.020072
30,0,5,1399.87,5,1471.72,1,0,13,257.665,0.0541103,0.168803,0.449653,0.327433,0.923382,0.0196863,0.0362743,0.0206575
31,0,5,1399.87,5,1431.68,3,0,13,257.536,0.0531051,0.183943,0.441487,0.321466,0.921193,0.0202474,0.0373127,0.0212465
32,0,5,1399.87,5,1431.68,2,0,0,257.407,0.052431,0.181653,0.436068,0.329848,0.918993,0.0208114,0.0383567,0.0218385
33,0,5,1399.87,5,1431.68,2,0,0,257.278,0.0581239,0.201427,0.374653,0.365796,0.894514,0.0270987,0.0499507,0.0284364
34,0,5,1399.87,5,1484.49,1,0,9,257.15,0.0633606,0.219629,0.31811,0.3989,0.864406,0.0348311,0.0642117,0.0365509
35,0,5,1339.25,5,1339.25,2,0,33,257.021,0.0634643,0.218102,0.318733,0.3997,0.852447,0.0379009,0.0698794,0.0397726
36,0,5,1331.58,5,1331.58,0,0,33,256.893,0.0539978,0.185615,0.420182,0.340205,0.894814,0.0270169,0.0498182,0.0283514
37,0,5,1316.37,5,1316.37,2,0,33,256.764,0.0955494,0.177442,0.401745,0.325264,0.92555,0.0191211,0.035263,0.0200658
38,0,5,1316.37,5,1412.19,1,0,9,256.636,0.0793335,0.147346,0.503192,0.270129,0.94746,0.013493,0.0248868,0.0141598
39,0,5,1316.37,5,1468,1,0,9,256.508,0.0788165,0.152652,0.500097,0.268434,0.941207,0.0150981,0.0278506,0.0158443
40,0,5,1316.37,5,1429.68,2,0,13,256.379,0.0783368,0.157561,0.497237,0.266866,0.934405,0.0168438,0.0310747,0.0176765
41,0,5,1316.37,5,1415.63,2,0,13,256.251,0.0783319,0.157573,0.49718,0.266915,0.932305,0.0173821,0.0320717,0.0182416
42,0,5,1316.37,5,1363.07,2,0,13,256.123,0.0783268,0.157585,0.497125,0.266963,0.930186,0.017925,0.0330774,0.0188115
43,0,5,1296.07,5,1296.07,2,0,33,255.995,0.0783214,0.157596,0.497073,0.267009,0.928051,0.0184722,0.0340913,0.0193859
44,0,5,1296.07,5,1296.07,3,0,0,255.867,0.0627995,0.126381,0.596674,0.214145,0.949256,0.0130272,0.0240453,0.0136717
45,0,5,1285.47,5,1285.47,2,0,33,255.739,0.0649321,0.130691,0.617215,0.187162,0.932604,0.017301,0.0319377,0.0181571
46,0,5,1273.15,5,1273.15,2,0,33,255.611,0.0499611,0.100573,0.705427,0.14404,0.952481,0.0121977,0.0225198,0.0128015
47,0,5,1271.57,5,1271.57,2,0,33,255.483,0.0374416,0.0753813,0.779208,0.107969,0.966471,0.00860612,0.0158908,0.00903218
48,0,5,1271.57,5,1292.28,2,0,9,255.356,0.0275177,0.0554092,0.837705,0.0793683,0.97628,0.00608802,0.0112426,0.00638948
49,0,5,1271.57,5,1271.95,3,0,13,255.228,0.030193,0.0608047,0.821899,0.0871031,0.972931,0.00694714,0.0128307,0.00729121
