iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,5,1754.92,5,1754.92,1,1,33,262.707,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,5,1734.42,5,1734.42,0,3,33,262.576,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,5,1734.42,5,1734.42,1,1,0,262.444,0.31441,0.303045,0.191272,0.191272,0.191272,0.303045,0.191272,0.31441
3,0,5,1734.42,5,1738.99,3,3,9,262.313,0.333256,0.26131,0.202717,0.202717,0.202717,0.26131,0.202717,0.333256
4,0,5,1684.62,5,1684.62,3,0,33,262.182,0.331931,0.260258,0.201891,0.20592,0.204722,0.263907,0.204722,0.32665
5,0,5,1684.62,5,1742.44,1,3,9,262.051,0.292984,0.22971,0.178185,0.299122,0.297496,0.23312,0.180829,0.288555
6,0,5,1684.62,5,1726.4,2,3,13,261.92,0.293259,0.229002,0.178334,0.299404,0.299804,0.234917,0.182214,0.283065
7,0,5,1684.62,5,1726.4,2,3,0,261.789,0.287783,0.224714,0.193689,0.293814,0.295015,0.231153,0.179286,0.294545
8,0,4,1954.27,4,1954.27,1,1,33,261.658,0.296726,0.231687,0.16864,0.302947,0.312467,0.244815,0.189872,0.252846
9,0,4,1954.27,4,1954.27,0,0,0,261.527,0.259902,0.32705,0.147695,0.265352,0.271969,0.342719,0.165247,0.220066
10,0,4,1954.27,4,1954.27,1,2,0,261.396,0.224707,0.342619,0.154702,0.277972,0.23568,0.359823,0.173469,0.231028
11,0,4,1954.27,4,1954.27,1,3,0,261.266,0.240652,0.295971,0.165667,0.29771,0.241217,0.368307,0.154022,0.236454
12,0,4,1772.52,4,1772.52,0,2,33,261.135,0.25496,0.254115,0.175503,0.315423,0.250511,0.38253,0.159942,0.207017
13,0,4,1772.52,4,1772.52,3,1,0,261.004,0.354292,0.220235,0.152093,0.273381,0.225112,0.343775,0.245092,0.186021
14,0,4,1711.77,4,1711.77,0,0,33,260.874,0.371924,0.231174,0.159635,0.237267,0.241156,0.297007,0.262565,0.199272
15,0,4,1496.54,4,1496.54,2,3,33,260.743,0.480498,0.191214,0.132032,0.196256,0.337502,0.259306,0.22923,0.173963
16,0,4,1496.54,4,1677.72,0,1,9,260.613,0.436651,0.173733,0.211301,0.178315,0.30234,0.232278,0.205332,0.26005
17,0,4,1496.54,4,1648.74,0,3,13,260.483,0.425763,0.177088,0.21539,0.181759,0.303001,0.230623,0.205765,0.260611
18,0,4,1496.54,4,1560.92,0,1,13,260.353,0.434776,0.174306,0.212014,0.178904,0.29823,0.22698,0.202509,0.272281
19,0,4,1496.54,4,1543.79,0,0,13,260.222,0.443655,0.171565,0.208688,0.176092,0.293274,0.239846,0.199129,0.267751
20,0,4,1496.54,4,1543.79,0,1,0,260.092,0.452396,0.168867,0.205414,0.173323,0.302622,0.236674,0.196488,0.264216
21,0,4,1441.64,4,1441.64,0,1,33,259.962,0.397131,0.185906,0.22615,0.190813,0.315733,0.203629,0.204983,0.275655
22,0,4,1441.64,4,1441.64,0,2,9,259.832,0.50587,0.152372,0.185364,0.156394,0.279779,0.294337,0.181625,0.244259
23,0,4,1441.64,4,1484.27,0,1,9,259.702,0.493386,0.156219,0.190051,0.160344,0.27924,0.293773,0.183207,0.243781
24,0,4,1441.64,4,1484.27,0,3,0,259.572,0.481156,0.159987,0.194644,0.164213,0.282306,0.28604,0.185203,0.246451
25,0,4,1441.64,4,1484.27,2,0,0,259.443,0.424506,0.177453,0.215901,0.182141,0.295692,0.299604,0.193969,0.210735
26,0,4,1441.64,4,1484.27,2,0,0,259.313,0.438287,0.183182,0.190509,0.188022,0.252684,0.317913,0.205804,0.223598
27,0,4,1441.64,4,1484.27,1,0,0,259.183,0.449613,0.187883,0.169656,0.192848,0.217681,0.332819,0.215435,0.234065
28,0,4,1350.37,4,1350.37,0,2,33,259.054,0.460769,0.167801,0.173831,0.197599,0.189279,0.344918,0.223247,0.242556
29,0,4,1345.39,4,1345.39,0,2,33,258.924,0.570057,0.13379,0.138599,0.157554,0.165887,0.302327,0.319196,0.21259
30,0,4,1345.39,4,1345.39,0,1,0,258.795,0.671021,0.10237,0.106051,0.120558,0.140705,0.256464,0.422504,0.180327
31,0,4,1334.05,4,1334.05,0,0,33,258.665,0.615617,0.119609,0.12391,0.140864,0.146829,0.223996,0.44099,0.188185
32,0,4,1334.05,4,1334.05,0,3,0,258.536,0.71057,0.0900611,0.0933007,0.106069,0.229054,0.202396,0.398518,0.170032
33,0,4,1334.05,4,1363.76,2,0,9,258.407,0.657591,0.106545,0.110378,0.125486,0.234353,0.207073,0.407784,0.15079
34,0,4,1334.05,4,1383.78,2,2,9,258.278,0.648654,0.105058,0.122548,0.12374,0.235872,0.20665,0.407006,0.150473
