iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,19,1532.64,19,1532.64,0,2,33,269.884,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,15,1234.22,15,1234.22,0,0,33,269.749,0.345581,0.21814,0.21814,0.21814,0.21814,0.21814,0.345581,0.21814
2,15,1126.96,15,1126.96,0,2,33,269.614,0.453275,0.182242,0.182242,0.182242,0.31441,0.191272,0.303045,0.191272
3,13,1052.52,13,1052.52,0,2,33,269.479,0.563354,0.145549,0.145549,0.145549,0.267789,0.162894,0.406423,0.162894
4,13,1025.96,13,1025.96,0,2,33,269.345,0.6656,0.111467,0.111467,0.111467,0.218431,0.132857,0.515855,0.132857
5,13,1022.04,13,1022.04,0,2,33,269.21,0.752766,0.0824112,0.0824112,0.0824112,0.170663,0.103792,0.621752,0.103792
6,12,1002.59,12,1002.59,0,2,33,269.075,0.822031,0.0593231,0.0593231,0.0593231,0.12839,0.0780754,0.715459,0.0780754
7,12,1002.59,12,1002.59,1,2,0,268.941,0.874215,0.0419284,0.0419284,0.0419284,0.0937282,0.0569915,0.792289,0.0569915
8,12,1002.59,12,1002.59,0,3,0,268.806,0.872686,0.0436552,0.0418296,0.0418296,0.113863,0.0692276,0.747682,0.0692276
9,12,1002.59,12,1002.59,2,2,0,268.672,0.840826,0.0545799,0.052297,0.052297,0.11391,0.0692496,0.748276,0.0685636
10,12,1002.59,12,1019.91,0,2,9,268.538,0.839931,0.0544919,0.0533651,0.0522123,0.136281,0.0828413,0.698857,0.0820204
11,11,980.945,11,980.945,2,2,33,268.403,0.829579,0.058016,0.0568162,0.0555885,0.142297,0.0864895,0.685581,0.0856324
12,11,980.945,11,980.945,0,1,0,268.269,0.786574,0.0549792,0.105768,0.0526783,0.104797,0.0636902,0.768454,0.0630589
13,11,979.404,11,979.404,0,2,33,268.135,0.740826,0.0667599,0.128449,0.0639655,0.104775,0.0635905,0.768596,0.063039
14,11,899.039,11,899.039,0,2,33,268.001,0.811987,0.0484266,0.0931869,0.0463991,0.0752862,0.0456887,0.833733,0.0452923
15,11,899.039,11,899.039,0,3,0,267.867,0.866181,0.0344658,0.0663309,0.0330225,0.0532144,0.0322908,0.882484,0.0320106
16,11,899.039,11,899.039,0,2,13,267.733,0.832325,0.0431829,0.0831182,0.0413742,0.0530745,0.0322027,0.880658,0.0340653
17,11,899.039,11,902.37,0,2,9,267.599,0.832421,0.0431554,0.0830761,0.0413475,0.0533274,0.0323529,0.880095,0.0342246
18,11,899.039,11,902.37,0,2,9,267.465,0.821021,0.0460882,0.0887335,0.0441571,0.0574761,0.0348664,0.870774,0.0368839
19,11,899.039,11,900.777,2,2,13,267.332,0.809267,0.049112,0.0945677,0.0470538,0.0618066,0.0374896,0.861044,0.0396594
20,10,828.937,10,828.937,0,2,33,267.198,0.79112,0.0479838,0.114923,0.0459725,0.0619083,0.0375476,0.860823,0.0397211
