iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,10,1603.46,10,1603.46,2,1,33,285.812,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,8,1457.87,8,1457.87,1,1,33,285.67,0.21814,0.21814,0.345581,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,8,1418.55,8,1418.55,2,1,33,285.527,0.191272,0.31441,0.303045,0.191272,0.182242,0.453275,0.182242,0.182242
3,0,8,1418.55,8,1436.97,2,3,9,285.384,0.162894,0.267789,0.406423,0.162894,0.145549,0.563354,0.145549,0.145549
4,0,8,1415.83,8,1415.83,2,1,33,285.241,0.165404,0.271942,0.397249,0.165404,0.143598,0.555953,0.143598,0.156851
5,0,7,1387.46,7,1387.46,1,1,33,285.099,0.13541,0.22265,0.50653,0.13541,0.110306,0.658901,0.110306,0.120488
6,0,6,1470.95,6,1470.95,1,1,33,284.956,0.117679,0.324321,0.440321,0.117679,0.0817619,0.747165,0.0817619,0.0893109
7,0,5,1450.89,5,1450.89,2,1,33,284.814,0.0987127,0.433123,0.369452,0.0987127,0.0589746,0.81763,0.0589746,0.0644208
8,0,5,1429.78,5,1429.78,2,1,33,284.671,0.0816792,0.35849,0.478151,0.0816792,0.0417446,0.87091,0.0417446,0.0456004
9,0,5,1418.16,5,1418.16,3,1,33,284.529,0.065138,0.285976,0.583748,0.065138,0.0292083,0.909677,0.0292083,0.0319068
10,0,5,1359.19,5,1359.19,2,1,33,284.387,0.0615502,0.270304,0.551837,0.116309,0.0203161,0.937174,0.0203161,0.0221934
11,0,5,1359.19,5,1359.19,2,1,0,284.244,0.0478581,0.210236,0.651459,0.0904467,0.0141055,0.95638,0.0141055,0.0154092
12,0,5,1359.19,5,1651.32,1,1,9,284.102,0.0559834,0.246002,0.592198,0.105816,0.0184733,0.942872,0.0184733,0.020181
13,0,5,1359.19,5,1552.55,3,1,13,283.96,0.0556774,0.249832,0.58924,0.105251,0.0202549,0.937362,0.0202549,0.0221278
14,0,5,1359.19,5,1473.6,2,1,13,283.818,0.05449,0.244577,0.576946,0.123987,0.0205564,0.93643,0.0205564,0.0224576
15,0,5,1359.19,5,1432.63,2,1,13,283.676,0.0540627,0.242732,0.580171,0.123035,0.0208558,0.935503,0.0208558,0.0227851
16,0,4,1827.47,4,1827.47,1,1,33,283.534,0.0536443,0.240926,0.583327,0.122103,0.021153,0.934584,0.021153,0.0231101
17,0,4,1623.24,4,1623.24,0,1,33,283.393,0.0463403,0.34402,0.504144,0.105495,0.0146792,0.954604,0.0146792,0.0160377
18,0,4,1623.24,4,1804.3,1,1,9,283.251,0.0853279,0.329951,0.483564,0.101157,0.0101948,0.968472,0.0101948,0.0111384
19,0,4,1623.24,4,1804.3,2,1,0,283.109,0.0861346,0.323444,0.488305,0.102117,0.0113415,0.964926,0.0113415,0.0123915
20,0,4,1623.24,4,1804.3,2,1,0,282.968,0.0964819,0.362395,0.426736,0.114388,0.0149632,0.953725,0.0149632,0.0163488
21,0,4,1623.24,4,1804.3,1,1,0,282.826,0.106266,0.399252,0.368489,0.125993,0.0195639,0.939496,0.0195639,0.0213759
22,0,4,1623.24,4,1664.56,2,1,13,282.685,0.116156,0.343237,0.402884,0.137723,0.0253321,0.921657,0.0253321,0.0276788
23,0,4,1413.82,4,1413.82,2,1,33,282.544,0.115088,0.340155,0.408295,0.136461,0.0255877,0.920866,0.0255877,0.0279587
24,0,4,1413.82,4,1413.82,2,1,0,282.402,0.0946664,0.279856,0.513226,0.112251,0.0177577,0.945081,0.0177577,0.0194034
25,0,4,1413.82,4,1413.82,1,1,0,282.261,0.106664,0.315393,0.451462,0.126481,0.0230799,0.928621,0.0230799,0.0252193
26,0,4,1413.82,4,1413.82,2,1,0,282.12,0.113329,0.272473,0.47981,0.134389,0.0296928,0.908169,0.0296928,0.0324458
27,0,4,1413.82,4,1413.82,2,1,0,281.979,0.126392,0.303935,0.419788,0.149885,0.0377806,0.883155,0.0377806,0.0412842
28,0,4,1413.82,4,1458.7,2,1,9,281.838,0.138716,0.333629,0.36315,0.164505,0.047499,0.853097,0.047499,0.0519048
29,0,4,1372.18,4,1372.18,0,1,33,281.697,0.14132,0.339951,0.35113,0.167599,0.0507181,0.84314,0.0507181,0.0554234
30,0,4,1365.62,4,1365.62,0,1,33,281.556,0.217208,0.309915,0.320108,0.152769,0.0356255,0.889818,0.0356255,0.0389314
31,0,4,1337.51,4,1337.51,0,1,33,281.415,0.307528,0.274163,0.283182,0.135127,0.0248005,0.923297,0.0248005,0.0271023
32,0,4,1337.51,4,1337.51,2,1,0,281.275,0.405728,0.23529,0.243031,0.115951,0.0171963,0.946815,0.0171963,0.0187927
33,0,4,1337.51,4,1337.51,3,3,0,281.134,0.423717,0.245695,0.209526,0.121062,0.0223833,0.930772,0.0223833,0.0244616
34,0,4,1337.51,4,1337.51,2,1,0,280.993,0.429524,0.249035,0.212367,0.109074,0.0223175,0.92873,0.0223175,0.0266346
35,0,4,1337.51,4,1502.59,2,1,9,280.853,0.44452,0.257702,0.184927,0.112851,0.0287398,0.90822,0.0287398,0.0343004
36,0,4,1337.51,4,1389.91,0,1,13,280.713,0.442407,0.256449,0.188861,0.112284,0.0311356,0.900568,0.0311356,0.0371611
37,0,4,1337.51,4,1346.19,0,1,13,280.572,0.447102,0.254303,0.187269,0.111326,0.0313096,0.900011,0.0313096,0.03737
38,0,4,1271.4,4,1271.4,3,1,33,280.432,0.451716,0.252195,0.185705,0.110385,0.0314805,0.899464,0.0314805,0.0375754
39,0,4,1252.18,4,1252.18,0,1,33,280.292,0.417032,0.232803,0.171416,0.178749,0.0218821,0.930116,0.0218821,0.0261195
40,0,4,1191.34,4,1191.34,0,1,33,280.152,0.521614,0.191046,0.140661,0.146679,0.0151656,0.951566,0.0151656,0.0181031
41,0,4,1180.82,4,1180.82,0,1,33,280.011,0.622396,0.150803,0.111025,0.115776,0.010514,0.966421,0.010514,0.0125509
42,0,4,1157.21,4,1157.21,3,1,33,279.871,0.711946,0.115044,0.0846924,0.0883178,0.00730745,0.976662,0.00730745,0.00872347
43,0,4,1151.76,4,1151.76,0,1,33,279.732,0.66329,0.107142,0.0788708,0.150697,0.00509909,0.983714,0.00509909,0.00608739
44,0,4,1151.76,4,1151.76,1,1,0,279.592,0.745586,0.0809542,0.0595892,0.113871,0.00357564,0.98858,0.00357564,0.00426882
45,0,4,1151.76,4,1151.76,0,1,9,279.452,0.748904,0.0769375,0.0598241,0.114334,0.00487004,0.984446,0.00487004,0.00581435
46,0,4,1142.06,4,1142.06,0,1,33,279.312,0.730637,0.0825327,0.0641715,0.122659,0.00550882,0.982405,0.00550882,0.00657723
47,0,4,1142.06,4,1142.06,3,1,0,279.173,0.800487,0.0611292,0.0475273,0.0908566,0.00385749,0.987679,0.00385749,0.0046058
48,0,4,1141.44,4,1141.44,0,1,33,279.033,0.805195,0.0614571,0.0477798,0.0855678,0.00524496,0.983247,0.00524496,0.00626265
49,0,4,1141.36,4,1141.36,0,1,33,278.893,0.858512,0.0446359,0.0347004,0.0621514,0.0036747,0.988263,0.0036747,0.00438786
50,0,4,1140.99,4,1140.99,0,1,33,278.754,0.898382,0.0320574,0.0249205,0.04464,0.00258867,0.991731,0.00258867,0.00309117
51,0,4,1139.39,4,1139.39,0,1,33,278.615,0.927465,0.0228821,0.017787,0.0318654,0.00183428,0.994141,0.00183428,0.00219043
52,0,4,1139.39,4,1139.39,1,1,0,278.475,0.948348,0.0162941,0.0126653,0.0226926,0.00130762,0.995823,0.00130762,0.00156156
53,0,4,1139.39,4,1139.39,1,1,0,278.336,0.946878,0.0178464,0.0126348,0.0226406,0.00182229,0.994179,0.00182229,0.00217625
54,0,4,1137.71,4,1137.71,0,1,33,278.197,0.94544,0.0193662,0.0126047,0.0225893,0.0025214,0.991946,0.0025214,0.00301128
55,0,4,1136.91,4,1136.91,0,1,33,278.058,0.961104,0.0138063,0.00898516,0.0161045,0.00178678,0.994292,0.00178678,0.002134
