iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,15,1147.11,15,1147.11,2,1,33,287.451,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,14,1076.86,14,1076.86,0,1,33,287.308,0.21814,0.21814,0.345581,0.21814,0.21814,0.345581,0.21814,0.21814
2,14,1070.33,14,1070.33,3,2,33,287.164,0.31441,0.191272,0.303045,0.191272,0.182242,0.453275,0.182242,0.182242
3,13,1039.22,13,1039.22,3,2,33,287.02,0.279713,0.170148,0.269601,0.280538,0.161498,0.401754,0.275249,0.161498
4,11,1187.62,11,1187.62,1,1,33,286.877,0.24122,0.146718,0.232498,0.379564,0.138071,0.343537,0.380322,0.138071
5,11,980.412,11,980.412,2,2,33,286.733,0.21846,0.227198,0.210559,0.343782,0.115481,0.450874,0.318163,0.115481
6,11,980.412,11,980.412,1,2,0,286.59,0.192754,0.200465,0.303426,0.303356,0.0970275,0.378927,0.427018,0.0970275
7,11,949.691,11,949.691,3,1,33,286.447,0.19925,0.17346,0.313681,0.313609,0.106332,0.415379,0.371956,0.106332
8,11,941.885,11,941.885,3,1,33,286.304,0.169684,0.147717,0.267159,0.415441,0.0867553,0.522939,0.30355,0.0867553
9,11,941.156,11,941.156,0,2,33,286.16,0.138491,0.120559,0.218068,0.522882,0.067925,0.626426,0.237724,0.067925
10,11,934.484,11,934.484,2,1,33,286.017,0.219123,0.109253,0.19764,0.473984,0.0585622,0.540319,0.342557,0.0585622
11,11,909.579,11,909.579,3,1,33,285.874,0.193539,0.0964838,0.291267,0.41871,0.0457628,0.640693,0.267782,0.0457628
12,11,909.136,11,909.136,3,1,33,285.731,0.158435,0.0789723,0.238456,0.524137,0.0345721,0.728485,0.202371,0.0345721
13,11,909.136,11,909.136,3,3,13,285.588,0.124682,0.0621394,0.187671,0.625508,0.0254344,0.800196,0.148935,0.0254344
14,11,907.428,11,907.428,3,1,33,285.446,0.124127,0.0618542,0.186851,0.627168,0.0251634,0.792219,0.147401,0.0352165
15,11,906.374,11,906.374,0,1,33,285.303,0.0943108,0.0469899,0.14198,0.71672,0.0182142,0.849561,0.106732,0.0254928
16,11,906.338,11,906.338,3,1,33,285.16,0.159789,0.0435724,0.131683,0.664956,0.013015,0.892475,0.0762925,0.0182172
17,11,906.338,11,906.338,0,3,13,285.018,0.120398,0.0328226,0.099217,0.747562,0.00923192,0.92371,0.0541355,0.0129228
18,11,900.62,11,900.62,3,1,33,284.875,0.139936,0.0320757,0.0969808,0.731008,0.00916653,0.918013,0.0537711,0.0190499
19,10,862.227,10,862.227,0,1,33,284.733,0.103564,0.0237317,0.0717686,0.800936,0.00649307,0.941909,0.038102,0.0134959
