iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,29,2194.35,29,2194.35,0,0,33,352.419,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,24,1972.94,24,1972.94,0,2,33,352.243,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814,0.21814
2,0,24,1920.33,24,1920.33,0,2,33,352.067,0.453275,0.182242,0.182242,0.182242,0.303045,0.191272,0.31441,0.191272
3,0,23,1886.13,23,1886.13,0,1,33,351.891,0.563354,0.145549,0.145549,0.145549,0.257076,0.162243,0.418438,0.162243
4,0,21,1751.57,21,1751.57,2,2,33,351.715,0.6656,0.111467,0.111467,0.111467,0.23054,0.248696,0.375282,0.145482
5,0,21,1720,21,1720,0,0,33,351.539,0.609419,0.102022,0.186538,0.102022,0.19079,0.205819,0.483005,0.120387
6,0,21,1708.74,21,1708.74,2,2,33,351.363,0.704739,0.0771192,0.141022,0.0771192,0.285096,0.181817,0.426751,0.106336
7,0,21,1708.74,21,1708.74,0,1,0,351.188,0.634887,0.0694446,0.226224,0.0694446,0.231566,0.147666,0.534414,0.0863538
8,0,21,1690.79,21,1690.79,0,2,33,351.012,0.576629,0.0805135,0.262344,0.0805135,0.235111,0.134547,0.542684,0.0876581
9,0,21,1687,21,1687,0,0,33,350.836,0.674946,0.0618072,0.20144,0.0618072,0.182685,0.104534,0.644683,0.0680983
10,0,20,1768.46,20,1768.46,0,0,33,350.661,0.758427,0.0459271,0.149719,0.0459271,0.277609,0.0923671,0.569856,0.0601672
11,0,20,1683.95,20,1683.95,2,2,33,350.486,0.824828,0.0332983,0.108576,0.0332983,0.384985,0.0786157,0.485194,0.0512052
12,0,20,1683.95,20,1685.24,0,0,9,350.31,0.75736,0.030555,0.18153,0.030555,0.307894,0.0628533,0.588318,0.0409351
13,0,20,1679.86,20,1679.86,0,2,33,350.135,0.741612,0.0325294,0.193329,0.0325294,0.306051,0.062997,0.589927,0.0410252
14,0,20,1679.86,20,1690.97,0,2,9,349.96,0.810532,0.0238465,0.141775,0.0238465,0.235922,0.0485464,0.68392,0.0316119
15,0,20,1679.86,20,1801.03,0,0,9,349.785,0.796297,0.0256312,0.15244,0.0256312,0.249246,0.051272,0.666098,0.0333838
16,0,20,1679.86,20,1879.59,1,2,9,349.61,0.781586,0.027475,0.163464,0.027475,0.252675,0.0510148,0.663096,0.0332135
17,0,20,1679.86,20,1879.59,0,2,0,349.436,0.775664,0.034912,0.162175,0.0272486,0.266217,0.0537317,0.645072,0.0349794
18,0,20,1679.86,20,1855.74,0,2,13,349.261,0.725771,0.0426674,0.198262,0.0333,0.312149,0.0629821,0.583871,0.0409978
19,0,20,1679.86,20,1805.2,0,2,13,349.086,0.725559,0.0426912,0.198433,0.0333169,0.310845,0.0626989,0.585646,0.04081
20,0,19,1682.65,19,1682.65,2,2,33,348.912,0.725352,0.0427142,0.198601,0.0333332,0.309568,0.0624214,0.587385,0.0406259
21,0,19,1682.65,19,1682.65,2,0,0,348.737,0.637035,0.0374922,0.296216,0.0292566,0.238782,0.0481326,0.681762,0.0313236
22,0,18,1641.16,18,1641.16,0,2,33,348.563,0.670798,0.0394569,0.258957,0.0307882,0.211303,0.0498466,0.706414,0.0324362
23,0,18,1630.76,18,1630.76,2,2,33,348.389,0.752605,0.0296432,0.194622,0.0231294,0.156733,0.0369627,0.782254,0.0240503
24,0,18,1630.76,18,1630.76,0,2,0,348.214,0.66298,0.0260962,0.290563,0.0203608,0.113869,0.0268462,0.841819,0.0174664
25,0,18,1630.76,18,1632.41,0,2,9,348.04,0.600166,0.0309472,0.344742,0.0241445,0.143124,0.0337338,0.801197,0.0219456
26,0,18,1630.76,18,1632.41,2,2,0,347.866,0.579802,0.0325101,0.362326,0.0253626,0.153936,0.0362717,0.786197,0.0235946
27,0,18,1630.76,18,1675.13,2,2,9,347.692,0.623873,0.034961,0.313893,0.0272733,0.189247,0.0445791,0.737178,0.0289961
28,0,18,1630.76,18,1692.79,3,2,9,347.518,0.626662,0.0350971,0.310863,0.0273781,0.201284,0.0474008,0.720486,0.0308288
29,0,18,1630.76,18,1663.91,3,2,13,347.345,0.622301,0.0348328,0.308656,0.0342101,0.213529,0.0502699,0.703509,0.032692
30,0,18,1630.76,18,1663.91,0,3,0,347.171,0.615334,0.0344229,0.305158,0.0450851,0.213654,0.0502847,0.703362,0.0326988
31,0,18,1630.76,18,1663.91,1,2,0,346.997,0.551348,0.0401347,0.355948,0.052569,0.213308,0.0501888,0.702391,0.0341114
32,0,18,1630.76,18,1645.36,0,2,13,346.824,0.551315,0.0402478,0.355896,0.0525411,0.254593,0.0598852,0.644823,0.0406985
33,0,18,1630.76,18,1631.56,0,2,13,346.651,0.5521,0.0401632,0.355303,0.0524336,0.253874,0.0596989,0.645858,0.0405687
34,0,18,1630.76,18,1738.3,1,3,9,346.477,0.55287,0.0400801,0.354722,0.0523278,0.25317,0.059516,0.646873,0.0404414
35,0,18,1630.76,18,1736.34,2,2,13,346.304,0.548453,0.0478051,0.351857,0.0518853,0.250892,0.0589634,0.641173,0.048972
36,0,18,1630.76,18,1736.34,0,0,0,346.131,0.539309,0.0469851,0.36271,0.0509961,0.250214,0.0587871,0.642175,0.0488238
37,0,18,1630.76,18,1687.72,0,2,13,345.958,0.474691,0.053558,0.41362,0.0581311,0.220759,0.0610717,0.66745,0.0507193
38,0,18,1630.76,18,1710.35,0,2,9,345.785,0.476732,0.0533327,0.412048,0.0578875,0.220145,0.060886,0.668406,0.0505632
39,0,18,1630.76,18,1700.55,0,2,13,345.612,0.458658,0.0551569,0.426316,0.0598685,0.231548,0.0640233,0.651262,0.0531666
40,0,18,1630.76,18,1690.46,2,2,13,345.439,0.461009,0.0548996,0.424501,0.0595902,0.230702,0.0637731,0.652568,0.0529568
