iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,10,1923.77,10,1923.77,1,1,33,370.381,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,10,1878.61,10,1878.61,3,0,33,370.196,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,8,1655.34,8,1655.34,1,2,33,370.011,0.191272,0.303045,0.191272,0.31441,0.31441,0.303045,0.191272,0.191272
3,0,7,1625.4,7,1625.4,0,3,33,369.826,0.162894,0.406423,0.162894,0.267789,0.279713,0.269601,0.280538,0.170148
4,0,7,1557.4,7,1557.4,0,2,33,369.641,0.249095,0.364594,0.146103,0.240208,0.251891,0.242782,0.252634,0.252693
5,0,7,1557.4,7,1558.49,0,0,9,369.456,0.349057,0.316078,0.126638,0.208227,0.22023,0.212265,0.346573,0.220932
6,0,7,1509.16,7,1509.16,3,2,33,369.271,0.339974,0.320509,0.128389,0.211128,0.221309,0.211962,0.346112,0.220618
7,0,7,1474.18,7,1474.18,3,2,33,369.086,0.300057,0.282874,0.113293,0.303776,0.185628,0.177786,0.451538,0.185048
8,0,7,1451.53,7,1451.53,0,3,33,368.902,0.256821,0.242112,0.0969496,0.404118,0.149133,0.142832,0.559368,0.148667
9,0,7,1444.5,7,1444.5,3,2,33,368.717,0.357792,0.209211,0.0837598,0.349238,0.134242,0.128569,0.503648,0.233541
10,0,7,1441.04,7,1441.04,3,2,33,368.533,0.300692,0.175805,0.0703723,0.453131,0.105996,0.101515,0.608068,0.184421
11,0,7,1431.29,7,1431.29,3,3,33,368.349,0.242664,0.141862,0.0567751,0.558699,0.0806652,0.0772549,0.701716,0.140364
12,0,7,1424.8,7,1424.8,3,2,33,368.165,0.188433,0.110147,0.0440742,0.657346,0.0728126,0.0697337,0.633679,0.223775
13,0,7,1418.96,7,1418.96,3,2,33,367.981,0.141621,0.0827742,0.0331152,0.74249,0.0551799,0.0528461,0.722352,0.169622
14,0,7,1415.6,7,1415.6,3,2,33,367.797,0.103789,0.0606561,0.024262,0.811292,0.0407053,0.0389834,0.795156,0.125156
15,0,7,1415.6,7,1418.86,0,2,9,367.613,0.0747301,0.0436686,0.017464,0.864137,0.0294505,0.0282045,0.851774,0.0905713
16,0,7,1404.07,7,1404.07,3,2,33,367.429,0.0854948,0.0431367,0.0172481,0.85412,0.0319614,0.0306089,0.839114,0.0983153
17,0,7,1384.11,7,1384.11,3,2,33,367.245,0.0610766,0.0308122,0.0123179,0.895793,0.0228909,0.021922,0.884757,0.0704298
18,0,7,1358.99,7,1358.99,3,3,33,367.062,0.0433335,0.021858,0.00873667,0.926072,0.0162581,0.0155698,0.918139,0.0500334
19,0,7,1346.88,7,1346.88,3,2,33,366.878,0.0306592,0.0154628,0.00617937,0.947699,0.0155175,0.0148604,0.877023,0.0925989
20,0,7,1339.63,7,1339.63,3,2,33,366.695,0.0216952,0.0109404,0.00437127,0.962993,0.0111233,0.0106522,0.911824,0.0664006
21,0,7,1331.4,7,1331.4,3,2,33,366.511,0.0153856,0.00775754,0.00309899,0.973758,0.00793881,0.00760253,0.937051,0.0474078
22,0,7,1331.4,7,1379.45,3,2,9,366.328,0.01095,0.00552032,0.00220485,0.981325,0.00565994,0.00542014,0.955109,0.0338113
23,0,7,1331.4,7,1367.26,3,2,13,366.145,0.0125748,0.00633858,0.00253121,0.978555,0.00641642,0.00614452,0.949095,0.038344
24,0,7,1331.4,7,1337.61,3,2,13,365.962,0.0133088,0.00670766,0.00267811,0.977305,0.00671994,0.00643512,0.946673,0.0401722
