iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,15,1467.99,15,1467.99,3,3,33,239.025,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,15,1448.64,15,1448.64,3,3,33,238.906,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581
2,15,1358.79,15,1358.79,3,3,33,238.787,0.182242,0.182242,0.182242,0.453275,0.182242,0.182242,0.182242,0.453275
3,15,1345.33,15,1345.33,3,3,33,238.667,0.145549,0.145549,0.145549,0.563354,0.145549,0.145549,0.145549,0.563354
4,15,1293.83,15,1293.83,3,3,33,238.548,0.111467,0.111467,0.111467,0.6656,0.111467,0.111467,0.111467,0.6656
5,15,1261.03,15,1261.03,3,3,33,238.429,0.0824112,0.0824112,0.0824112,0.752766,0.0824112,0.0824112,0.0824112,0.752766
6,11,1266.62,11,1266.62,1,3,33,238.309,0.0593231,0.0593231,0.0593231,0.822031,0.0593231,0.0593231,0.0593231,0.822031
7,11,1266.62,11,1266.62,3,3,0,238.19,0.0561158,0.109772,0.0561158,0.777996,0.0419284,0.0419284,0.0419284,0.874215
8,11,1261.8,11,1261.8,3,2,33,238.071,0.0678977,0.132837,0.0678977,0.731367,0.0524412,0.0524412,0.0524412,0.842676
9,11,1084.51,11,1084.51,3,2,33,237.952,0.0493861,0.0966335,0.0493861,0.804594,0.049856,0.049856,0.0987078,0.80158
10,11,1084.51,11,1138.5,3,3,9,237.833,0.0352119,0.0689083,0.0352119,0.860668,0.0459795,0.0459795,0.168376,0.739665
11,11,1059.58,11,1059.58,3,0,33,237.714,0.0378141,0.0740105,0.0378141,0.850361,0.0485755,0.0485755,0.177929,0.72492
12,11,1049.78,11,1049.78,3,3,33,237.595,0.0266757,0.0522172,0.0266757,0.894431,0.0912956,0.046373,0.169906,0.692426
13,11,1049.78,11,1049.78,3,3,0,237.476,0.01867,0.0365511,0.01867,0.926109,0.0677083,0.0343873,0.126024,0.77188
14,11,1049.78,11,1064.48,3,2,9,237.358,0.0240803,0.0471495,0.0240803,0.90469,0.0823784,0.0418323,0.153349,0.722441
15,11,1049.78,11,1077.11,3,0,9,237.239,0.0261574,0.0512233,0.0261574,0.896462,0.0813402,0.0412995,0.163715,0.713645
16,11,1049.78,11,1123.51,3,3,9,237.12,0.0283456,0.0555159,0.0283456,0.887793,0.0924165,0.0407814,0.161706,0.705096
17,11,1049.78,11,1119.53,3,3,13,237.002,0.0306441,0.0600257,0.0306441,0.878686,0.0974889,0.0430128,0.170601,0.688898
18,11,1049.78,11,1118.23,3,3,13,236.883,0.0308124,0.0603635,0.0308124,0.878012,0.0971439,0.0428535,0.170016,0.689987
19,11,1049.78,11,1116.8,3,3,13,236.765,0.0309778,0.0606957,0.0309778,0.877349,0.0968058,0.0426974,0.169443,0.691054
20,11,1049.78,11,1071.83,3,3,13,236.647,0.0311404,0.0610224,0.0311404,0.876697,0.0964745,0.0425443,0.168882,0.692099
21,11,1049.78,11,1066.96,3,3,13,236.528,0.0313001,0.0613436,0.0313001,0.876056,0.0961497,0.0423941,0.168332,0.693124
22,11,1049.78,11,1066.96,3,3,0,236.41,0.031457,0.0616594,0.031457,0.875427,0.0958313,0.0422468,0.167794,0.694128
23,11,1049.78,11,1405.42,1,3,9,236.292,0.0395679,0.0775682,0.0395679,0.843296,0.113684,0.0501091,0.199076,0.637131
24,11,1049.78,11,1352.11,3,3,13,236.174,0.0390313,0.0895688,0.0390313,0.832369,0.118846,0.0523754,0.208137,0.620642
25,11,1049.78,11,1489.53,1,0,9,236.056,0.0390404,0.0896046,0.0390404,0.832315,0.118021,0.0520033,0.206715,0.623261
26,11,1049.78,11,1489.53,3,3,0,235.938,0.0384953,0.101812,0.0384953,0.821197,0.128431,0.0513681,0.204247,0.615954
27,11,1049.78,11,1476.9,3,2,13,235.82,0.04747,0.125573,0.04747,0.779487,0.148726,0.0594747,0.236545,0.555254
28,11,1049.78,11,1433.55,3,3,13,235.702,0.0472872,0.125114,0.0472872,0.780312,0.145056,0.0579966,0.25525,0.541697
29,11,1049.78,11,1481.98,1,0,9,235.584,0.0471081,0.124664,0.0471081,0.78112,0.143804,0.0574853,0.253075,0.545636
30,11,1049.78,11,1477.83,3,3,13,235.466,0.0464312,0.13681,0.0464312,0.770328,0.152387,0.0568877,0.250518,0.540207
31,11,1049.78,11,1454.15,3,3,13,235.348,0.0462603,0.136336,0.0462603,0.771144,0.151102,0.0563967,0.24843,0.544072
32,11,1049.78,11,1390.54,3,1,13,235.231,0.0460927,0.135871,0.0460927,0.771943,0.149843,0.0559158,0.246385,0.547857
33,11,1049.78,11,1390.54,3,3,0,235.113,0.0459284,0.135416,0.0459284,0.772727,0.147551,0.0701926,0.24264,0.539617
34,11,1049.78,11,1433.43,1,0,9,234.995,0.0556881,0.164227,0.0556881,0.724397,0.167289,0.0795706,0.275126,0.478015
35,11,1049.78,11,1433.43,3,3,0,234.878,0.0549435,0.175035,0.0549435,0.715078,0.173509,0.0789535,0.27306,0.474478
36,11,1049.78,11,1346.64,3,1,13,234.76,0.0653618,0.208273,0.0653618,0.661004,0.19321,0.0879044,0.304092,0.414794
37,11,1049.78,11,1310.11,3,3,13,234.643,0.0647284,0.206302,0.0647284,0.664241,0.189909,0.103398,0.298923,0.407769
38,11,1049.78,11,1269.65,3,2,13,234.526,0.06411,0.204379,0.06411,0.667401,0.187989,0.102341,0.295928,0.413742
39,11,1049.78,11,1191.69,3,3,13,234.408,0.0635063,0.202501,0.0635063,0.670486,0.184734,0.100556,0.308069,0.406642
40,11,1049.78,11,1397.51,1,2,9,234.291,0.0629169,0.200668,0.0629169,0.673498,0.182906,0.0995493,0.305052,0.412492
41,11,1049.78,11,1397.51,3,0,0,234.174,0.0622077,0.209363,0.0622077,0.666222,0.184383,0.100341,0.299387,0.41589
42,11,1049.78,11,1412.19,3,3,9,234.057,0.0728951,0.245391,0.0728951,0.608819,0.161884,0.103085,0.307644,0.427387
43,11,1049.78,11,1237.45,2,3,13,233.94,0.075669,0.254791,0.075669,0.593871,0.165798,0.105568,0.315122,0.413511
44,11,1049.78,11,1239.19,0,3,9,233.823,0.0742263,0.249994,0.0929913,0.582788,0.16408,0.104465,0.311897,0.419557
45,10,1205.5,10,1205.5,0,2,33,233.706,0.0847779,0.247123,0.0919053,0.576194,0.167931,0.106907,0.319258,0.405905
46,10,1205.5,10,1216.98,3,2,9,233.589,0.146199,0.230519,0.0857131,0.537569,0.141939,0.0903517,0.42457,0.34314
47,10,1205.5,10,1294.46,1,1,9,233.473,0.151014,0.238132,0.0885265,0.522327,0.145493,0.0926061,0.410105,0.351796
48,10,1205.5,10,1294.46,2,3,0,233.356,0.150329,0.241466,0.0881159,0.520089,0.14421,0.100464,0.406572,0.348754
49,10,1205.5,10,1259.43,3,3,13,233.239,0.151139,0.242789,0.0830539,0.523019,0.155083,0.108031,0.437316,0.299571
50,10,1205.5,10,1276.9,1,3,9,233.122,0.149492,0.240166,0.0821392,0.528203,0.152235,0.106039,0.429374,0.312352
51,10,1205.5,10,1276.9,1,2,0,233.006,0.148815,0.243485,0.0817573,0.525943,0.153476,0.106896,0.432965,0.306663
52,10,1205.5,10,1276.9,3,2,0,232.889,0.154532,0.214291,0.0848884,0.546288,0.169101,0.117771,0.375197,0.337931
53,10,1205.5,10,1294.71,1,2,9,232.773,0.175121,0.242857,0.0961866,0.485836,0.183541,0.127818,0.321804,0.366837
54,10,1205.5,10,1265.62,1,3,13,232.657,0.174526,0.245341,0.0958485,0.484285,0.185785,0.129371,0.31347,0.371374
55,10,1205.5,10,1265.65,1,0,9,232.54,0.170431,0.262964,0.0935881,0.473017,0.183744,0.127941,0.310059,0.378256
56,10,1205.5,10,1244.71,0,2,13,232.424,0.170284,0.263513,0.0934963,0.472707,0.186749,0.127449,0.30892,0.376882
57,10,1198.67,10,1198.67,0,2,33,232.308,0.188991,0.257561,0.0913655,0.462083,0.183907,0.125499,0.319396,0.371198
58,10,1198.67,10,1198.67,1,2,0,232.192,0.281395,0.228205,0.0809352,0.409465,0.155746,0.106274,0.423579,0.314402
59,10,1198.67,10,1198.67,1,3,0,232.076,0.292361,0.198119,0.0840681,0.425452,0.171223,0.116826,0.366258,0.345694
60,10,1198.67,10,1198.67,0,0,0,231.959,0.30127,0.173672,0.0866083,0.43845,0.184286,0.12573,0.394263,0.295721
61,10,1180.98,10,1180.98,0,1,33,231.843,0.260794,0.183714,0.0916035,0.463888,0.161484,0.129222,0.405307,0.303988
62,10,1180.98,10,1180.98,2,0,0,231.728,0.364887,0.157828,0.0786854,0.398599,0.147587,0.204056,0.370495,0.277862
63,10,1161.78,10,1161.78,0,2,33,231.612,0.367014,0.158722,0.0733337,0.40093,0.130397,0.208156,0.377985,0.283463
64,10,1161.78,10,1161.78,1,1,0,231.496,0.473548,0.131995,0.060976,0.333481,0.108226,0.172781,0.483689,0.235304
65,10,1089.82,10,1089.82,3,2,33,231.38,0.480622,0.119078,0.0618615,0.338439,0.110729,0.153464,0.495023,0.240783
66,10,1089.07,10,1089.07,3,2,33,231.264,0.401604,0.0994728,0.0516698,0.447254,0.0877506,0.121625,0.599779,0.190845
67,10,1089.07,10,1089.07,3,2,13,231.149,0.325367,0.0805672,0.041844,0.552222,0.0670024,0.0928734,0.694381,0.145743
