iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,3,1044.25,3,1044.25,1,2,33,159.325,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,3,1044.25,3,1202.7,1,1,9,159.245,0.21814,0.345581,0.21814,0.21814,0.21814,0.21814,0.345581,0.21814
2,3,1044.25,3,1211.1,1,0,9,159.166,0.220325,0.339026,0.220325,0.220325,0.217329,0.221013,0.344329,0.217329
3,3,1044.25,3,1169.11,0,0,13,159.086,0.222447,0.332658,0.222447,0.222447,0.220195,0.220195,0.343085,0.216524
4,3,1044.25,3,1169.11,1,3,0,159.006,0.238804,0.325675,0.21776,0.21776,0.236968,0.21545,0.335723,0.211858
5,3,1044.25,3,1063.66,3,1,13,158.927,0.254376,0.281711,0.231956,0.231956,0.244781,0.222549,0.346815,0.185855
6,3,977.48,3,977.48,2,2,33,158.847,0.249825,0.276677,0.227802,0.245697,0.239454,0.239454,0.339291,0.181801
7,3,977.48,3,977.48,2,1,0,158.768,0.219348,0.242929,0.322001,0.215723,0.200613,0.200613,0.446472,0.152303
8,3,977.48,3,977.48,0,1,0,158.689,0.233579,0.258695,0.278007,0.229718,0.205945,0.1793,0.458412,0.156343
9,3,977.48,3,977.48,1,2,0,158.609,0.201571,0.2695,0.289622,0.239306,0.210355,0.161661,0.468303,0.159681
10,3,977.48,3,977.48,1,2,0,158.53,0.211843,0.232246,0.304402,0.251509,0.231651,0.178018,0.414494,0.175838
11,3,944.681,3,944.681,2,1,33,158.451,0.220205,0.201909,0.316441,0.261446,0.251778,0.193475,0.363642,0.191105
12,3,931.872,3,931.872,0,2,33,158.371,0.18618,0.170708,0.422056,0.221056,0.222771,0.286379,0.321771,0.169079
13,3,931.872,3,931.872,1,2,0,158.292,0.279587,0.151099,0.373641,0.195673,0.188197,0.241944,0.42703,0.14283
14,3,931.872,3,931.872,2,1,0,158.213,0.284622,0.135802,0.380392,0.199183,0.205454,0.264143,0.374486,0.155918
15,3,914.013,3,914.013,0,1,33,158.134,0.307243,0.146573,0.331186,0.214998,0.214787,0.230678,0.391544,0.162992
16,3,914.013,3,914.013,1,1,0,158.055,0.412371,0.124318,0.280944,0.182367,0.186813,0.33084,0.340591,0.141756
17,3,890.884,3,890.884,2,2,33,157.976,0.417274,0.113958,0.284263,0.184505,0.199405,0.2857,0.363592,0.151303
18,3,890.884,3,933.507,2,0,9,157.897,0.35481,0.0968743,0.391456,0.15686,0.16545,0.237067,0.471952,0.125531
19,3,890.884,3,897.249,0,1,13,157.818,0.360341,0.098359,0.382021,0.159279,0.174105,0.234595,0.467094,0.124206
20,3,877.286,3,877.286,0,1,33,157.739,0.371277,0.0966594,0.375521,0.156542,0.169643,0.254132,0.455211,0.121014
