iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,13,1650.25,13,1650.25,1,3,33,253.137,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,13,1590.59,13,1590.59,3,2,33,253.01,0.21814,0.345581,0.21814,0.21814,0.21814,0.21814,0.21814,0.345581
2,13,1569.07,13,1569.07,3,1,33,252.884,0.191272,0.303045,0.191272,0.31441,0.191272,0.191272,0.31441,0.303045
3,13,1516.68,13,1516.68,3,3,33,252.758,0.162243,0.257076,0.162243,0.418438,0.170148,0.280538,0.279713,0.269601
4,13,1483.84,13,1483.84,3,3,33,252.631,0.131654,0.208627,0.131654,0.528064,0.147294,0.242883,0.242168,0.367655
5,13,1445.34,13,1445.34,0,1,33,252.505,0.102365,0.162229,0.102365,0.633041,0.122277,0.20165,0.201057,0.475016
6,13,1445.34,13,1495.82,3,3,9,252.379,0.172909,0.149452,0.0942946,0.583344,0.107505,0.297968,0.176785,0.417742
7,13,1443.65,13,1443.65,3,2,33,252.252,0.17861,0.154375,0.0973916,0.569624,0.109594,0.303821,0.180239,0.406346
8,13,1443.65,13,1484.16,1,0,9,252.126,0.137159,0.118545,0.0747806,0.669515,0.0976894,0.270873,0.269137,0.362301
9,12,1433.62,12,1433.62,2,2,33,252,0.13528,0.130419,0.0737474,0.660553,0.105406,0.26855,0.266829,0.359215
10,12,1425.93,12,1425.93,3,2,33,251.874,0.126929,0.122367,0.130733,0.619972,0.0910284,0.231963,0.366714,0.310294
11,12,1425.93,12,1425.93,2,3,0,251.748,0.0960702,0.0926163,0.0989495,0.712364,0.0759767,0.193644,0.471329,0.25905
12,12,1425.93,12,1437.93,3,1,9,251.622,0.0965563,0.0930842,0.094104,0.716255,0.0793206,0.202204,0.492253,0.226222
13,12,1404.91,12,1404.91,0,2,33,251.497,0.101604,0.0979496,0.0990229,0.701423,0.0788025,0.20719,0.489217,0.224791
14,12,1404.57,12,1404.57,3,2,33,251.371,0.17135,0.0903176,0.0913075,0.647025,0.0626411,0.16473,0.593902,0.178727
15,12,1386.79,12,1386.79,3,2,33,251.245,0.128958,0.0679645,0.0687096,0.734368,0.0479758,0.126188,0.688923,0.136913
16,12,1385.82,12,1385.82,3,2,33,251.12,0.0945283,0.0498126,0.0503588,0.8053,0.0356403,0.093761,0.768868,0.101731
17,12,1309.53,12,1309.53,3,2,33,250.994,0.0680085,0.0358332,0.0362261,0.859932,0.0258809,0.0680996,0.83213,0.0738897
18,12,1308.52,12,1308.52,3,2,33,250.868,0.0483504,0.0254722,0.0257516,0.900426,0.0185069,0.0487059,0.879939,0.0528479
19,12,1296.55,12,1296.55,3,2,33,250.743,0.0341528,0.0179902,0.0181876,0.929669,0.0131123,0.0345153,0.914921,0.0374512
20,12,1277.05,12,1277.05,3,2,33,250.618,0.0240656,0.0126751,0.0128142,0.950445,0.00924887,0.0243504,0.939979,0.026422
21,12,1277.05,12,1277.58,3,2,9,250.492,0.0169653,0.00893434,0.00903239,0.965068,0.00651732,0.0171621,0.957698,0.0186225
22,12,1277.05,12,1277.58,3,2,0,250.367,0.0191238,0.0100698,0.0101803,0.960626,0.00731304,0.0192612,0.952525,0.0209005
23,12,1277.05,12,1281.1,3,2,9,250.242,0.0255303,0.0134414,0.013589,0.947439,0.00970162,0.0255572,0.937008,0.0277329
24,12,1265.93,12,1265.93,3,2,33,250.117,0.0284846,0.0149949,0.0151595,0.941361,0.010774,0.0283876,0.930034,0.0308047
25,11,1245.42,11,1245.42,3,2,33,249.992,0.0200626,0.01056,0.010676,0.958701,0.00758974,0.0200016,0.950704,0.021705
26,11,1245.42,11,1247.53,3,2,9,249.867,0.014153,0.00744852,0.00753035,0.970868,0.0053492,0.0140997,0.96525,0.0153008
27,11,1245.42,11,1247.4,3,2,13,249.742,0.0160239,0.00843207,0.00852473,0.967019,0.00603176,0.0159019,0.96081,0.0172568
28,11,1244.17,11,1244.17,3,2,33,249.617,0.0167386,0.00880699,0.00890378,0.965551,0.0062786,0.0165559,0.959199,0.0179668
29,11,1242.63,11,1242.63,3,2,33,249.492,0.0118232,0.00621996,0.00628834,0.975669,0.00442918,0.0116815,0.971212,0.0126772
30,11,1242.22,11,1242.22,3,2,33,249.367,0.00838311,0.00440964,0.00445812,0.982749,0.00313466,0.00826894,0.979623,0.00897389
31,11,1242.22,11,1242.22,3,2,13,249.243,0.00597179,0.00314085,0.00317539,0.987712,0.00222805,0.00587852,0.985514,0.00637979
32,11,1242.22,11,1242.5,3,2,9,249.118,0.00636816,0.00334888,0.00338572,0.986897,0.00236828,0.00624972,0.984599,0.00678276
33,11,1242.22,11,1262.36,3,2,9,248.994,0.00734193,0.00386047,0.00390294,0.984895,0.00272123,0.00718252,0.982301,0.00779524
34,11,1242.22,11,1260.48,3,2,13,248.869,0.00843831,0.00443639,0.00448521,0.98264,0.00311715,0.00822913,0.979722,0.00893128
35,11,1242.22,11,1260.48,3,2,0,248.745,0.00893399,0.00469639,0.00474808,0.981622,0.00329014,0.0086875,0.978593,0.00942891
36,11,1242.22,11,1273.01,3,2,9,248.62,0.0122048,0.00641493,0.00648555,0.974895,0.00447695,0.0118235,0.970867,0.0128328
37,11,1242.22,11,1273.01,3,2,9,248.496,0.0138675,0.00728793,0.00736817,0.971476,0.00506999,0.0133923,0.967002,0.0145357
38,11,1242.22,11,1272.1,3,2,13,248.372,0.0157098,0.00825506,0.00834598,0.967689,0.00572455,0.0151243,0.962735,0.0164158
39,11,1242.22,11,1291.48,3,2,9,248.247,0.016416,0.00862509,0.0087201,0.966239,0.00596473,0.0157619,0.961165,0.0171082
40,11,1242.22,11,1330.15,2,2,9,248.123,0.0185224,0.00973053,0.00983773,0.961909,0.00670816,0.0177299,0.956317,0.0192446
41,11,1242.22,11,1330.15,3,2,0,247.999,0.0184363,0.00968405,0.0136846,0.958195,0.00752216,0.0198852,0.951008,0.0215843
42,11,1242.22,11,1318.77,3,2,13,247.875,0.0246272,0.0129343,0.0182787,0.94416,0.00997555,0.0263759,0.935018,0.0286302
43,11,1242.22,11,1318.59,3,2,13,247.751,0.0254792,0.01338,0.01891,0.942231,0.0102695,0.0271586,0.933092,0.0294802
44,11,1242.22,11,1285.23,3,2,13,247.627,0.026341,0.0138308,0.0195484,0.94028,0.0105654,0.0279464,0.931152,0.0303358
45,11,1242.22,11,1284.51,0,2,13,247.504,0.027212,0.0142863,0.0201936,0.938308,0.0108629,0.0287388,0.929202,0.0311966
46,11,1242.22,11,1284.51,3,2,9,247.38,0.0370504,0.0141304,0.0199746,0.928845,0.0111618,0.0295355,0.927241,0.0320619
47,11,1242.22,11,1284.51,0,2,0,247.256,0.0411998,0.0157098,0.0222088,0.920882,0.0123485,0.0326819,0.919491,0.0354781
48,11,1242.22,11,1290.26,3,2,9,247.133,0.0418085,0.0156875,0.0221789,0.920325,0.016053,0.0424947,0.895321,0.0461311
49,11,1242.22,11,1284.38,3,2,13,247.009,0.0463485,0.0173876,0.0245841,0.91168,0.0175718,0.0465242,0.885398,0.0505063
50,11,1242.22,11,1284.38,3,2,0,246.886,0.0476107,0.0178576,0.0252504,0.909281,0.017865,0.0473098,0.883465,0.0513599
51,11,1242.22,11,1284.38,3,0,0,246.762,0.0618304,0.0231866,0.0327877,0.882195,0.0227991,0.0603878,0.851254,0.0655587
52,11,1242.22,11,1270.96,3,2,13,246.639,0.0792032,0.0296956,0.0419949,0.849106,0.0247764,0.0602378,0.849589,0.0653969
53,11,1242.22,11,1250,3,2,13,246.515,0.080386,0.0301331,0.0426166,0.846864,0.0250464,0.0609049,0.847927,0.0661222
54,11,1235.85,11,1235.85,3,2,33,246.392,0.0815589,0.0305668,0.043233,0.844641,0.025313,0.0615642,0.846284,0.0668391
55,11,1235.85,11,1235.85,3,3,0,246.269,0.0582587,0.02183,0.030878,0.889033,0.0179987,0.0437827,0.890684,0.0475348
56,11,1235.85,11,1290.43,3,1,9,246.146,0.0748882,0.0280557,0.0396869,0.857369,0.0179778,0.0437397,0.890346,0.0479364
57,11,1235.85,11,1442.04,1,2,9,246.023,0.0815186,0.0305337,0.0431952,0.844752,0.0177931,0.0528668,0.881887,0.0474532
58,11,1235.85,11,1424.9,3,2,13,245.9,0.0808372,0.0382508,0.0428287,0.838083,0.0194391,0.0577699,0.870938,0.051853
59,11,1235.85,11,1412.72,3,2,13,245.777,0.0819806,0.038786,0.0434289,0.835805,0.0197458,0.0586941,0.868879,0.0526814
60,11,1235.85,11,1357.34,3,2,13,245.654,0.0831135,0.0393161,0.0440235,0.833547,0.0200501,0.0596118,0.866834,0.053504
61,11,1235.85,11,1466.55,1,2,9,245.531,0.0842357,0.039841,0.0446122,0.831311,0.0203521,0.0605228,0.864805,0.0543205
62,11,1235.85,11,1466.55,0,2,0,245.408,0.083442,0.0485173,0.0441862,0.823855,0.0221376,0.065847,0.852918,0.0590978
63,11,1235.85,11,1459.04,3,1,13,245.286,0.0796307,0.0486943,0.0443466,0.827328,0.0279221,0.0830705,0.814453,0.0745543
64,11,1235.85,11,1447.36,1,2,13,245.163,0.0806758,0.0493285,0.0449233,0.825072,0.027352,0.101238,0.798364,0.0730465
65,11,1235.85,11,1406.83,3,2,13,245.04,0.0794527,0.0633683,0.0442371,0.812942,0.0275582,0.102027,0.796803,0.0736116
66,11,1235.85,11,1348.15,3,1,13,244.918,0.0804564,0.0641659,0.0447907,0.810587,0.0277611,0.102805,0.795265,0.0741682
67,11,1235.85,11,1330.24,3,2,13,244.795,0.0814492,0.0649548,0.0453381,0.808258,0.0271449,0.122185,0.778134,0.0725361
68,11,1235.85,11,1298.18,3,2,13,244.673,0.0824311,0.0657348,0.0458793,0.805955,0.0273356,0.12308,0.776524,0.0730601
69,11,1235.85,11,1287.04,3,2,13,244.551,0.0834018,0.0665059,0.0464141,0.803678,0.0275232,0.123962,0.774938,0.073576
70,11,1235.85,11,1287.04,0,2,0,244.428,0.0843613,0.067268,0.0469426,0.801428,0.0277077,0.124831,0.773378,0.0740837
71,11,1235.85,11,1287.04,3,2,0,244.306,0.0803318,0.067535,0.0471255,0.805008,0.0339663,0.153074,0.722124,0.0908357
72,11,1235.85,11,1287.04,3,2,9,244.184,0.0998175,0.0839137,0.0585502,0.757719,0.0408781,0.184278,0.665502,0.109341
73,11,1235.85,11,1290.4,3,2,9,244.062,0.106752,0.0897402,0.0626112,0.740897,0.0430508,0.194131,0.647643,0.115176
74,11,1235.85,11,1291.68,3,3,9,243.94,0.113847,0.0957014,0.0667654,0.723686,0.0452297,0.204018,0.629724,0.121029
75,11,1235.85,11,1291.68,3,0,0,243.818,0.121079,0.101777,0.0709989,0.706145,0.04471,0.201735,0.622817,0.130738
76,11,1235.85,11,1278.01,3,2,13,243.696,0.145105,0.121969,0.0850785,0.647847,0.0448735,0.201673,0.622767,0.130687
77,11,1235.85,11,1255.9,2,2,13,243.574,0.14491,0.121801,0.084955,0.648334,0.0447213,0.201049,0.623958,0.130272
78,11,1235.85,11,1269.19,3,2,9,243.452,0.142137,0.119465,0.102281,0.636117,0.0445719,0.200438,0.625126,0.129864
79,11,1235.85,11,1269.19,2,1,0,243.331,0.149375,0.125545,0.107482,0.617598,0.0467087,0.21011,0.607062,0.136119
80,11,1235.85,11,1280.14,3,2,9,243.209,0.150684,0.12664,0.0994874,0.623188,0.0481148,0.185982,0.625657,0.140247
81,11,1235.85,11,1280.14,1,2,0,243.087,0.158046,0.132823,0.10434,0.604791,0.0503783,0.194784,0.607962,0.146876
82,11,1235.85,11,1252,3,2,13,242.966,0.160196,0.120871,0.10575,0.613182,0.0583965,0.225847,0.545467,0.170289
83,11,1235.85,11,1244.91,3,2,13,242.844,0.15969,0.120483,0.105407,0.614421,0.0579701,0.224258,0.54869,0.169082
84,11,1235.85,11,1263.65,3,1,9,242.723,0.159193,0.120101,0.105071,0.615635,0.0575523,0.222702,0.551846,0.167899
85,11,1235.85,11,1248.31,3,2,13,242.602,0.166745,0.125791,0.110046,0.597419,0.0572532,0.226458,0.549227,0.167062
86,11,1235.85,11,1272.47,3,1,9,242.48,0.166099,0.125297,0.10961,0.598993,0.0568478,0.224916,0.552322,0.165915
87,11,1235.85,11,1333.03,3,1,9,242.359,0.173618,0.130961,0.114562,0.580858,0.0565647,0.22849,0.549821,0.165124
88,11,1235.85,11,1328.03,3,2,13,242.238,0.181078,0.136581,0.119475,0.562865,0.0563055,0.231741,0.547551,0.164403
89,11,1235.85,11,1328.03,3,0,0,242.117,0.18013,0.135858,0.11884,0.565173,0.055915,0.230199,0.550588,0.163298
90,11,1235.85,11,1274.61,3,2,13,241.996,0.206446,0.155698,0.13619,0.501666,0.0546338,0.230491,0.551382,0.163493
91,11,1235.85,11,1274.61,3,3,0,241.875,0.204976,0.15458,0.135209,0.505234,0.0542591,0.228976,0.554357,0.162408
92,11,1235.85,11,1274.61,1,0,0,241.754,0.23086,0.174091,0.152271,0.442779,0.0553388,0.2336,0.565651,0.145411
93,11,1235.85,11,1274.61,3,1,0,241.633,0.236687,0.153198,0.156101,0.454013,0.0542411,0.23385,0.566356,0.145553
94,11,1235.85,11,1274.61,0,1,0,241.512,0.262704,0.170024,0.173246,0.394026,0.0562198,0.205595,0.587293,0.150892
95,11,1235.85,11,1274.61,1,3,0,241.391,0.225714,0.178538,0.181922,0.413827,0.0578398,0.18239,0.6045,0.155271
96,11,1235.85,11,1270.9,2,2,13,241.271,0.231725,0.156618,0.186758,0.424899,0.0588319,0.185561,0.615156,0.140451
97,11,1235.85,11,1270.9,1,2,0,241.15,0.22698,0.153399,0.203373,0.416248,0.0583926,0.184217,0.617963,0.139427
98,11,1235.85,11,1270.9,2,3,0,241.029,0.231662,0.135888,0.207564,0.424886,0.0677585,0.213814,0.556609,0.161818
99,11,1235.85,11,1285.99,0,2,9,240.909,0.239414,0.14042,0.181008,0.439158,0.0690522,0.217946,0.567476,0.145526
