iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,20,2063,20,2063,3,1,33,305.738,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,20,2028.76,20,2028.76,3,0,33,305.585,0.21814,0.21814,0.21814,0.345581,0.21814,0.345581,0.21814,0.21814
2,0,19,1837.42,19,1837.42,2,1,33,305.433,0.182242,0.182242,0.182242,0.453275,0.31441,0.303045,0.191272,0.191272
3,0,16,1782.25,16,1782.25,2,1,33,305.28,0.161498,0.161498,0.275249,0.401754,0.267789,0.406423,0.162894,0.162894
4,0,16,1782.25,16,1782.25,2,1,0,305.127,0.138071,0.138071,0.380322,0.343537,0.218431,0.515855,0.132857,0.132857
5,0,16,1704.54,16,1704.54,3,1,33,304.975,0.149286,0.149286,0.329919,0.371509,0.244017,0.459174,0.148404,0.148404
6,0,16,1703.87,16,1703.87,3,0,33,304.822,0.123701,0.123701,0.27342,0.479179,0.19484,0.56819,0.118485,0.118485
7,0,16,1662.7,16,1662.7,3,1,33,304.67,0.0981511,0.0981511,0.216981,0.586717,0.292629,0.499228,0.104071,0.104071
8,0,16,1662.7,16,1662.7,1,1,0,304.517,0.0748647,0.0748647,0.165528,0.684742,0.230822,0.605032,0.0820731,0.0820731
9,0,16,1662.7,16,1668.99,0,1,9,304.365,0.074969,0.0732456,0.165785,0.686,0.265067,0.546474,0.0942299,0.0942299
10,0,16,1662.7,16,1710.31,0,0,9,304.213,0.0865893,0.0722994,0.16367,0.677441,0.273071,0.532818,0.0970554,0.0970554
11,0,16,1662.7,16,1710.31,3,0,0,304.061,0.0984189,0.0713372,0.161519,0.668725,0.275601,0.531012,0.0966935,0.0966935
12,0,16,1662.7,16,1710.31,3,1,9,303.909,0.115108,0.0834286,0.188926,0.612537,0.243169,0.554837,0.100997,0.100997
13,0,16,1662.7,16,1704.7,3,0,13,303.757,0.119302,0.086463,0.19583,0.598405,0.250478,0.541491,0.104015,0.104015
14,0,16,1662.7,16,1726.39,3,1,9,303.605,0.117715,0.0853073,0.193244,0.603734,0.270547,0.527041,0.101206,0.101206
15,0,16,1662.7,16,1726.39,2,1,0,303.453,0.121889,0.0883263,0.200115,0.589669,0.278116,0.513851,0.104017,0.104017
16,0,16,1662.7,16,1726.39,3,0,0,303.301,0.124913,0.0905117,0.180086,0.604489,0.31131,0.455872,0.116409,0.116409
17,0,16,1662.7,16,1707.42,3,2,13,303.15,0.143243,0.103787,0.206528,0.546441,0.272134,0.481849,0.123008,0.123008
18,0,15,1925.92,15,1925.92,1,0,33,302.998,0.141075,0.10221,0.203417,0.553298,0.266086,0.471195,0.142464,0.120256
19,0,15,1925.92,15,1925.92,3,1,0,302.847,0.13018,0.17139,0.187721,0.510708,0.372149,0.403135,0.121857,0.102858
