iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,8,1443.36,8,1443.36,3,0,33,218.287,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,8,1387.04,8,1387.04,3,2,33,218.178,0.21814,0.21814,0.21814,0.345581,0.345581,0.21814,0.21814,0.21814
2,0,7,1324.62,7,1324.62,1,2,33,218.069,0.182242,0.182242,0.182242,0.453275,0.303045,0.191272,0.31441,0.191272
3,0,5,1235.7,5,1235.7,1,2,33,217.96,0.161498,0.275249,0.161498,0.401754,0.257076,0.162243,0.418438,0.162243
4,0,5,1202.86,5,1202.86,3,2,33,217.851,0.138071,0.380322,0.138071,0.343537,0.208627,0.131654,0.528064,0.131654
5,0,5,1202.09,5,1202.09,3,2,33,217.742,0.115481,0.318163,0.115481,0.450874,0.162229,0.102365,0.633041,0.102365
6,0,5,1202.09,5,1217.85,3,3,9,217.633,0.0927723,0.255649,0.0927723,0.558806,0.121553,0.0766921,0.725063,0.0766921
7,0,3,1368.69,3,1368.69,1,2,33,217.525,0.0956577,0.263654,0.0956577,0.545031,0.119931,0.0756617,0.715642,0.0887653
8,0,3,1368.69,3,1368.69,1,2,0,217.416,0.0817105,0.370854,0.0817105,0.465725,0.0875832,0.0552492,0.792348,0.0648197
9,0,3,1279.86,3,1279.86,0,2,33,217.307,0.0879279,0.322807,0.0879279,0.501337,0.106451,0.0671451,0.747625,0.0787788
10,0,3,1279.86,3,1279.86,1,2,0,217.198,0.149405,0.301041,0.081978,0.467576,0.0770046,0.048567,0.817445,0.0569837
11,0,3,1279.86,3,1279.86,3,2,0,217.09,0.157645,0.262392,0.0864886,0.493475,0.0944744,0.0595797,0.776039,0.0699071
12,0,3,1273.26,3,1273.26,0,2,33,216.981,0.175818,0.292671,0.0964477,0.435063,0.114171,0.0719947,0.729358,0.0844768
13,0,3,1242.6,3,1242.6,3,2,33,216.873,0.264371,0.261222,0.0860646,0.388343,0.083008,0.0523389,0.803238,0.0614151
14,0,3,1198.99,3,1198.99,3,2,33,216.764,0.218605,0.216001,0.0711499,0.494244,0.0591394,0.0372856,0.859822,0.0437528
15,0,3,1198.99,3,1200.19,3,0,9,216.656,0.173489,0.171422,0.0564533,0.598635,0.0415954,0.0262222,0.901411,0.0307715
16,0,3,1198.99,3,1219.93,1,2,9,216.548,0.180499,0.178348,0.0587211,0.582431,0.0511241,0.0259442,0.892485,0.0304462
17,0,3,1198.99,3,1234.84,3,0,9,216.439,0.178762,0.186134,0.0581429,0.576961,0.0553917,0.0281061,0.883518,0.0329842
18,0,3,1194.87,3,1194.87,0,2,33,216.331,0.185577,0.193232,0.0603459,0.560845,0.0660573,0.0277708,0.87358,0.0325918
19,0,3,1194.87,3,1194.87,3,3,0,216.223,0.278609,0.171137,0.0534332,0.496821,0.0464893,0.0195409,0.911036,0.022934
20,0,3,1151.27,3,1151.27,3,2,33,216.115,0.312378,0.191861,0.0598899,0.43587,0.0463637,0.0194847,0.909114,0.0250377
21,0,3,1151.27,3,1200.68,3,2,9,216.007,0.254174,0.156097,0.0487147,0.541015,0.0324719,0.0136442,0.93635,0.0175336
22,0,3,1151.27,3,1208.76,3,2,9,215.899,0.263569,0.161851,0.0504987,0.524081,0.0357816,0.0150323,0.929868,0.0193183
23,0,3,1151.27,3,1167.76,3,2,13,215.791,0.272811,0.16751,0.0522521,0.507427,0.0393263,0.0165186,0.922926,0.0212295
24,0,3,1151.27,3,1167.76,3,2,0,215.683,0.270752,0.16623,0.0518407,0.511177,0.0400423,0.0168164,0.921528,0.0216133
25,0,3,1151.27,3,1167.76,0,0,0,215.575,0.304823,0.187129,0.0583448,0.449703,0.0516929,0.0217056,0.898703,0.0278985
26,0,3,1151.27,3,1164.64,3,2,13,215.467,0.263582,0.198212,0.0617859,0.47642,0.0521636,0.0216794,0.898291,0.0278663
27,0,3,1151.27,3,1160.71,0,2,13,215.36,0.261129,0.196357,0.0611932,0.481321,0.0528049,0.0219421,0.897048,0.0282053
28,0,3,1143.1,3,1143.1,3,2,33,215.252,0.276897,0.192147,0.0598675,0.471088,0.0534399,0.022202,0.895817,0.0285409
29,0,3,1136.7,3,1136.7,3,2,33,215.144,0.22206,0.154083,0.0479966,0.57586,0.0374669,0.0155632,0.926962,0.0200077
30,0,3,1136.7,3,1136.7,3,2,0,215.037,0.17152,0.119006,0.0370615,0.672412,0.0261868,0.0108757,0.948955,0.0139822
31,0,3,1136.7,3,1177.87,1,2,9,214.929,0.202604,0.140563,0.0437646,0.613068,0.0344035,0.0142857,0.932944,0.0183671
32,0,3,1136.7,3,1177.87,3,2,0,214.822,0.200407,0.149763,0.0432766,0.606553,0.0378631,0.0157195,0.926206,0.0202116
33,0,3,1136.7,3,1150.44,3,2,13,214.714,0.231963,0.173334,0.0500755,0.544627,0.0490299,0.020352,0.904449,0.0261692
34,0,3,1136.7,3,1150.44,3,2,0,214.607,0.230347,0.172117,0.0497116,0.547824,0.0496952,0.0206245,0.903159,0.026521
35,0,3,1136.7,3,1141.09,3,2,13,214.5,0.26202,0.195772,0.0565295,0.485679,0.0635595,0.0263739,0.876151,0.0339157
36,0,3,1136.7,3,1141.09,3,2,0,214.392,0.259795,0.194098,0.0560324,0.490074,0.0640697,0.0265809,0.875166,0.0341837
37,0,3,1136.7,3,1140.43,3,2,13,214.285,0.290735,0.217202,0.0626862,0.429377,0.0808619,0.0335417,0.842459,0.0431376
38,0,3,1132.98,3,1132.98,3,2,33,214.178,0.287988,0.215137,0.0620749,0.4348,0.0811055,0.0336368,0.841996,0.043262
39,0,3,1132.98,3,1132.98,1,2,0,214.071,0.234124,0.174888,0.0504492,0.540538,0.0573723,0.0237898,0.888239,0.0305988
40,0,3,1078.94,3,1078.94,2,2,33,213.964,0.23944,0.156078,0.0515788,0.552903,0.0728569,0.0302052,0.858085,0.0388525
41,0,3,1066.4,3,1066.4,3,2,33,213.857,0.228555,0.14897,0.0946199,0.527855,0.051358,0.0212884,0.899969,0.0273843
42,0,3,1066.4,3,1075,3,2,9,213.75,0.179575,0.117035,0.0743295,0.62906,0.0359481,0.0148982,0.929988,0.0191653
43,0,3,1066.4,3,1075.75,3,2,9,213.643,0.188214,0.122655,0.0778915,0.61124,0.0395195,0.0163754,0.923038,0.0210666
44,0,3,1066.4,3,1079.85,3,2,9,213.536,0.196826,0.128256,0.0814412,0.593477,0.0433333,0.0179526,0.915617,0.0230968
45,0,3,1066.4,3,1079.85,3,2,0,213.43,0.205386,0.133823,0.0849683,0.575823,0.0473933,0.0196311,0.907718,0.0252575
46,0,3,1066.4,3,1067.32,3,2,13,213.323,0.235736,0.153585,0.0975067,0.513173,0.0607823,0.0251726,0.881656,0.0323889
47,0,3,1066.4,3,1067.32,3,2,0,213.216,0.233999,0.15244,0.0967714,0.516789,0.0613225,0.0253919,0.880613,0.0326727
