iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,14,1800.21,14,1800.21,1,1,33,250.791,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,14,1687.84,14,1687.84,3,1,33,250.666,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,14,1649.87,14,1649.87,0,0,33,250.54,0.191272,0.303045,0.191272,0.31441,0.182242,0.453275,0.182242,0.182242
3,0,14,1649.87,14,1649.87,0,3,0,250.415,0.280538,0.269601,0.170148,0.279713,0.275249,0.401754,0.161498,0.161498
4,0,14,1631.12,14,1631.12,3,1,33,250.29,0.240137,0.284746,0.179689,0.295428,0.280665,0.40969,0.164658,0.144986
5,0,14,1631.12,14,1631.12,1,1,0,250.165,0.20557,0.243766,0.153814,0.39685,0.228579,0.51927,0.134087,0.118064
6,0,14,1582.03,14,1582.03,2,2,33,250.04,0.213724,0.213724,0.159906,0.412646,0.255553,0.462575,0.149894,0.131978
7,0,13,1563.86,13,1563.86,2,1,33,249.915,0.191926,0.191926,0.245539,0.370609,0.230201,0.416735,0.234195,0.11887
8,0,13,1561.09,13,1561.09,3,1,33,249.79,0.166529,0.166529,0.345333,0.321609,0.187273,0.525513,0.190523,0.0966901
9,0,13,1561.09,13,1584.14,2,1,9,249.665,0.140928,0.140928,0.292287,0.425856,0.146068,0.629923,0.148603,0.0754057
10,0,13,1561.09,13,1584.14,1,1,0,249.54,0.141333,0.141333,0.290159,0.427175,0.1516,0.615916,0.154232,0.0782513
11,0,13,1561.09,13,1584.14,1,1,0,249.415,0.143568,0.12762,0.294788,0.434024,0.174431,0.558084,0.17746,0.0900241
12,0,13,1561.09,13,1798.21,1,1,9,249.291,0.145414,0.11626,0.298623,0.439703,0.19744,0.499805,0.200869,0.101885
13,0,13,1561.09,13,1700.48,2,0,13,249.166,0.143909,0.125266,0.295575,0.43525,0.20229,0.487532,0.205804,0.104374
14,0,13,1561.09,13,1635.17,2,1,13,249.041,0.14083,0.122582,0.310556,0.426032,0.222308,0.475338,0.200622,0.101732
15,0,13,1537.34,13,1537.34,3,2,33,248.917,0.137985,0.120102,0.324395,0.417518,0.218924,0.483344,0.197564,0.100168
16,0,13,1537.34,13,1539.53,3,1,9,248.792,0.112479,0.0978988,0.264475,0.525147,0.192804,0.425744,0.293248,0.0882033
17,0,13,1537.34,13,1539.53,3,2,0,248.668,0.115809,0.100794,0.272352,0.511044,0.196797,0.413842,0.299345,0.0900156
18,0,13,1537.34,13,1548.87,1,1,9,248.544,0.129738,0.112914,0.305162,0.452186,0.207873,0.437199,0.259861,0.095067
19,0,13,1505.73,13,1505.73,3,1,33,248.419,0.128385,0.122,0.302031,0.447583,0.212212,0.425453,0.265298,0.0970365
20,0,13,1402.03,13,1402.03,3,2,33,248.295,0.103419,0.0982748,0.243339,0.554967,0.172274,0.533586,0.215378,0.0787618
21,0,13,1402.03,13,1426.92,2,1,9,248.171,0.0800383,0.0760564,0.188358,0.655547,0.150337,0.465746,0.315196,0.0687217
22,0,13,1402.03,13,1426.92,2,2,0,248.047,0.0791432,0.0752051,0.197163,0.648489,0.154215,0.451927,0.323374,0.0704834
23,0,13,1402.03,13,1426.92,1,2,0,247.923,0.0810632,0.0770287,0.177407,0.664501,0.163891,0.480385,0.28083,0.0748939
24,0,13,1385.65,13,1385.65,3,2,33,247.799,0.0812435,0.0746678,0.17783,0.666259,0.171899,0.503967,0.245593,0.0785412
25,0,13,1373.32,13,1373.32,3,2,33,247.675,0.0605148,0.0556159,0.132479,0.751391,0.148282,0.43482,0.349159,0.0677397
26,0,13,1349.38,13,1349.38,3,2,33,247.551,0.0439439,0.0403858,0.0962167,0.819454,0.123728,0.362898,0.45686,0.0565141
27,0,13,1349.38,13,1358.54,3,1,9,247.427,0.0313553,0.028816,0.0686643,0.871164,0.0997025,0.292493,0.562271,0.045533
28,0,13,1346.45,13,1346.45,3,2,33,247.304,0.0339484,0.0311986,0.0743545,0.860499,0.0997495,0.291972,0.562731,0.0455473
29,0,13,1346.45,13,1346.45,3,1,0,247.18,0.0240079,0.0220629,0.0525909,0.901338,0.0773399,0.226427,0.660924,0.0353092
30,0,13,1258.04,13,1258.04,3,2,33,247.056,0.0307525,0.0282606,0.0673758,0.873611,0.0798339,0.201194,0.68253,0.0364421
31,0,13,1253.6,13,1253.6,3,1,33,246.933,0.0216921,0.0199341,0.047533,0.910841,0.0594396,0.149825,0.763607,0.0271284
32,0,13,1249.01,13,1249.01,3,2,33,246.81,0.0152202,0.0139864,0.0333566,0.937437,0.0533888,0.236024,0.686224,0.0243629
33,0,12,1227.1,12,1227.1,3,2,33,246.686,0.0106632,0.00979863,0.0233731,0.956165,0.0399349,0.176599,0.765245,0.0182207
34,0,12,1227.1,12,1227.1,3,2,0,246.563,0.0074792,0.00687269,0.0163966,0.969252,0.0292183,0.129247,0.828206,0.013329
35,0,12,1227.1,12,1227.1,3,3,0,246.439,0.0100227,0.00920976,0.021976,0.958792,0.0366471,0.162156,0.784481,0.0167153
36,0,12,1227.1,12,1236.27,3,2,9,246.316,0.0133067,0.0122272,0.0291813,0.945285,0.0365575,0.161808,0.783042,0.0185931
