iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,17,1830.41,17,1830.41,3,2,33,303.458,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,17,1550.36,17,1550.36,2,3,33,303.306,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814,0.345581,0.21814
2,12,1409.93,12,1409.93,1,3,33,303.154,0.191272,0.191272,0.31441,0.303045,0.191272,0.191272,0.303045,0.31441
3,11,1588.66,11,1588.66,1,1,33,303.003,0.170148,0.280538,0.279713,0.269601,0.162243,0.162243,0.257076,0.418438
4,11,1549.45,11,1549.45,3,2,33,302.851,0.146718,0.379564,0.24122,0.232498,0.145482,0.248696,0.23054,0.375282
5,11,1549.45,11,1572.83,1,0,9,302.7,0.127879,0.330889,0.210267,0.330965,0.126948,0.217036,0.328481,0.327534
6,11,1455.08,11,1455.08,3,1,33,302.548,0.1295,0.322321,0.212954,0.335225,0.133272,0.215451,0.326109,0.325168
7,11,1394.01,11,1394.01,0,3,33,302.397,0.109163,0.271751,0.179529,0.439557,0.117528,0.30803,0.287636,0.286806
8,11,1394.01,11,1492.31,1,0,9,302.246,0.178383,0.250628,0.16556,0.405429,0.101138,0.265125,0.247568,0.38617
9,11,1394.01,11,1610.3,3,2,9,302.095,0.178359,0.250663,0.165536,0.405442,0.109212,0.262736,0.245334,0.382719
10,11,1394.01,11,1604.83,3,3,13,301.944,0.181794,0.255506,0.168721,0.39398,0.109285,0.262959,0.244683,0.383073
11,11,1149.37,11,1149.37,2,2,33,301.793,0.179393,0.25215,0.16649,0.401967,0.107913,0.259702,0.241649,0.390737
12,11,1149.37,11,1149.37,0,3,0,301.642,0.161021,0.226342,0.251779,0.360859,0.0938932,0.226002,0.340042,0.340062
13,11,1149.37,11,1149.37,3,1,13,301.491,0.142074,0.231442,0.257458,0.369026,0.100899,0.242908,0.365508,0.290684
14,11,1149.37,11,1149.37,0,3,0,301.34,0.140342,0.228643,0.25435,0.376665,0.099071,0.256472,0.358979,0.285478
15,11,1141.25,11,1141.25,0,2,33,301.19,0.12535,0.232619,0.258778,0.383253,0.104618,0.270884,0.379176,0.245322
16,11,1100.47,11,1100.47,2,2,33,301.039,0.198149,0.213247,0.237233,0.351371,0.0867744,0.224724,0.484987,0.203514
17,11,1012.16,11,1012.16,3,1,33,300.888,0.173302,0.186509,0.332844,0.307345,0.0690518,0.178861,0.59011,0.161977
18,11,992.436,11,992.436,0,0,33,300.738,0.148139,0.159431,0.284554,0.407876,0.0612725,0.27112,0.523854,0.143753
19,11,985.791,11,985.791,3,2,33,300.588,0.227331,0.144591,0.258097,0.36998,0.1092,0.257264,0.497147,0.136389
20,11,975.012,11,975.012,3,2,33,300.437,0.1901,0.1209,0.215833,0.473167,0.0868878,0.204734,0.599852,0.108526
21,11,946.226,11,946.226,2,2,33,300.287,0.152756,0.0971406,0.173438,0.576666,0.0667118,0.15722,0.692739,0.0833292
22,11,937.724,11,937.724,3,2,33,300.137,0.136284,0.086658,0.262438,0.51462,0.0497494,0.117265,0.770842,0.0621444
23,11,926.549,11,926.549,2,2,33,299.987,0.108193,0.0687895,0.20837,0.614648,0.0363026,0.0855838,0.832764,0.0453494
24,11,926.549,11,929.566,2,2,9,299.837,0.0950486,0.060427,0.304361,0.540163,0.0261035,0.0615497,0.879737,0.03261
25,11,919.749,11,919.749,2,2,33,299.687,0.0957398,0.0608609,0.299119,0.54428,0.028618,0.0674905,0.868139,0.0357529
