iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,12,1701.03,12,1701.03,2,1,33,305.035,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,11,1503.03,11,1503.03,2,2,33,304.882,0.21814,0.21814,0.345581,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,11,1503.03,11,1587.68,0,3,9,304.73,0.182242,0.182242,0.453275,0.182242,0.191272,0.303045,0.31441,0.191272
3,0,9,1700.32,9,1700.32,1,3,33,304.578,0.190242,0.180441,0.448877,0.180441,0.190534,0.301903,0.313227,0.194336
4,0,9,1582.04,9,1582.04,3,2,33,304.425,0.168774,0.272857,0.398292,0.160077,0.169282,0.268254,0.278317,0.284147
5,0,8,1413.37,8,1413.37,2,1,33,304.273,0.151653,0.2452,0.357948,0.2452,0.146031,0.23143,0.377394,0.245145
6,0,8,1374.15,8,1374.15,2,1,33,304.121,0.126454,0.204477,0.464592,0.204477,0.127355,0.329639,0.329191,0.213815
7,0,8,1374.15,8,1414.95,2,3,9,303.969,0.100971,0.163287,0.572454,0.163287,0.107635,0.433366,0.278272,0.180727
8,0,5,1357.51,5,1357.51,1,1,33,303.817,0.104185,0.168501,0.558813,0.168501,0.106835,0.430264,0.276256,0.186646
9,0,5,1357.51,5,1739.78,1,0,9,303.665,0.0928036,0.259156,0.497933,0.150107,0.0866196,0.53801,0.224025,0.151345
10,0,5,1357.51,5,1577.44,0,1,13,303.513,0.092526,0.261191,0.49661,0.149673,0.0971054,0.531879,0.221433,0.149582
11,0,5,1357.51,5,1559.43,3,0,13,303.362,0.110081,0.256125,0.48704,0.146753,0.0958657,0.537806,0.218642,0.147686
12,0,5,1357.51,5,1531.58,3,2,13,303.21,0.107588,0.250366,0.476151,0.165894,0.114186,0.526954,0.214192,0.144668
13,0,5,1357.51,5,1516.24,3,3,13,303.058,0.105128,0.244682,0.465399,0.184792,0.111308,0.513826,0.233839,0.141028
14,0,5,1357.51,5,1466.98,3,0,13,302.907,0.102732,0.239146,0.45493,0.203192,0.10876,0.502219,0.228521,0.160501
15,0,5,1357.51,5,1522.42,0,0,9,302.755,0.100427,0.233821,0.444856,0.220896,0.127023,0.491967,0.223821,0.157189
16,0,5,1357.51,5,1448.59,2,0,13,302.604,0.10923,0.231518,0.440533,0.218719,0.135942,0.486981,0.221517,0.15556
17,0,5,1357.51,5,1469.99,0,2,9,302.453,0.107982,0.228906,0.446864,0.216248,0.15462,0.476493,0.216712,0.152175
18,0,5,1357.51,5,1424.74,3,2,13,302.301,0.116604,0.226679,0.442575,0.214142,0.153871,0.474291,0.220401,0.151437
19,0,5,1357.51,5,1424.74,2,0,0,302.15,0.11408,0.2218,0.433108,0.231012,0.150374,0.463615,0.238016,0.147995
20,0,5,1357.51,5,1455.74,2,1,9,301.999,0.125488,0.244013,0.37635,0.25415,0.135043,0.472017,0.242297,0.150642
21,0,5,1357.51,5,1455.74,1,3,0,301.848,0.127844,0.248627,0.364572,0.258958,0.13866,0.457843,0.248816,0.154681
22,0,5,1357.51,5,1466.66,0,3,9,301.697,0.133632,0.214487,0.381159,0.270721,0.141271,0.466576,0.253531,0.138621
23,0,5,1357.51,5,1466.66,2,2,0,301.546,0.140135,0.212863,0.378317,0.268684,0.139942,0.462296,0.251174,0.146588
24,0,5,1357.51,5,1419.62,3,1,13,301.396,0.151953,0.230833,0.325835,0.291379,0.14583,0.481864,0.219548,0.152758
25,0,5,1357.51,5,1383.2,3,1,13,301.245,0.149856,0.227666,0.321388,0.30109,0.1441,0.48799,0.216962,0.150947
26,0,5,1320.91,5,1320.91,2,0,33,301.094,0.147933,0.224764,0.317313,0.30999,0.142403,0.494002,0.214424,0.149171
27,0,5,1320.91,5,1320.91,0,3,0,300.944,0.125974,0.191416,0.418596,0.264014,0.223448,0.447355,0.194144,0.135053
28,0,5,1293.46,5,1293.46,2,1,33,300.793,0.113858,0.194051,0.424425,0.267666,0.226856,0.45424,0.1971,0.121804
29,0,5,1293.46,5,1293.46,2,3,0,300.643,0.0927488,0.158092,0.531081,0.218078,0.182782,0.560289,0.158802,0.0981272
30,0,5,1293.37,5,1293.37,2,1,33,300.493,0.104751,0.178568,0.47034,0.246341,0.184023,0.564221,0.159876,0.0918789
31,0,5,1293.37,5,1293.37,2,1,0,300.342,0.0838224,0.142907,0.576113,0.197157,0.142387,0.662832,0.1237,0.071081
32,0,5,1293.37,5,1293.37,2,2,9,300.192,0.0959034,0.163521,0.514964,0.225611,0.167341,0.603757,0.145375,0.0835266
33,0,5,1293.37,5,1293.37,2,1,0,300.042,0.0989026,0.168653,0.499738,0.232707,0.165483,0.597206,0.154723,0.0825876
34,0,5,1260.55,5,1260.55,3,1,33,299.892,0.110741,0.18886,0.439793,0.260606,0.190662,0.535935,0.178263,0.0951403
35,0,5,1257.43,5,1257.43,0,2,33,299.742,0.0953829,0.162686,0.378905,0.363027,0.149019,0.637304,0.139326,0.0743503
36,0,5,1257.43,5,1280.96,2,3,9,299.592,0.156626,0.151651,0.353265,0.338458,0.134792,0.576628,0.221337,0.0672427
37,0,5,1257.43,5,1280.96,1,1,0,299.442,0.159634,0.154563,0.340789,0.345013,0.133394,0.570811,0.219062,0.0767332
38,0,5,1257.43,5,1283.33,2,2,9,299.293,0.163248,0.135318,0.348557,0.352877,0.152935,0.507924,0.251177,0.0879642
39,0,5,1257.43,5,1259.35,2,2,13,299.143,0.166227,0.137781,0.336621,0.359371,0.152793,0.507575,0.251759,0.087873
40,0,5,1257.43,5,1294.42,0,1,9,298.993,0.164362,0.136231,0.344013,0.355394,0.149496,0.496741,0.267796,0.0859672
41,0,4,1794.47,4,1794.47,1,1,33,298.844,0.167501,0.135697,0.342731,0.354071,0.154471,0.479971,0.27674,0.0888181
42,0,4,1794.47,4,1794.47,2,2,0,298.695,0.153118,0.209818,0.313347,0.323717,0.123646,0.583727,0.221541,0.0710863
43,0,4,1663.14,4,1663.14,2,1,33,298.545,0.163753,0.224405,0.265589,0.346253,0.127782,0.603444,0.195317,0.0734566
44,0,4,1603.38,4,1603.38,2,1,33,298.396,0.141934,0.194518,0.363385,0.300163,0.0978421,0.696354,0.149565,0.056239
45,0,4,1603.38,4,1603.38,3,1,0,298.247,0.118948,0.163026,0.466435,0.25159,0.0727603,0.774189,0.111234,0.0418175
46,0,4,1603.38,4,1603.38,0,1,0,298.098,0.12425,0.170303,0.487358,0.218089,0.0891962,0.723174,0.136372,0.051258
47,0,4,1603.38,4,1961.92,1,1,9,297.949,0.112573,0.172552,0.493896,0.220979,0.107358,0.666799,0.164154,0.0616883
48,0,4,1603.38,4,1961.92,2,0,0,297.8,0.111796,0.178088,0.490632,0.219484,0.113124,0.648897,0.172985,0.064994
