iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,12,2322.93,12,2322.93,1,3,33,370.381,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,12,2028.87,12,2028.87,3,0,33,370.196,0.21814,0.345581,0.21814,0.21814,0.21814,0.21814,0.21814,0.345581
2,0,12,1633.95,12,1633.95,2,1,33,370.011,0.191272,0.303045,0.191272,0.31441,0.31441,0.191272,0.191272,0.303045
3,0,11,1626.55,11,1626.55,1,0,33,369.826,0.170148,0.269601,0.280538,0.279713,0.279713,0.280538,0.170148,0.269601
4,0,10,1568.16,10,1568.16,0,1,33,369.641,0.147294,0.367655,0.242883,0.242168,0.37867,0.242003,0.146761,0.232566
5,0,10,1504.14,10,1504.14,2,1,33,369.456,0.227503,0.333088,0.220028,0.219381,0.328858,0.341757,0.127431,0.201954
6,0,9,1570.66,9,1570.66,1,1,33,369.271,0.200108,0.293001,0.313929,0.192962,0.276517,0.44656,0.107129,0.169794
7,0,8,1566.89,8,1566.89,1,0,33,369.086,0.171679,0.393421,0.269354,0.165547,0.222749,0.554204,0.0862819,0.136765
8,0,8,1528.64,8,1528.64,3,2,33,368.902,0.141463,0.50016,0.221967,0.13641,0.324074,0.482,0.0750128,0.118913
9,0,8,1528.64,8,1545.91,2,0,9,368.717,0.128449,0.454263,0.201566,0.215722,0.304875,0.453481,0.129798,0.111846
10,0,8,1528.64,8,1537.18,3,1,13,368.533,0.12777,0.451975,0.205652,0.214603,0.301172,0.455939,0.130469,0.112421
11,0,8,1528.64,8,1544.27,3,1,9,368.349,0.124969,0.442179,0.201162,0.23169,0.298025,0.461666,0.129084,0.111224
12,0,6,1839.69,6,1839.69,1,0,33,368.165,0.124699,0.441334,0.200746,0.233221,0.305952,0.447393,0.132495,0.11416
13,0,6,1839.69,6,1839.69,1,0,0,367.981,0.101045,0.547268,0.162682,0.189005,0.411822,0.379182,0.112267,0.0967286
14,0,6,1839.69,6,1839.69,1,1,0,367.797,0.114661,0.486214,0.184623,0.214502,0.355466,0.415551,0.123005,0.105977
15,0,5,1773.3,5,1773.3,1,0,33,367.613,0.127922,0.426744,0.205994,0.23934,0.389672,0.359369,0.134813,0.116147
16,0,5,1750.38,5,1750.38,3,1,33,367.429,0.10423,0.532873,0.167859,0.195037,0.49486,0.297458,0.111566,0.0961158
17,0,5,1750.38,5,1750.38,1,0,0,367.245,0.0920076,0.470539,0.148189,0.289264,0.419878,0.403964,0.0946329,0.0815254
18,0,5,1750.38,5,1750.38,2,0,0,367.062,0.102424,0.410506,0.164982,0.322088,0.36218,0.444182,0.104024,0.0896134
19,0,5,1750.38,5,1781.55,1,0,9,366.878,0.104782,0.420073,0.145566,0.329578,0.312712,0.478676,0.11207,0.0965415
20,0,5,1750.38,5,1839.83,1,1,9,366.695,0.107326,0.405909,0.14911,0.337656,0.308696,0.481518,0.112703,0.0970836
21,0,5,1750.38,5,1906.04,1,0,9,366.511,0.109791,0.392173,0.152545,0.345491,0.317804,0.466266,0.116005,0.0999251
22,0,5,1750.38,5,1906.04,1,0,9,366.328,0.112177,0.378871,0.155871,0.353081,0.3131,0.469524,0.116783,0.100593
23,0,5,1750.38,5,1906.04,1,1,0,366.145,0.114484,0.366004,0.159087,0.360425,0.308897,0.472441,0.117476,0.101186
24,0,5,1750.38,5,1778.45,3,1,13,365.962,0.123964,0.313407,0.17227,0.390358,0.343678,0.413089,0.130678,0.112554
25,0,5,1750.38,5,1778.45,3,3,0,365.779,0.122652,0.310147,0.170458,0.396744,0.340127,0.419204,0.129303,0.111366
