iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,0,4,1703.23,4,1703.23,1,1,33,201.259,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,0,4,1703.23,4,1801.55,0,3,9,201.158,0.21814,0.345581,0.21814,0.21814,0.21814,0.345581,0.21814,0.21814
2,0,4,1703.23,4,1755.3,0,3,13,201.058,0.221013,0.344329,0.217329,0.217329,0.217329,0.344329,0.217329,0.221013
3,0,4,1512.65,4,1512.65,0,1,33,200.957,0.237826,0.336914,0.21263,0.21263,0.21263,0.336914,0.21263,0.237826
4,0,4,1393.7,4,1393.7,2,3,33,200.857,0.336561,0.293284,0.185077,0.185077,0.17836,0.443781,0.17836,0.1995
5,0,4,1393.7,4,1473.92,1,0,9,200.756,0.29982,0.26126,0.274066,0.164854,0.156884,0.390418,0.156884,0.295814
6,0,4,1393.7,4,1473.92,0,1,0,200.656,0.301251,0.25776,0.275368,0.16562,0.163995,0.387146,0.155541,0.293319
7,0,4,1393.7,4,1466.34,2,1,13,200.556,0.258544,0.273519,0.292207,0.17573,0.177466,0.336768,0.168316,0.31745
8,0,4,1384.91,4,1384.91,3,2,33,200.455,0.254735,0.269491,0.302647,0.173127,0.174669,0.347186,0.165661,0.312484
9,0,4,1384.91,4,1384.91,2,1,0,200.355,0.228691,0.241942,0.271714,0.257654,0.156925,0.311959,0.250345,0.280771
10,0,4,1384.91,4,1450.13,0,3,9,200.255,0.241183,0.255161,0.23192,0.271736,0.166997,0.267738,0.266438,0.298827
11,0,4,1384.91,4,1417.23,0,0,13,200.155,0.237861,0.256278,0.232932,0.272929,0.168606,0.270343,0.26903,0.292021
12,0,4,1211.25,4,1211.25,2,0,33,200.055,0.249614,0.252327,0.229336,0.268724,0.183531,0.265489,0.264199,0.286781
13,0,4,1211.25,4,1292.36,0,0,9,199.955,0.219639,0.222026,0.321877,0.236458,0.269159,0.237644,0.236489,0.256708
14,0,4,1211.25,4,1279.42,3,3,13,199.855,0.219955,0.221929,0.32176,0.236357,0.26271,0.23974,0.238575,0.258976
15,0,4,1211.25,4,1237.94,2,0,13,199.755,0.215987,0.217926,0.31598,0.250108,0.25932,0.236643,0.235492,0.268545
16,0,3,1222.59,3,1222.59,3,3,33,199.655,0.21296,0.214872,0.325557,0.24661,0.269168,0.233494,0.232359,0.264979
17,0,3,1130.02,3,1130.02,0,1,33,199.555,0.185367,0.187031,0.283398,0.344204,0.233961,0.202948,0.201961,0.361131
18,0,3,1091.74,3,1091.74,0,1,33,199.455,0.27329,0.166831,0.252811,0.307067,0.206907,0.295093,0.178602,0.319399
19,0,3,1091.74,3,1091.74,1,0,0,199.356,0.371534,0.144266,0.218634,0.265566,0.17735,0.39577,0.153084,0.273796
20,0,3,1091.74,3,1091.74,0,3,0,199.256,0.378404,0.128485,0.222653,0.270458,0.156507,0.405822,0.156942,0.280729
21,0,3,1091.74,3,1091.74,1,1,0,199.156,0.326324,0.139235,0.24131,0.293131,0.164617,0.426932,0.165074,0.243377
22,0,3,1065.8,3,1065.8,2,3,33,199.057,0.33234,0.123388,0.245743,0.298529,0.180451,0.371791,0.180951,0.266807
23,0,3,1012.95,3,1012.95,2,1,33,198.957,0.28974,0.107551,0.342452,0.260257,0.155511,0.320453,0.155943,0.368094
24,0,3,1012.95,3,1012.95,2,1,0,198.858,0.244105,0.0905935,0.44604,0.219261,0.131624,0.424781,0.131989,0.311606
25,0,3,1012.95,3,1016.65,3,3,9,198.758,0.269389,0.099957,0.388688,0.241966,0.144446,0.368687,0.144847,0.34202
26,0,3,1012.95,3,1021.45,0,0,9,198.659,0.269601,0.100016,0.389024,0.241359,0.146475,0.373935,0.146881,0.332709
27,0,3,1007.09,3,1007.09,3,1,33,198.56,0.266848,0.100373,0.390517,0.242262,0.152107,0.371482,0.145891,0.33052
28,0,3,1007.09,3,1007.09,1,3,0,198.46,0.232213,0.0873279,0.339856,0.340603,0.126576,0.476937,0.121402,0.275085
29,0,3,1007.09,3,1007.09,1,1,0,198.361,0.23407,0.0799786,0.342599,0.343352,0.132687,0.500096,0.127262,0.239954
30,0,3,1007.09,3,1007.09,2,3,0,198.262,0.235616,0.0738474,0.344889,0.345647,0.148451,0.440673,0.142381,0.268495
31,0,3,1003.45,3,1003.45,0,0,33,198.163,0.253704,0.079498,0.294588,0.37221,0.155474,0.461619,0.149114,0.233793
32,0,3,1003.45,3,1003.45,0,0,9,198.064,0.352434,0.0689631,0.255617,0.322986,0.239815,0.41555,0.134203,0.210432
33,0,3,993.61,3,993.61,3,0,33,197.965,0.340552,0.0702105,0.260309,0.328929,0.240136,0.415407,0.134126,0.210331
34,0,3,993.61,3,993.61,0,0,9,197.866,0.288765,0.0595151,0.220713,0.431007,0.339152,0.361305,0.116631,0.182912
35,0,3,993.61,3,1076.91,3,1,9,197.767,0.284782,0.0598292,0.221936,0.433453,0.328738,0.367026,0.118451,0.185784
36,0,3,993.61,3,1076.91,3,1,9,197.668,0.292099,0.0613474,0.227627,0.418926,0.335127,0.354773,0.120729,0.189372
37,0,3,993.61,3,1076.91,2,1,0,197.569,0.299206,0.0628204,0.233154,0.40482,0.341296,0.342942,0.122926,0.192836
38,0,3,993.61,3,1076.91,0,2,9,197.47,0.311372,0.0653543,0.201968,0.421306,0.367456,0.292629,0.132321,0.207594
39,0,3,993.61,3,1076.91,0,1,0,197.371,0.305621,0.0658807,0.203641,0.424857,0.364948,0.290618,0.138281,0.206153
40,0,3,993.61,3,1076.91,0,0,0,197.273,0.263785,0.0698294,0.215895,0.45049,0.386207,0.249349,0.146307,0.218137
41,0,3,993.61,3,1076.91,0,0,9,197.174,0.229416,0.0730678,0.225958,0.471558,0.332763,0.27107,0.159035,0.237132
42,0,3,993.61,3,1052.41,2,0,13,197.076,0.232034,0.0727982,0.225175,0.469993,0.322552,0.275228,0.161457,0.240763
43,0,3,993.61,3,1052.41,1,3,0,196.977,0.226819,0.0711456,0.24254,0.459495,0.330301,0.272089,0.159599,0.238011
44,0,3,993.61,3,1242.32,1,2,9,196.878,0.227632,0.0677473,0.243413,0.461208,0.344862,0.284072,0.16661,0.204456
45,0,3,993.61,3,1279.86,0,0,9,196.78,0.225421,0.0767336,0.241052,0.456793,0.343343,0.282811,0.170312,0.203534
46,0,3,993.61,3,1290.41,3,1,9,196.682,0.227747,0.0764816,0.240316,0.455455,0.333014,0.287273,0.172981,0.206732
47,0,3,993.61,3,1267.25,0,2,13,196.583,0.233665,0.0784515,0.246562,0.441322,0.335934,0.281065,0.174475,0.208525
48,0,3,993.61,3,1266.88,3,3,13,196.485,0.249817,0.0767771,0.241355,0.432052,0.329839,0.275955,0.189484,0.204722
49,0,3,993.61,3,1267.93,3,2,9,196.387,0.24715,0.0759396,0.238777,0.438134,0.324103,0.271147,0.186168,0.218582
50,0,3,993.61,3,1203.31,2,0,13,196.289,0.253258,0.0777981,0.244676,0.424267,0.323507,0.270639,0.187691,0.218163
51,0,3,993.61,3,1216.62,2,2,9,196.19,0.248175,0.0762186,0.259812,0.415794,0.33133,0.267518,0.185513,0.215638
52,0,3,993.61,3,1216.62,1,1,0,196.092,0.248718,0.0763673,0.258167,0.416747,0.330611,0.266926,0.187311,0.215152
53,0,3,993.61,3,1177.23,2,0,13,195.994,0.249962,0.0717025,0.259461,0.418875,0.347966,0.228488,0.19712,0.226426
54,0,3,993.61,3,1100.77,0,2,13,195.896,0.245127,0.070298,0.27376,0.410815,0.355917,0.225704,0.194713,0.223667
