iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,13,2107.66,13,2107.66,1,2,33,303.458,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1,13,1767.84,13,1767.84,3,0,33,303.306,0.21814,0.345581,0.21814,0.21814,0.21814,0.21814,0.345581,0.21814
2,12,1809.76,12,1809.76,1,2,33,303.154,0.191272,0.303045,0.191272,0.31441,0.31441,0.191272,0.303045,0.191272
3,12,1763,12,1763,1,2,33,303.003,0.162894,0.406423,0.162894,0.267789,0.267789,0.162894,0.406423,0.162894
4,12,1763,12,1763,1,2,0,302.851,0.132857,0.515855,0.132857,0.218431,0.218431,0.132857,0.515855,0.132857
5,12,1763,12,2070.64,0,1,9,302.7,0.148404,0.459174,0.148404,0.244017,0.244017,0.148404,0.459174,0.148404
6,12,1763,12,2070.64,1,3,0,302.548,0.157497,0.454306,0.146798,0.241399,0.241399,0.157497,0.454306,0.146798
7,12,1763,12,2087.57,1,2,9,302.397,0.173201,0.399874,0.161433,0.265492,0.245136,0.159922,0.461397,0.133544
8,12,1763,12,2024.98,3,2,13,302.246,0.17582,0.39078,0.163871,0.269529,0.249943,0.163044,0.450866,0.136147
9,12,1763,12,2015.83,1,3,13,302.095,0.171951,0.382243,0.160263,0.285542,0.245608,0.160202,0.460422,0.133769
10,12,1763,12,1811.74,3,2,13,301.944,0.169114,0.392411,0.157616,0.280859,0.239986,0.156522,0.449939,0.153554
11,12,1763,12,1811.74,3,3,0,301.793,0.165462,0.384002,0.15421,0.296326,0.235911,0.153851,0.459305,0.150934
12,12,1763,12,1806.74,1,0,13,301.642,0.174515,0.405079,0.162645,0.257762,0.239751,0.156342,0.466844,0.137063
13,12,1763,12,1806.74,1,3,0,301.491,0.171526,0.415249,0.159858,0.253367,0.259115,0.15234,0.454994,0.133551
14,12,1763,12,1806.74,1,2,0,301.34,0.186809,0.363127,0.174099,0.275965,0.262486,0.154305,0.460964,0.122244
15,12,1341.59,12,1341.59,2,0,33,301.19,0.200931,0.314962,0.187257,0.296849,0.28923,0.170009,0.406082,0.134679
16,12,1341.59,12,1341.59,0,3,0,301.039,0.179007,0.280621,0.275892,0.26448,0.395913,0.144478,0.34516,0.114449
17,12,1151.98,12,1151.98,2,2,33,300.888,0.155869,0.288531,0.283668,0.271932,0.40022,0.146021,0.348905,0.104854
18,12,1151.98,12,1154.92,3,2,9,300.738,0.134064,0.248198,0.383822,0.233916,0.333433,0.121629,0.457604,0.0873334
19,12,1151.98,12,1154.92,1,0,0,300.588,0.133721,0.247593,0.38292,0.235766,0.340747,0.124272,0.445756,0.0892251
20,12,1151.98,12,1152.23,3,0,13,300.437,0.139276,0.21622,0.398914,0.245589,0.297167,0.132465,0.475266,0.0951014
21,12,1108.35,12,1108.35,3,2,33,300.287,0.136123,0.211344,0.389965,0.262568,0.314196,0.129234,0.463794,0.0927758
22,11,1021.63,11,1021.63,0,2,33,300.137,0.117049,0.181745,0.335392,0.365814,0.250795,0.103138,0.57203,0.0740367
23,11,958.561,11,958.561,2,2,33,299.987,0.187604,0.167205,0.308597,0.336594,0.192282,0.0790607,0.671908,0.0567492
24,11,958.561,11,966.381,2,2,9,299.837,0.159599,0.142242,0.411777,0.286382,0.142548,0.0586013,0.75679,0.0420608
25,11,958.561,11,966.381,2,2,0,299.687,0.162739,0.145037,0.400174,0.29205,0.150501,0.0618598,0.743242,0.0443966
26,11,958.561,11,958.561,2,2,13,299.537,0.177193,0.157915,0.346865,0.318026,0.180351,0.0741155,0.692345,0.053189
27,11,956.8,11,956.8,2,2,33,299.387,0.17485,0.155823,0.355471,0.313856,0.178552,0.0733632,0.695439,0.0526456
28,11,955.433,11,955.433,3,2,33,299.238,0.146179,0.130269,0.46113,0.262422,0.131364,0.053965,0.775948,0.0387229
29,11,948.236,11,948.236,2,2,33,299.088,0.125502,0.11184,0.395996,0.366663,0.0944214,0.038782,0.83897,0.0278263
30,11,948.236,11,948.591,3,2,9,298.939,0.103437,0.0921745,0.502126,0.302262,0.0668242,0.027442,0.886045,0.0196885
31,11,948.236,11,954.968,3,2,9,298.789,0.103731,0.0924346,0.503714,0.30012,0.0723753,0.0297163,0.876589,0.0213189
